series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Location	Units	2014	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	170	-73.07446751	3.888209046	COL	Colombia	2	ANNUAL	RURAL	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	174	43.34234565	-11.66121732	COM	Comoros	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	175	45.14015057	-12.82217691	MYT	Mayotte	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	URBAN	NOTAP	1		1	2014	1	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	178	15.22052612	-0.840544119	COG	Congo	2	ANNUAL	RURAL	NOTAP	1		1	2014	1	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	URBAN	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	ANNUAL	RURAL	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	URBAN	NOTAP	1		1	2014	1	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	184	-159.7711391	-21.22696458	COK	Cook Islands	2	ANNUAL	RURAL	NOTAP	1		1	2014	1	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	URBAN	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	188	-84.19712782	9.970998683	CRI	Costa Rica	2	ANNUAL	RURAL	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	191	17.95874553	45.45172212	HRV	Croatia	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	URBAN	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	192	-79.54460144	22.10030366	CUB	Cuba	2	ANNUAL	RURAL	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	196	33.22285964	35.05659437	CYP	Cyprus	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	203	15.33151382	49.73913871	CZE	Czechia	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	URBAN	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	204	2.339933594	9.65401646	BEN	Benin	2	ANNUAL	RURAL	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	208	9.326571283	56.03829721	DNK	Denmark	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	212	-61.3493756	15.43391378	DMA	Dominica	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	URBAN	NOTAP	1		1	2014	1	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	ANNUAL	RURAL	NOTAP	1	0	0.5	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	URBAN	NOTAP		0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	218	-78.37005241	-1.447785891	ECU	Ecuador	2	ANNUAL	RURAL	NOTAP		0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	URBAN	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	222	-88.86862995	13.73603564	SLV	El Salvador	2	ANNUAL	RURAL	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	URBAN	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	231	39.63505296	8.631223181	ETH	Ethiopia	2	ANNUAL	RURAL	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	URBAN	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	232	38.11074289	16.12894644	ERI	Eritrea	2	ANNUAL	RURAL	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	URBAN	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	233	25.84093481	58.68487172	EST	Estonia	2	ANNUAL	RURAL	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	URBAN	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	242	177.9660884	-17.83301566	FJI	Fiji	2	ANNUAL	RURAL	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	246	23.308447	61.91586738	FIN	Finland	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	248	19.80945969	60.1544901	ALA	Åland Islands	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	250	2.457288129	46.62660861	FRA	France	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	254	-53.23619089	3.922673437	GUF	French Guiana	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	262	42.18274707	11.56004161	DJI	Djibouti	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	URBAN	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	266	11.78727747	-0.60687619	GAB	Gabon	2	ANNUAL	RURAL	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	URBAN	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	268	43.3713615	42.04813028	GEO	Georgia	2	ANNUAL	RURAL	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	URBAN	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	270	-15.39944785	13.45295927	GMB	Gambia	2	ANNUAL	RURAL	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	URBAN	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	275	35.25694122	31.94347933	PSE	State of Palestine	2	ANNUAL	RURAL	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	276	10.3806066	51.08862743	DEU	Germany	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	URBAN	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	288	-1.205623522	7.964825185	GHA	Ghana	2	ANNUAL	RURAL	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	292	-5.347561686	36.13895036	GIB	Gibraltar	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	296	-157.5643005	1.768837732	KIR	Kiribati	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	300	22.58307827	39.47301873	GRC	Greece	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	304	-41.39371316	74.75625681	GRL	Greenland	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	308	-61.68248568	12.11238395	GRD	Grenada	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	312	-61.64762115	16.14416917	GLP	Guadeloupe	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	316	144.7029305	13.35485404	GUM	Guam	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	320	-91.2312746	15.00273719	GTM	Guatemala	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	URBAN	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	324	-11.28173419	11.00210343	GIN	Guinea	2	ANNUAL	RURAL	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	328	-58.97322037	4.788012784	GUY	Guyana	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	URBAN	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	332	-72.33640958	18.40426539	HTI	Haiti	2	ANNUAL	RURAL	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	URBAN	NOTAP							
