series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Sex	Units	2007	2011	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	148	18.66618401	15.36279341	TCD	Chad	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	148	18.66618401	15.36279341	TCD	Chad	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	148	18.66618401	15.36279341	TCD	Chad	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	152	-71.23029019	-35.2652885	CHL	Chile	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	152	-71.23029019	-35.2652885	CHL	Chile	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	152	-71.23029019	-35.2652885	CHL	Chile	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	156	104.1403375	32.30955217	CHN	China	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	156	104.1403375	32.30955217	CHN	China	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	156	104.1403375	32.30955217	CHN	China	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	162	105.6426067	-10.4882473	CXR	Christmas Island	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	162	105.6426067	-10.4882473	CXR	Christmas Island	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	162	105.6426067	-10.4882473	CXR	Christmas Island	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	170	-73.07446751	3.888209046	COL	Colombia	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	170	-73.07446751	3.888209046	COL	Colombia	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	170	-73.07446751	3.888209046	COL	Colombia	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	174	43.34234565	-11.66121732	COM	Comoros	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	174	43.34234565	-11.66121732	COM	Comoros	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	174	43.34234565	-11.66121732	COM	Comoros	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	175	45.14015057	-12.82217691	MYT	Mayotte	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	175	45.14015057	-12.82217691	MYT	Mayotte	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	175	45.14015057	-12.82217691	MYT	Mayotte	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	178	15.22052612	-0.840544119	COG	Congo	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	178	15.22052612	-0.840544119	COG	Congo	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	178	15.22052612	-0.840544119	COG	Congo	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	184	-159.7711391	-21.22696458	COK	Cook Islands	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	184	-159.7711391	-21.22696458	COK	Cook Islands	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	184	-159.7711391	-21.22696458	COK	Cook Islands	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	188	-84.19712782	9.970998683	CRI	Costa Rica	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	188	-84.19712782	9.970998683	CRI	Costa Rica	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	188	-84.19712782	9.970998683	CRI	Costa Rica	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	191	17.95874553	45.45172212	HRV	Croatia	1	25-64	ANNUAL	BOTHSEX	PERCENT	21.2		21.2	2007	21.2	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	191	17.95874553	45.45172212	HRV	Croatia	2	25-64	ANNUAL	MALE	PERCENT	21.4		21.4	2007	21.4	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	191	17.95874553	45.45172212	HRV	Croatia	3	25-64	ANNUAL	FEMALE	PERCENT	21.1		21.1	2007	21.1	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	192	-79.54460144	22.10030366	CUB	Cuba	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	192	-79.54460144	22.10030366	CUB	Cuba	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	192	-79.54460144	22.10030366	CUB	Cuba	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	196	33.22285964	35.05659437	CYP	Cyprus	1	25-64	ANNUAL	BOTHSEX	PERCENT	40.6	42.3	41.45	2011	42.3	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	196	33.22285964	35.05659437	CYP	Cyprus	2	25-64	ANNUAL	MALE	PERCENT	43	43.1	43.05	2011	43.1	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	196	33.22285964	35.05659437	CYP	Cyprus	3	25-64	ANNUAL	FEMALE	PERCENT	38.2	41.5	39.85	2011	41.5	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	203	15.33151382	49.73913871	CZE	Czechia	1	25-64	ANNUAL	BOTHSEX	PERCENT	37.6	37.1	37.35	2011	37.1	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	203	15.33151382	49.73913871	CZE	Czechia	2	25-64	ANNUAL	MALE	PERCENT	41.6	37.2	39.4	2011	37.2	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	203	15.33151382	49.73913871	CZE	Czechia	3	25-64	ANNUAL	FEMALE	PERCENT	33.6	37	35.3	2011	37	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	204	2.339933594	9.65401646	BEN	Benin	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	204	2.339933594	9.65401646	BEN	Benin	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	204	2.339933594	9.65401646	BEN	Benin	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	208	9.326571283	56.03829721	DNK	Denmark	1	25-64	ANNUAL	BOTHSEX	PERCENT	44.5	58.5	51.5	2011	58.5	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	208	9.326571283	56.03829721	DNK	Denmark	2	25-64	ANNUAL	MALE	PERCENT	43.9	55.2	49.55	2011	55.2	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	208	9.326571283	56.03829721	DNK	Denmark	3	25-64	ANNUAL	FEMALE	PERCENT	45.1	61.8	53.45	2011	61.8	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	212	-61.3493756	15.43391378	DMA	Dominica	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	212	-61.3493756	15.43391378	DMA	Dominica	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	212	-61.3493756	15.43391378	DMA	Dominica	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	218	-78.37005241	-1.447785891	ECU	Ecuador	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	218	-78.37005241	-1.447785891	ECU	Ecuador	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	218	-78.37005241	-1.447785891	ECU	Ecuador	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	222	-88.86862995	13.73603564	SLV	El Salvador	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	222	-88.86862995	13.73603564	SLV	El Salvador	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	222	-88.86862995	13.73603564	SLV	El Salvador	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	231	39.63505296	8.631223181	ETH	Ethiopia	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	231	39.63505296	8.631223181	ETH	Ethiopia	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	231	39.63505296	8.631223181	ETH	Ethiopia	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	232	38.11074289	16.12894644	ERI	Eritrea	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	232	38.11074289	16.12894644	ERI	Eritrea	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	232	38.11074289	16.12894644	ERI	Eritrea	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	233	25.84093481	58.68487172	EST	Estonia	1	25-64	ANNUAL	BOTHSEX	PERCENT	42.1	49.9	46	2011	49.9	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	233	25.84093481	58.68487172	EST	Estonia	2	25-64	ANNUAL	MALE	PERCENT	36.9	46.1	41.5	2011	46.1	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	233	25.84093481	58.68487172	EST	Estonia	3	25-64	ANNUAL	FEMALE	PERCENT	46.7	53.3	50	2011	53.3	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	242	177.9660884	-17.83301566	FJI	Fiji	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	242	177.9660884	-17.83301566	FJI	Fiji	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	242	177.9660884	-17.83301566	FJI	Fiji	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	246	23.308447	61.91586738	FIN	Finland	1	25-64	ANNUAL	BOTHSEX	PERCENT	55	55.7	55.35	2011	55.7	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	246	23.308447	61.91586738	FIN	Finland	2	25-64	ANNUAL	MALE	PERCENT	48.9	48.5	48.7	2011	48.5	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	246	23.308447	61.91586738	FIN	Finland	3	25-64	ANNUAL	FEMALE	PERCENT	61.3	63.1	62.2	2011	63.1	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	248	19.80945969	60.1544901	ALA	Åland Islands	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	248	19.80945969	60.1544901	ALA	Åland Islands	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	248	19.80945969	60.1544901	ALA	Åland Islands	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	250	2.457288129	46.62660861	FRA	France	1	25-64	ANNUAL	BOTHSEX	PERCENT	35.1	50.5	42.8	2011	50.5	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	250	2.457288129	46.62660861	FRA	France	2	25-64	ANNUAL	MALE	PERCENT	36.4	50.2	43.3	2011	50.2	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	250	2.457288129	46.62660861	FRA	France	3	25-64	ANNUAL	FEMALE	PERCENT	33.8	50.8	42.3	2011	50.8	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	254	-53.23619089	3.922673437	GUF	French Guiana	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	254	-53.23619089	3.922673437	GUF	French Guiana	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	254	-53.23619089	3.922673437	GUF	French Guiana	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	258	-149.4052367	-17.67709294	PYF	French Polynesia	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	260	69.64849091	-49.6068576	ATF	French Southern Territories	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	262	42.18274707	11.56004161	DJI	Djibouti	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	262	42.18274707	11.56004161	DJI	Djibouti	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	262	42.18274707	11.56004161	DJI	Djibouti	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	266	11.78727747	-0.60687619	GAB	Gabon	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	266	11.78727747	-0.60687619	GAB	Gabon	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	266	11.78727747	-0.60687619	GAB	Gabon	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	268	43.3713615	42.04813028	GEO	Georgia	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	268	43.3713615	42.04813028	GEO	Georgia	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	268	43.3713615	42.04813028	GEO	Georgia	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	270	-15.39944785	13.45295927	GMB	Gambia	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	270	-15.39944785	13.45295927	GMB	Gambia	2	25-64	ANNUAL	MALE	PERCENT							
