series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	324	-11.28173419	11.00210343	GIN	Guinea	1	<1Y	ANNUAL	NUMBER	37066	35913	34825	33823	32958	32233	31399	30697	30144	29674	29265	28901	28648	28366	28094	27757	28353.2	2015	27757	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	328	-58.97322037	4.788012784	GUY	Guyana	1	<1Y	ANNUAL	NUMBER	687	661	628	593	554	516	472	428	390	367	364	390	433	484	525	545	475.4	2015	545	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	332	-72.33640958	18.40426539	HTI	Haiti	1	<1Y	ANNUAL	NUMBER	19968	19285	18603	18010	17491	17068	16747	16514	16297	16064	23398	15350	14856	14312	13827	13407	14350.4	2015	13407	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	336	12.45315803	41.90343751	VAT	Holy See	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	340	-86.59974381	14.82243161	HND	Honduras	1	<1Y	ANNUAL	NUMBER	5988	5705	5398	5114	4840	4598	4386	4187	3995	3800	3633	3433	3247	3084	2943	2832	3107.8	2015	2832	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	348	19.41221519	47.1651448	HUN	Hungary	1	<1Y	ANNUAL	NUMBER	833	792	778	762	749	741	709	676	637	594	561	527	502	486	466	461	488.4	2015	461	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	352	-19.02116966	64.79134763	ISL	Iceland	1	<1Y	ANNUAL	NUMBER	12	12	11	11	11	10	10	10	10	10	10	9	8	7	7	7	7.6	2015	7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	356	79.3608464	22.34642074	IND	India	1	<1Y	ANNUAL	NUMBER	1828921	1769941	1708183	1647050	1584440	1523808	1465841	1404933	1345948	1287943	1225179	1159876	1096146	1036927	985575	946304	1044965.6	2015	946304	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	360	113.9174	-0.994582204	IDN	Indonesia	1	<1Y	ANNUAL	NUMBER	179815	172332	166263	161071	161234	150243	144749	139184	133799	129454	127011	126602	127626	128757	128419	125168	127314.4	2015	125168	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	<1Y	ANNUAL	NUMBER	36776	34433	32007	29933	28149	26727	25775	25155	24542	23877	23065	22234	21347	20298	19143	18067	20217.8	2015	18067	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	368	43.76606267	33.05013795	IRQ	Iraq	1	<1Y	ANNUAL	NUMBER	30173	30081	29780	29517	29324	29517	30058	30824	31694	32503	33135	33197	33233	32905	32607	32258	32840	2015	32258	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	372	-7.121425272	53.25274054	IRL	Ireland	1	<1Y	ANNUAL	NUMBER	349	349	330	316	297	286	277	275	279	271	265	257	252	230	215	201	231	2015	201	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	376	34.62277992	31.06164552	ISR	Israel	1	<1Y	ANNUAL	NUMBER	738	720	694	652	626	605	590	577	567	572	574	564	567	567	577	561	567.2	2015	561	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	380	12.57022427	42.79917282	ITA	Italy	1	<1Y	ANNUAL	NUMBER	2419	2292	2290	2186	2126	2103	2125	2075	2009	1986	1892	1786	1670	1555	1455	1378	1568.8	2015	1378	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	<1Y	ANNUAL	NUMBER	65781	65415	64505	63306	62054	60768	59712	58530	57372	56755	56440	56258	55965	55681	55357	54998	55651.8	2015	54998	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	388	-77.31068409	18.15616857	JAM	Jamaica	1	<1Y	ANNUAL	NUMBER	1076	1010	944	877	823	788	769	763	758	749	725	686	642	595	555	539	603.4	2015	539	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	392	139.2716103	36.6554539	JPN	Japan	1	<1Y	ANNUAL	NUMBER	3907	3625	3445	3263	3201	2938	2919	2807	2703	2598	2596	2481	2361	2237	2218	2093	2278	2015	2093	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	<1Y	ANNUAL	NUMBER	7883	7812	7904	8076	8239	8360	8344	8167	7956	7615	7220	6729	6291	5816	5375	4935	5829.2	2015	4935	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	400	37.13024774	30.65365973	JOR	Jordan	1	<1Y	ANNUAL	NUMBER	3471	3356	3258	3165	3108	3110	3108	3127	3180	3230	3261	3302	3323	3312	3257	3176	3274	2015	3176	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	404	37.86096816	0.534797278	KEN	Kenya	1	<1Y	ANNUAL	NUMBER	77526	77654	77133	76044	74642	72391	70284	68235	64550	62731	60817	58415	57449	56296	54806	53749	56143	2015	53749	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	<1Y	ANNUAL	NUMBER	17385	14994	13053	11645	10650	10075	9700	9371	9010	8596	8283	8037	7886	7814	7685	7440	7772.4	2015	7440	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	<1Y	ANNUAL	NUMBER	2679	2692	2704	2644	2603	2440	2298	2093	1985	1871	1753	1679	1599	1519	1396	1329	1504.4	2015	1329	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	414	47.49305029	29.53949468	KWT	Kuwait	1	<1Y	ANNUAL	NUMBER	501	491	470	442	433	446	481	533	599	650	672	665	632	588	544	507	587.2	2015	507	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	<1Y	ANNUAL	NUMBER	4561	4283	4014	3783	3631	3599	3631	3708	3776	3823	3807	3762	3715	3635	3494	3286	3578.4	2015	3286	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	<1Y	ANNUAL	NUMBER	13338	12692	12184	11821	11576	11402	11286	11244	11190	11063	10840	10457	10009	9517	9111	8751	9569	2015	8751	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	422	35.89391711	33.92152458	LBN	Lebanon	1	<1Y	ANNUAL	NUMBER	1045	975	932	892	833	748	654	550	463	422	427	472	550	642	705	726	619	2015	726	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	426	28.25362195	-29.58041814	LSO	Lesotho	1	<1Y	ANNUAL	NUMBER	4954	4911	4819	4706	4602	4542	4519	4415	4545	4352	4269	4179	4313	4385	4366	4317	4312	2015	4317	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	428	26.42461876	56.64196636	LVA	Latvia	1	<1Y	ANNUAL	NUMBER	266	265	267	272	268	260	248	235	218	199	180	160	143	128	116	109	131.2	2015	109	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	430	-9.311879038	6.448381009	LBR	Liberia	1	<1Y	ANNUAL	NUMBER	14974	14627	13830	12848	11926	11233	10634	10224	9915	9618	9298	9015	8723	8423	8167	7974	8460.4	2015	7974	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	434	18.0295985	27.04042819	LBY	Libya	1	<1Y	ANNUAL	NUMBER	2913	2864	2798	2707	2602	2507	2432	2352	2271	2180	2070	1994	1797	1659	1528	1418	1679.2	2015	1418	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	440	23.90517807	55.33680309	LTU	Lithuania	1	<1Y	ANNUAL	NUMBER	335	310	289	274	258	246	235	223	212	197	183	165	150	133	119	107	134.8	2015	107	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	442	6.092656563	49.77679538	LUX	Luxembourg	1	<1Y	ANNUAL	NUMBER	21	20	18	17	16	15	14	13	12	11	11	11	10	10	10	10	10.2	2015	10	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	450	46.6982339	-19.38514785	MDG	Madagascar	1	<1Y	ANNUAL	NUMBER	44830	43074	41174	39205	37263	35584	34115	32856	31990	31342	30814	30388	30097	29858	29665	29429	29887.4	2015	29429	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	454	33.4884625	-13.40819859	MWI	Malawi	1	<1Y	ANNUAL	NUMBER	49269	46663	43418	40327	37884	36283	35425	35225	34881	34765	34380	32561	30601	29002	27902	27260	29465.2	2015	27260	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	458	116.8346314	5.452415309	MYS	Malaysia	1	<1Y	ANNUAL	NUMBER	4826	4414	4048	3784	3570	3405	3231	3101	2992	2935	2911	2985	3125	3237	3310	3308	3193	2015	3308	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	462	73.09672546	-0.614385021	MDV	Maldives	1	<1Y	ANNUAL	NUMBER	219	192	171	151	140	122	111	101	93	87	81	75	70	65	61	58	65.8	2015	58	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	466	-3.522016039	17.35311254	MLI	Mali	1	<1Y	ANNUAL	NUMBER	58522	58317	57995	57555	57116	56749	56413	56319	56422	56322	56161	55775	55217	54679	54096	53880	54729.4	2015	53880	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	470	14.44617519	35.89194275	MLT	Malta	1	<1Y	ANNUAL	NUMBER	32	29	26	23	21	20	19	20	21	22	22	22	21	20	19	19	20.2	2015	19	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	474	-60.91544135	14.56086108	MTQ	Martinique	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	478	-10.33187259	20.26089546	MRT	Mauritania	1	<1Y	ANNUAL	NUMBER	7655	7822	8006	8178	8318	8419	8508	8556	8578	8591	8596	8604	8581	8579	8546	8523	8566.6	2015	8523	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	480	57.568022	-20.28581998	MUS	Mauritius	1	<1Y	ANNUAL	NUMBER	276	255	252	262	274	281	276	260	234	208	189	179	174	173	171	167	172.8	2015	167	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	484	-102.5148166	23.93378032	MEX	Mexico	1	<1Y	ANNUAL	NUMBER	54083	50708	47433	44140	41705	39703	38229	37141	36165	35253	33891	32579	31044	29719	28319	26820	29696.2	2015	26820	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	492	7.424214814	43.73532918	MCO	Monaco	1	<1Y	ANNUAL	NUMBER	1	1	1	1	1	1	1	1	1	0	0	1	1	1	2	2	1.4	2015	2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	496	103.0728057	46.83892054	MNG	Mongolia	1	<1Y	ANNUAL	NUMBER	2307	2153	1988	1836	1727	1666	1654	1669	1687	1696	1670	1621	1570	1504	1432	1348	1495	2015	1348	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	<1Y	ANNUAL	NUMBER	1224	1090	962	850	770	720	691	687	694	697	697	686	667	644	618	587	640.4	2015	587	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	499	19.25214024	42.78717043	MNE	Montenegro	1	<1Y	ANNUAL	NUMBER	104	98	94	89	83	78	73	68	62	57	52	46	41	36	33	30	37.2	2015	30	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	500	-62.19261223	16.73558313	MSR	Montserrat	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	504	-6.281942841	31.8440131	MAR	Morocco	1	<1Y	ANNUAL	NUMBER	25596	24118	22957	22082	21383	20873	20516	20245	20062	19903	19654	19263	18868	18428	17823	17043	18285	2015	17043	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	<1Y	ANNUAL	NUMBER	91685	88902	86533	84447	82507	80549	78620	75220	73222	70934	69913	67331	63949	62362	60985	60138	62953	2015	60138	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	512	57.87743482	21.98805614	OMN	Oman	1	<1Y	ANNUAL	NUMBER	786	705	645	606	582	569	570	584	607	646	699	723	758	792	812	804	777.8	2015	804	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	516	17.21907885	-22.13817068	NAM	Namibia	1	<1Y	ANNUAL	NUMBER	2817	2819	2797	2771	2727	2644	2599	2547	2506	2434	2399	2379	2438	2445	2451	2447	2432	2015	2447	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	520	166.92313	-0.528742623	NRU	Nauru	1	<1Y	ANNUAL	NUMBER	6	6	5	6	6	6	6	5	5	5	5	5	5	5	4	4	4.6	2015	4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	524	83.94678863	28.25866332	NPL	Nepal	1	<1Y	ANNUAL	NUMBER	45435	42627	39581	36683	33948	31481	29435	27626	25976	24384	22799	21071	19450	17990	16885	16144	18308	2015	16144	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	528	5.331480568	51.86728884	NLD	Netherlands	1	<1Y	ANNUAL	NUMBER	978	971	970	948	938	913	854	804	733	668	634	612	599	575	586	576	589.6	2015	576	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	531	-68.95033464	12.15058042	CUW	Curaçao	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	533	-69.97050586	12.50878756	ABW	Aruba	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	<1Y	ANNUAL	NUMBER	143	141	139	138	139	143	151	162	173	183	188	187	181	172	163	157	172	2015	157	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	554	170.4755673	-43.98721568	NZL	New Zealand	1	<1Y	ANNUAL	NUMBER	326	316	315	316	314	317	323	335	346	347	342	333	319	309	293	280	306.8	2015	280	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	<1Y	ANNUAL	NUMBER	4444	4201	3958	3749	3556	3395	3268	3168	3071	2977	2878	2753	2614	2484	2360	2251	2492.4	2015	2251	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	562	9.400167877	17.42143036	NER	Niger	1	<1Y	ANNUAL	NUMBER	57822	57579	57133	56422	55600	54822	54067	53388	52844	52502	52273	52166	52316	52711	53439	54226	52971.6	2015	54226	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	566	8.097363256	9.585789025	NGA	Nigeria	1	<1Y	ANNUAL	NUMBER	564728	563456	561640	559958	556786	551799	544082	536041	528031	519884	513166	506889	501384	496561	490812	484368	496002.8	2015	484368	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	570	-169.8601693	-19.05000475	NIU	Niue	1	<1Y	ANNUAL	NUMBER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2015	1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	578	11.47846389	61.34311134	NOR	Norway	1	<1Y	ANNUAL	NUMBER	232	217	203	195	189	180	178	178	179	171	168	161	146	142	134	122	141	2015	122	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	<1Y	ANNUAL	NUMBER	139	132	124	116	108	102	96	91	87	84	81	78	76	74	72	71	74.2	2015	71	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	<1Y	ANNUAL	NUMBER	75	74	71	69	65	63	60	57	54	52	50	49	47	45	43	40	44.8	2015	40	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	585	134.5733878	7.502307591	PLW	Palau	1	<1Y	ANNUAL	NUMBER	6	6	6	7	8	7	7	6	5	4	4	4	4	4	4	4	4	2015	4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	586	68.80479684	29.36491634	PAK	Pakistan	1	<1Y	ANNUAL	NUMBER	387658	377121	364543	352564	344105	341701	346734	356347	367788	377477	382955	382001	376932	369327	359601	350600	367692.2	2015	350600	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	591	-81.26616623	8.450965746	PAN	Panama	1	<1Y	ANNUAL	NUMBER	1599	1552	1489	1421	1361	1320	1308	1304	1305	1302	1287	1259	1221	1178	1141	1097	1179.2	2015	1097	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	<1Y	ANNUAL	NUMBER	10848	10844	10786	10686	10623	10588	10561	10576	10560	10515	10372	10204	9970	9759	9495	9284	9742.4	2015	9284	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	<1Y	ANNUAL	NUMBER	4072	3877	3652	3424	3240	3095	3035	3016	3011	2988	2941	2845	2719	2581	2468	2366	2595.8	2015	2366	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	604	-71.82093277	-13.58939705	PER	Peru	1	<1Y	ANNUAL	NUMBER	18160	16923	15793	14864	13980	13185	12387	11628	10936	10340	9855	9473	9127	8784	8469	8164	8803.4	2015	8164	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	608	120.8601418	14.16591706	PHL	Philippines	1	<1Y	ANNUAL	NUMBER	68529	68492	68347	67956	67176	65963	64231	62137	59972	58060	56575	55434	54691	53910	53319	52300	53930.8	2015	52300	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	616	19.40660158	52.1226733	POL	Poland	1	<1Y	ANNUAL	NUMBER	2878	2598	2462	2385	2348	2405	2417	2444	2498	2371	2267	2096	1968	1815	1709	1629	1843.4	2015	1629	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	620	-7.961599811	39.68509315	PRT	Portugal	1	<1Y	ANNUAL	NUMBER	595	566	520	484	454	419	390	357	343	319	296	287	279	272	257	251	269.2	2015	251	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	<1Y	ANNUAL	NUMBER	5431	5330	5234	5143	5053	4945	4824	4700	4575	4459	4352	4239	4142	4059	3977	3898	4063	2015	3898	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	<1Y	ANNUAL	NUMBER	3408	3116	2857	2612	2369	2140	1942	1757	1617	1561	1597	1738	1943	2149	2290	2324	2088.8	2015	2324	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	634	51.19152467	25.28355379	QAT	Qatar	1	<1Y	ANNUAL	NUMBER	128	121	114	111	113	121	116	119	122	129	136	153	170	186	194	195	179.6	2015	195	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	638	55.53171398	-21.13183266	REU	Réunion	1	<1Y	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_IMRTN	Infant deaths, total (number)	642	24.98481009	45.83893563	ROU	Romania	1	<1Y	ANNUAL	NUMBER	6204	5986	5517	4878	4268	3772	3417	3177	2988	2828	2626	2411	2160	1941	1752	1614	1975.6	2015	1614	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
