series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Location	Units	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	148	18.66618401	15.36279341	TCD	Chad	2	ANNUAL	ALLAREA	PERCENT													54.8									46.7					46.7	2011	46.7		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	148	18.66618401	15.36279341	TCD	Chad	3	ANNUAL	RURAL	PERCENT													58.4									52.5					52.5	2011	52.5		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	152	-71.23029019	-35.2652885	CHL	Chile	1	ANNUAL	URBAN	PERCENT	38.5		32.7		27		22		20.7		19.7			18.5			25.8			22.6		19.9		12.4			16.15	2013	12.4		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	152	-71.23029019	-35.2652885	CHL	Chile	2	ANNUAL	ALLAREA	PERCENT	38.6		32.8		27.7		23.2		21.6		20.2			18.7			29.1			25.3		22.2		14.4			18.3	2013	14.4		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	152	-71.23029019	-35.2652885	CHL	Chile	3	ANNUAL	RURAL	PERCENT	38.8		33.9		31		30.3		27.5		23.7			19.9			51.8			43.6		37.7		27.9			32.8	2013	27.9		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	156	104.1403375	32.30955217	CHN	China	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	156	104.1403375	32.30955217	CHN	China	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	156	104.1403375	32.30955217	CHN	China	3	ANNUAL	RURAL	PERCENT																								8.5	7.2		7.85	2014	7.2		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	URBAN	PERCENT													45.5	44.9	43.7	41.1			37.4	36	33.3	30.3	28.4	26.9	24.6	24.1	26.86	2015	24.1		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	170	-73.07446751	3.888209046	COL	Colombia	2	ANNUAL	ALLAREA	PERCENT													49.7	48	47.4	45			42	40.3	37.2	34.1	32.7	30.6	28.5	27.8	30.74	2015	27.8		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	170	-73.07446751	3.888209046	COL	Colombia	3	ANNUAL	RURAL	PERCENT													61.7	56.8	58.3	56.4			56.6	53.7	49.7	46.1	46.8	42.8	41.4	40.3	43.48	2015	40.3		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	URBAN	PERCENT															34.5													2004	34.5		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	174	43.34234565	-11.66121732	COM	Comoros	2	ANNUAL	ALLAREA	PERCENT															44.8													2004	44.8		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	174	43.34234565	-11.66121732	COM	Comoros	3	ANNUAL	RURAL	PERCENT															48.7													2004	48.7		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	175	45.14015057	-12.82217691	MYT	Mayotte	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	175	45.14015057	-12.82217691	MYT	Mayotte	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	URBAN	PERCENT															43.3													2004	43.3		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	178	15.22052612	-0.840544119	COG	Congo	2	ANNUAL	ALLAREA	PERCENT															50.7							46.5					46.5	2011	46.5		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	178	15.22052612	-0.840544119	COG	Congo	3	ANNUAL	RURAL	PERCENT															65.2							74.8					74.8	2011	74.8		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	URBAN	PERCENT																							61.6				61.6	2012	61.6		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	ANNUAL	ALLAREA	PERCENT																							63.6				63.6	2012	63.6		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	3	ANNUAL	RURAL	PERCENT																							64.9				64.9	2012	64.9		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	URBAN	PERCENT																					19	19.7	18.2	18.2	19.5	19.4	19	2015	19.4		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	2	ANNUAL	ALLAREA	PERCENT																					21.2	21.7	20.6	20.7	22.4	21.7	21.42	2015	21.7		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	3	ANNUAL	RURAL	PERCENT																					27.4	27.1	27.1	27.8	30.3	27.9	28.04	2015	27.9		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	191	17.95874553	45.45172212	HRV	Croatia	2	ANNUAL	ALLAREA	PERCENT																				20.5	21.3	20.5	19.5	19.4			19.8	2013	19.4		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	191	17.95874553	45.45172212	HRV	Croatia	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	192	-79.54460144	22.10030366	CUB	Cuba	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	192	-79.54460144	22.10030366	CUB	Cuba	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	196	33.22285964	35.05659437	CYP	Cyprus	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	196	33.22285964	35.05659437	CYP	Cyprus	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	203	15.33151382	49.73913871	CZE	Czechia	2	ANNUAL	ALLAREA	PERCENT															10.4	9.9	9.6	9	8.6	9	9.8	9.6	8.6	9.7			9.3	2013	9.7		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	203	15.33151382	49.73913871	CZE	Czechia	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	URBAN	PERCENT																	35.4	28.3		29.8		31.4					31.4	2011	31.4		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	204	2.339933594	9.65401646	BEN	Benin	2	ANNUAL	ALLAREA	PERCENT																	37.2	33.3		35.2		36.2					36.2	2011	36.2		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	204	2.339933594	9.65401646	BEN	Benin	3	ANNUAL	RURAL	PERCENT																	38.8	36.1		38.4		39.7					39.7	2011	39.7		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	208	9.326571283	56.03829721	DNK	Denmark	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	208	9.326571283	56.03829721	DNK	Denmark	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	212	-61.3493756	15.43391378	DMA	Dominica	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	212	-61.3493756	15.43391378	DMA	Dominica	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	URBAN	PERCENT											23.7	24.8	24.9	33.9	44.4	42.8	38.8	39.1	38.8	37.9	37.3	36.5	36.8	36.3			36.5333333333333	2013	36.3		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	ANNUAL	ALLAREA	PERCENT											32	32.8	32.7	41.5	50	47.9	44.2	43.6	44.2	42.1	41.6	40.4	40.9	41.1	36.4	32.4	38.24	2015	32.4		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	ANNUAL	RURAL	PERCENT											47.4	47.5	47.2	55.4	60	57	54	51.8	55.2	50.8	50.4	48.4	49.4	51.2			49.6666666666667	2013	51.2		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	URBAN	PERCENT											54.6	45.3		38.8	32.5	31	25.9	24.3	22.6	25	22.5	17.4	16.1	17.6	16.4		16.875	2014	16.4		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	2	ANNUAL	ALLAREA	PERCENT											64.4	54.9		49.9	44.6	42.2	37.6	36.7	35.1	36	32.8	28.6	27.3	25.6	22.5	23.3	25.46	2015	23.3		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	3	ANNUAL	RURAL	PERCENT											82.2	72.4		71.3	68.8	64.3	60.6	61.3	59.7	57.5	53	50.9	49.1	42	35.3		44.325	2014	35.3		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	URBAN	PERCENT																30.9	27.7	29.8	35.7	33.3	33	35.4	29.9	26.2	28.5		30	2014	28.5		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	222	-88.86862995	13.73603564	SLV	El Salvador	2	ANNUAL	ALLAREA	PERCENT																35.2	30.7	34.6	40	37.8	36.5	40.6	34.5	29.6	31.8		34.125	2014	31.8		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	222	-88.86862995	13.73603564	SLV	El Salvador	3	ANNUAL	RURAL	PERCENT																42.4	35.8	43.8	49	46.5	43.2	50.2	43.3	36	37.9		41.85	2014	37.9		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	URBAN	PERCENT																	31.5											2006	31.5		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	ANNUAL	ALLAREA	PERCENT																	76.8											2006	76.8		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	ANNUAL	RURAL	PERCENT																	79.9											2006	79.9		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	URBAN	PERCENT						33.2				36.9					35.1						25.7							2010	25.7		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	231	39.63505296	8.631223181	ETH	Ethiopia	2	ANNUAL	ALLAREA	PERCENT						45.5				44.2					38.9						29.6							2010	29.6		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	231	39.63505296	8.631223181	ETH	Ethiopia	3	ANNUAL	RURAL	PERCENT						47.5				45.4					39.3						30.4							2010	30.4		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	URBAN	PERCENT				62																								1993	62		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	232	38.11074289	16.12894644	ERI	Eritrea	2	ANNUAL	ALLAREA	PERCENT				69																								1993	69		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	232	38.11074289	16.12894644	ERI	Eritrea	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	233	25.84093481	58.68487172	EST	Estonia	2	ANNUAL	ALLAREA	PERCENT																								21.8			21.8	2013	21.8		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	233	25.84093481	58.68487172	EST	Estonia	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	URBAN	PERCENT													34.5						26.2									2008	26.2		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	242	177.9660884	-17.83301566	FJI	Fiji	2	ANNUAL	ALLAREA	PERCENT													39.8						35.2									2008	35.2		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	242	177.9660884	-17.83301566	FJI	Fiji	3	ANNUAL	RURAL	PERCENT													44.6						44									2008	44		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	246	23.308447	61.91586738	FIN	Finland	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	246	23.308447	61.91586738	FIN	Finland	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	248	19.80945969	60.1544901	ALA	Åland Islands	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	248	19.80945969	60.1544901	ALA	Åland Islands	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	250	2.457288129	46.62660861	FRA	France	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	250	2.457288129	46.62660861	FRA	France	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	254	-53.23619089	3.922673437	GUF	French Guiana	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	254	-53.23619089	3.922673437	GUF	French Guiana	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	URBAN	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	262	42.18274707	11.56004161	DJI	Djibouti	2	ANNUAL	ALLAREA	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	262	42.18274707	11.56004161	DJI	Djibouti	3	ANNUAL	RURAL	PERCENT																															
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	URBAN	PERCENT																29.8												2005	29.8		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	266	11.78727747	-0.60687619	GAB	Gabon	2	ANNUAL	ALLAREA	PERCENT																32.7												2005	32.7		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	266	11.78727747	-0.60687619	GAB	Gabon	3	ANNUAL	RURAL	PERCENT																44.6												2005	44.6		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	URBAN	PERCENT																		16.2	13.4	14.2	17.1	13.3	10.5				11.9	2012	10.5		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	268	43.3713615	42.04813028	GEO	Georgia	2	ANNUAL	ALLAREA	PERCENT																		20.1	17.7	17.4	21	17.7	14.8				16.25	2012	14.8		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	268	43.3713615	42.04813028	GEO	Georgia	3	ANNUAL	RURAL	PERCENT																		24.2	21.9	20.6	24.7	21.9	18.8				20.35	2012	18.8		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	URBAN	PERCENT																					32.7							2010	32.7		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	270	-15.39944785	13.45295927	GMB	Gambia	2	ANNUAL	ALLAREA	PERCENT																					48.4							2010	48.4		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	270	-15.39944785	13.45295927	GMB	Gambia	3	ANNUAL	RURAL	PERCENT																					73.9							2010	73.9		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	URBAN	PERCENT														32		24.9	29.3			26.2	25.8	26.1					26.1	2011	26.1		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	275	35.25694122	31.94347933	PSE	State of Palestine	2	ANNUAL	ALLAREA	PERCENT														35.5	25.6	29.5	30.8	31.2		26.2	25.7	25.8					25.8	2011	25.8		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	275	35.25694122	31.94347933	PSE	State of Palestine	3	ANNUAL	RURAL	PERCENT														38.5		32.5	29.5			26.6	21.9	19.4					19.4	2011	19.4		CA
2017.Q2.G.01	SI_POV_NAHC	Proportion of population living below the national poverty line, total and by rural/urban (%)	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	URBAN	PERCENT																															
