series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	242	177.9660884	-17.83301566	FJI	Fiji	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	13.9	13.7	13.5	13.2	12.9	12.5	11.8	11.1	10.7	10.4	10.3	10.3	10.2	10	9.8	9.6	9.98	2015	9.6	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	246	23.308447	61.91586738	FIN	Finland	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	2.5	2.4	2.3	2.2	2.2	2.1	2	2	1.9	1.8	1.7	1.6	1.5	1.4	1.3	1.3	1.42	2015	1.3	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	248	19.80945969	60.1544901	ALA	Åland Islands	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	250	2.457288129	46.62660861	FRA	France	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	2.8	2.7	2.7	2.6	2.5	2.4	2.3	2.3	2.3	2.3	2.3	2.2	2.2	2.3	2.3	2.2	2.24	2015	2.2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	254	-53.23619089	3.922673437	GUF	French Guiana	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	262	42.18274707	11.56004161	DJI	Djibouti	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	44.1	43.6	43	42.3	41.7	41.1	40.4	39.7	39	38.2	37.4	36.7	35.9	35.2	34.2	33.4	35.08	2015	33.4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	266	11.78727747	-0.60687619	GAB	Gabon	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	29.8	29.6	29.3	28.8	28.5	28.2	27.8	27.4	27	26.4	25.9	25.3	24.7	24.2	23.8	23.2	24.24	2015	23.2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	268	43.3713615	42.04813028	GEO	Georgia	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	21	20	18.7	17.4	16.1	14.8	13.7	12.6	11.6	10.8	10	9.3	8.7	8.2	7.6	7.2	8.2	2015	7.2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	270	-15.39944785	13.45295927	GMB	Gambia	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	41.7	40.6	39.9	39.1	38.4	37.3	36.2	35.3	34.6	33.9	33.2	32.7	32.1	31.4	30.7	29.9	31.36	2015	29.9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	275	35.25694122	31.94347933	PSE	State of Palestine	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	16.4	16.1	15.8	15.6	15.3	14.9	14.5	14.2	13.9	13.6	13.4	13.1	12.8	12.4	12.1	11.8	12.44	2015	11.8	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	276	10.3806066	51.08862743	DEU	Germany	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	2.8	2.7	2.7	2.7	2.6	2.6	2.6	2.5	2.4	2.4	2.3	2.3	2.3	2.2	2.2	2.1	2.22	2015	2.1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	288	-1.205623522	7.964825185	GHA	Ghana	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	36.4	35.7	34.9	34.4	33.9	33.6	33.4	33.1	32.8	32.4	31.9	31.2	30.5	29.7	29	28.3	29.74	2015	28.3	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	296	-157.5643005	1.768837732	KIR	Kiribati	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	28.9	28.2	27.5	26.9	26.5	26.2	26	26	26	25.9	25.7	25.3	24.9	24.6	24.1	23.7	24.52	2015	23.7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	300	22.58307827	39.47301873	GRC	Greece	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	5.6	5.1	4.7	4.3	3.9	3.6	3.4	3.2	3.1	3.1	3	3	3	3	3	2.9	2.98	2015	2.9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	304	-41.39371316	74.75625681	GRL	Greenland	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	308	-61.68248568	12.11238395	GRD	Grenada	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	7.7	7.6	7.5	7.5	7.4	7.3	7.2	7.1	7	6.9	6.8	6.7	6.5	6.4	6.2	6	6.36	2015	6	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	316	144.7029305	13.35485404	GUM	Guam	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	320	-91.2312746	15.00273719	GTM	Guatemala	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	21	20.3	19.6	19.1	18.5	17.9	17.5	17	16.6	16.2	15.8	15.3	14.8	14.3	13.8	13.4	14.32	2015	13.4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	324	-11.28173419	11.00210343	GIN	Guinea	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	48.3	46.1	44.5	43.3	42.1	40.9	39.4	37.7	36.4	35.3	34.6	33.9	33.2	32.6	31.8	31.3	32.56	2015	31.3	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	328	-58.97322037	4.788012784	GUY	Guyana	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	26	25.5	25.1	24.8	24.6	24.4	24.2	24.1	24.1	24	23.9	23.8	23.7	23.5	23.2	22.8	23.4	2015	22.8	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	332	-72.33640958	18.40426539	HTI	Haiti	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	30.6	30.3	30.2	30.2	30.1	29.8	29.4	29	28.5	28.1	29.9	27.3	26.9	26.5	26	25.4	26.42	2015	25.4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	336	12.45315803	41.90343751	VAT	Holy See	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	340	-86.59974381	14.82243161	HND	Honduras	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	17.6	17.3	17	16.5	16.1	15.7	15.3	14.8	14.3	13.7	13.1	12.6	12.2	11.8	11.4	11	11.8	2015	11	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	348	19.41221519	47.1651448	HUN	Hungary	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	7	6.6	6.1	5.7	5.3	5	4.8	4.6	4.4	4.2	4	3.9	3.8	3.7	3.6	3.5	3.7	2015	3.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	352	-19.02116966	64.79134763	ISL	Iceland	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	2.1	2	1.8	1.7	1.6	1.5	1.4	1.3	1.3	1.2	1.2	1.1	1.1	1	1	0.9	1.02	2015	0.9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	356	79.3608464	22.34642074	IND	India	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	45.1	43.7	42.3	40.9	39.5	38.3	37.1	36	34.9	33.8	32.7	31.6	30.6	29.5	28.6	27.7	29.6	2015	27.7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	360	113.9174	-0.994582204	IDN	Indonesia	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	22.3	21.6	20.9	20.3	19.8	19.2	18.6	18.1	17.6	17.1	16.4	15.7	15.1	14.5	14	13.5	14.56	2015	13.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	19.2	18.4	17.5	16.8	16	15.3	14.6	13.9	13.1	12.4	11.7	11.2	10.7	10.2	9.8	9.5	10.28	2015	9.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	368	43.76606267	33.05013795	IRQ	Iraq	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	24.3	24	23.7	23.4	23	22.6	22.3	21.9	21.5	21.1	20.7	20.4	20	19.5	19	18.4	19.46	2015	18.4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	372	-7.121425272	53.25274054	IRL	Ireland	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	4	3.9	3.7	3.5	3.2	3	2.8	2.6	2.5	2.5	2.5	2.5	2.5	2.4	2.3	2.3	2.4	2015	2.3	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	376	34.62277992	31.06164552	ISR	Israel	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	3.6	3.5	3.3	3.2	2.9	2.7	2.5	2.5	2.4	2.4	2.4	2.4	2.3	2.3	2.2	2.1	2.26	2015	2.1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	380	12.57022427	42.79917282	ITA	Italy	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	3.4	3.2	3.1	2.9	2.8	2.7	2.6	2.5	2.5	2.5	2.4	2.4	2.3	2.2	2.1	2.1	2.22	2015	2.1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	49.9	49.3	48.7	47.9	47.1	46.1	45.2	44.2	43.4	42.6	41.8	41	40.2	39.4	38.6	37.9	39.42	2015	37.9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	388	-77.31068409	18.15616857	JAM	Jamaica	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	17	16.5	16	15.5	15.1	14.7	14.5	14.3	14	13.7	13.5	13.1	12.7	12.4	12	11.6	12.36	2015	11.6	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	392	139.2716103	36.6554539	JPN	Japan	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	1.8	1.7	1.7	1.6	1.5	1.4	1.3	1.3	1.2	1.2	1.1	1	1	1	1	0.9	0.98	2015	0.9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	20.1	19.4	18.6	17.9	17.2	16.2	15.1	14	12.9	11.8	10.7	9.8	8.9	8.1	7.5	7	8.26	2015	7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	400	37.13024774	30.65365973	JOR	Jordan	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	16.6	16.3	15.9	15.4	15	14.5	14.1	13.6	13.3	12.9	12.5	12.1	11.7	11.3	11	10.6	11.34	2015	10.6	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	404	37.86096816	0.534797278	KEN	Kenya	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	29.1	29.3	29.3	29.3	29.2	29	28.5	28	27.3	26.6	25.9	25.1	24.3	23.6	22.9	22.2	23.62	2015	22.2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	27.3	24.8	22.3	20.2	18.7	17.7	17.4	17.4	17.5	17.3	16.9	16.2	15.5	14.8	14.1	13.5	14.82	2015	13.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	2.4	2.7	2.9	2.9	2.7	2.5	2.2	2	1.9	1.8	1.7	1.7	1.7	1.7	1.7	1.6	1.68	2015	1.6	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	414	47.49305029	29.53949468	KWT	Kuwait	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	6.5	6.4	6.2	6	5.9	5.9	5.8	5.7	5.4	5.1	4.6	4.2	3.8	3.6	3.4	3.2	3.64	2015	3.2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	21.8	21.2	20.7	20.3	20	19.8	19.5	19	18.4	17.3	16.1	14.8	13.7	12.8	12.1	11.5	12.98	2015	11.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	43.3	42.3	41.4	40.3	39.3	38.3	37.2	36.3	35.3	34.5	33.6	32.7	32	31.3	30.7	30.1	31.36	2015	30.1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	422	35.89391711	33.92152458	LBN	Lebanon	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	11.8	11.2	10.4	9.7	9	8.3	7.6	7.1	6.6	6.2	5.9	5.6	5.4	5.2	5	4.8	5.2	2015	4.8	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	426	28.25362195	-29.58041814	LSO	Lesotho	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	37.7	37	36.4	35.9	35.5	35.2	34.8	34.7	34.7	34.7	34.8	34.7	34.3	33.9	33.4	32.7	33.8	2015	32.7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	428	26.42461876	56.64196636	LVA	Latvia	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	10.4	9.7	9.1	8.6	8.2	7.9	7.5	7.2	6.9	6.6	6.3	6	5.8	5.6	5.4	5.2	5.6	2015	5.2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	430	-9.311879038	6.448381009	LBR	Liberia	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	43.7	41.7	39.7	37.9	36.2	34.5	32.9	31.3	29.9	28.6	27.6	26.8	26	25.3	24.7	24.1	25.38	2015	24.1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	434	18.0295985	27.04042819	LBY	Libya	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	15.1	14.7	14.2	13.7	13.1	12.4	11.7	10.8	10.1	9.5	8.9	8.5	8.1	7.8	7.5	7.2	7.82	2015	7.2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	440	23.90517807	55.33680309	LTU	Lithuania	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	5.5	5.3	5.2	5.2	5.2	5.1	4.8	4.4	4.1	3.7	3.4	3.2	2.9	2.7	2.6	2.5	2.78	2015	2.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	442	6.092656563	49.77679538	LUX	Luxembourg	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	2.4	2.3	2.2	2	1.9	1.8	1.6	1.5	1.4	1.3	1.2	1.1	1.1	1	1	0.9	1.02	2015	0.9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	450	46.6982339	-19.38514785	MDG	Madagascar	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	31.7	30.6	29.5	28.4	27.4	26.4	25.5	24.6	23.7	22.9	22.3	21.7	21.1	20.5	20.1	19.7	20.62	2015	19.7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	454	33.4884625	-13.40819859	MWI	Malawi	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	35.8	33.7	31.7	30	28.6	27.7	27	26.7	26.5	26.2	25.7	24.9	24	23.2	22.4	21.8	23.26	2015	21.8	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	458	116.8346314	5.452415309	MYS	Malaysia	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	5.3	4.9	4.6	4.4	4.3	4.2	4.2	4.3	4.4	4.3	4.3	4.2	4.1	4.1	4	3.9	4.06	2015	3.9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	462	73.09672546	-0.614385021	MDV	Maldives	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	25.7	23.2	20.8	18.1	15.7	13.6	11.8	10.4	9.2	8.2	7.4	6.7	6.1	5.6	5.2	4.9	5.7	2015	4.9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	466	-3.522016039	17.35311254	MLI	Mali	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	56.8	54.4	52.3	50.6	49.2	47.7	46.4	45.1	43.9	43	42.1	41.1	40.2	39.4	38.6	37.8	39.42	2015	37.8	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	470	14.44617519	35.89194275	MLT	Malta	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	5.2	5	4.9	4.8	4.7	4.7	4.6	4.6	4.6	4.6	4.6	4.5	4.5	4.5	4.4	4.4	4.46	2015	4.4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	474	-60.91544135	14.56086108	MTQ	Martinique	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	478	-10.33187259	20.26089546	MRT	Mauritania	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	43	42.7	42.6	42.5	42.4	42.1	41.8	41.1	40.5	39.9	39.1	38.3	37.7	36.9	36.3	35.7	36.98	2015	35.7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	480	57.568022	-20.28581998	MUS	Mauritius	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	12.3	11	10.2	9.9	9.8	9.9	10	9.9	9.6	9.3	9.1	9.1	9	8.9	8.7	8.4	8.82	2015	8.4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	484	-102.5148166	23.93378032	MEX	Mexico	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	10.1	9.3	8.6	8.1	7.9	7.8	7.5	6.9	6.6	6.9	7.7	8.2	8.1	7.7	7.4	7	7.68	2015	7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	492	7.424214814	43.73532918	MCO	Monaco	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	2.8	2.7	2.6	2.5	2.5	2.4	2.4	2.3	2.3	2.2	2.2	2.1	2.1	2	2	1.9	2.02	2015	1.9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	496	103.0728057	46.83892054	MNG	Mongolia	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	25.7	24.6	23.5	22.3	21.2	20.1	19.2	18.2	17.2	16	14.9	13.9	13	12.3	11.7	11.1	12.4	2015	11.1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	20.7	18.9	17.1	15.6	14.5	13.8	13.3	13.2	13.1	13	12.9	12.8	12.6	12.4	12.1	11.9	12.36	2015	11.9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate, total (deaths per 1,000 live births)	499	19.25214024	42.78717043	MNE	Montenegro	1	<1M	ANNUAL	PER_1000_LIVE_BIRTHS	9	8.7	8.3	7.8	7.4	6.8	6.4	5.9	5.4	5	4.5	4.1	3.8	3.5	3.3	3.1	3.56	2015	3.1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
