series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Sex	Units	2004	2005	2006	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	178	15.22052612	-0.840544119	COG	Congo	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	178	15.22052612	-0.840544119	COG	Congo	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	184	-159.7711391	-21.22696458	COK	Cook Islands	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	184	-159.7711391	-21.22696458	COK	Cook Islands	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	BOTHSEX	PERCENT		48.29		44.88	43.76	33.8	33.61	32.15	30.7	42.88	43.23	36.514	2015	43.23	ILOSTAT - LFS - Encuesta Continua de Empleo	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	188	-84.19712782	9.970998683	CRI	Costa Rica	2	ANNUAL	FEMALE	PERCENT		51.33		46.6	45.97	38.74	38.83	36.3	35.95	47.56	47.79	41.286	2015	47.79	ILOSTAT - LFS - Encuesta Continua de Empleo	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	188	-84.19712782	9.970998683	CRI	Costa Rica	3	ANNUAL	MALE	PERCENT		46.31		43.7	42.25	30.26	29.78	29.18	26.82	39.46	40	33.048	2015	40	ILOSTAT - LFS - Encuesta Continua de Empleo	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	191	17.95874553	45.45172212	HRV	Croatia	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	191	17.95874553	45.45172212	HRV	Croatia	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	192	-79.54460144	22.10030366	CUB	Cuba	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	192	-79.54460144	22.10030366	CUB	Cuba	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	196	33.22285964	35.05659437	CYP	Cyprus	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	196	33.22285964	35.05659437	CYP	Cyprus	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	203	15.33151382	49.73913871	CZE	Czechia	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	203	15.33151382	49.73913871	CZE	Czechia	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	204	2.339933594	9.65401646	BEN	Benin	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	204	2.339933594	9.65401646	BEN	Benin	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	208	9.326571283	56.03829721	DNK	Denmark	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	208	9.326571283	56.03829721	DNK	Denmark	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	212	-61.3493756	15.43391378	DMA	Dominica	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	212	-61.3493756	15.43391378	DMA	Dominica	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	BOTHSEX	PERCENT				51.56	48.53	47.94	50	51.53	51.41		49.5	50.61	2015	49.5	ILOSTAT - LFS - Encuesta Nacional de Fuerza de Trabajo	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	ANNUAL	FEMALE	PERCENT				54.79	51.39	50.87	51.98	52.86	53.31		48.6	51.6875	2015	48.6	ILOSTAT - LFS - Encuesta Nacional de Fuerza de Trabajo	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	ANNUAL	MALE	PERCENT				49.4	46.69	45.95	48.62	50.58	50.09		50.1	49.8475	2015	50.1	ILOSTAT - LFS - Encuesta Nacional de Fuerza de Trabajo	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	BOTHSEX	PERCENT		65.7		63.68	60.91	56.44							2010	56.44	ILOSTAT - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	218	-78.37005241	-1.447785891	ECU	Ecuador	2	ANNUAL	FEMALE	PERCENT		67.45		67.32	63.69	57.8							2010	57.8	ILOSTAT - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	218	-78.37005241	-1.447785891	ECU	Ecuador	3	ANNUAL	MALE	PERCENT		64.44		60.92	58.8	55.42							2010	55.42	ILOSTAT - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	BOTHSEX	PERCENT		66.42		63.62	66.4	65.84	65.65	66.08	65.39			65.7066666666667	2013	65.39	ILOSTAT - HS - Encuesta de Hogares de Propósitos Múltiples	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	222	-88.86862995	13.73603564	SLV	El Salvador	2	ANNUAL	FEMALE	PERCENT		70.97		69.32	72.47	71.83	71.72	72.21	72.06			71.9966666666667	2013	72.06	ILOSTAT - HS - Encuesta de Hogares de Propósitos Múltiples	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	222	-88.86862995	13.73603564	SLV	El Salvador	3	ANNUAL	MALE	PERCENT		61.94		58.13	60.05	59.75	59.69	59.92	58.59			59.4	2013	58.59	ILOSTAT - HS - Encuesta de Hogares de Propósitos Múltiples	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	231	39.63505296	8.631223181	ETH	Ethiopia	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	231	39.63505296	8.631223181	ETH	Ethiopia	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	232	38.11074289	16.12894644	ERI	Eritrea	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	232	38.11074289	16.12894644	ERI	Eritrea	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	233	25.84093481	58.68487172	EST	Estonia	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	233	25.84093481	58.68487172	EST	Estonia	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	242	177.9660884	-17.83301566	FJI	Fiji	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	242	177.9660884	-17.83301566	FJI	Fiji	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	246	23.308447	61.91586738	FIN	Finland	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	246	23.308447	61.91586738	FIN	Finland	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	248	19.80945969	60.1544901	ALA	Åland Islands	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	248	19.80945969	60.1544901	ALA	Åland Islands	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	250	2.457288129	46.62660861	FRA	France	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	250	2.457288129	46.62660861	FRA	France	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	254	-53.23619089	3.922673437	GUF	French Guiana	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	254	-53.23619089	3.922673437	GUF	French Guiana	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	258	-149.4052367	-17.67709294	PYF	French Polynesia	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	260	69.64849091	-49.6068576	ATF	French Southern Territories	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	262	42.18274707	11.56004161	DJI	Djibouti	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	262	42.18274707	11.56004161	DJI	Djibouti	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	266	11.78727747	-0.60687619	GAB	Gabon	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	266	11.78727747	-0.60687619	GAB	Gabon	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	268	43.3713615	42.04813028	GEO	Georgia	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	268	43.3713615	42.04813028	GEO	Georgia	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	270	-15.39944785	13.45295927	GMB	Gambia	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	270	-15.39944785	13.45295927	GMB	Gambia	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	BOTHSEX	PERCENT						57.16	50.14	50.94	51.87	51.47		51.105	2014	51.47	ILOSTAT - LFS - Palestinian labour force survey	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	275	35.25694122	31.94347933	PSE	State of Palestine	2	ANNUAL	FEMALE	PERCENT						42	40.39	39.68	42.24	46.23		42.135	2014	46.23	ILOSTAT - LFS - Palestinian labour force survey	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	275	35.25694122	31.94347933	PSE	State of Palestine	3	ANNUAL	MALE	PERCENT						59.89	51.91	52.9	53.53	52.44		52.695	2014	52.44	ILOSTAT - LFS - Palestinian labour force survey	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	276	10.3806066	51.08862743	DEU	Germany	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	276	10.3806066	51.08862743	DEU	Germany	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	288	-1.205623522	7.964825185	GHA	Ghana	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	288	-1.205623522	7.964825185	GHA	Ghana	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	292	-5.347561686	36.13895036	GIB	Gibraltar	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	292	-5.347561686	36.13895036	GIB	Gibraltar	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	296	-157.5643005	1.768837732	KIR	Kiribati	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	296	-157.5643005	1.768837732	KIR	Kiribati	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	BOTHSEX	PERCENT											3.3	3.3	2015	3.3	ILOSTAT - LFS - Labour Force Survey	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	300	22.58307827	39.47301873	GRC	Greece	2	ANNUAL	FEMALE	PERCENT											3.64	3.64	2015	3.64	ILOSTAT - LFS - Labour Force Survey	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	300	22.58307827	39.47301873	GRC	Greece	3	ANNUAL	MALE	PERCENT											3.06	3.06	2015	3.06	ILOSTAT - LFS - Labour Force Survey	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	304	-41.39371316	74.75625681	GRL	Greenland	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	304	-41.39371316	74.75625681	GRL	Greenland	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	308	-61.68248568	12.11238395	GRD	Grenada	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	308	-61.68248568	12.11238395	GRD	Grenada	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	312	-61.64762115	16.14416917	GLP	Guadeloupe	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	312	-61.64762115	16.14416917	GLP	Guadeloupe	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	316	144.7029305	13.35485404	GUM	Guam	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	316	144.7029305	13.35485404	GUM	Guam	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	BOTHSEX	PERCENT						75.07	74.6	76.81	74.36			75.2566666666667	2013	74.36	ILOSTAT - LFS - Encuesta Nacional de Empleo e Ingresos	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	320	-91.2312746	15.00273719	GTM	Guatemala	2	ANNUAL	FEMALE	PERCENT						80.34	79.88	82.16	78.44			80.16	2013	78.44	ILOSTAT - LFS - Encuesta Nacional de Empleo e Ingresos	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	320	-91.2312746	15.00273719	GTM	Guatemala	3	ANNUAL	MALE	PERCENT						70.41	70.25	71.98	70.86			71.03	2013	70.86	ILOSTAT - LFS - Encuesta Nacional de Empleo e Ingresos	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	324	-11.28173419	11.00210343	GIN	Guinea	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	324	-11.28173419	11.00210343	GIN	Guinea	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	328	-58.97322037	4.788012784	GUY	Guyana	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	328	-58.97322037	4.788012784	GUY	Guyana	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	332	-72.33640958	18.40426539	HTI	Haiti	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	332	-72.33640958	18.40426539	HTI	Haiti	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	336	12.45315803	41.90343751	VAT	Holy See	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	336	12.45315803	41.90343751	VAT	Holy See	3	ANNUAL	MALE	PERCENT																
