series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	372	-7.121425272	53.25274054	IRL	Ireland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	87	90	88.5	2015	90	Commission for Communications Regulation
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	376	34.62277992	31.06164552	ISR	Israel	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	60	60	60	2015	60	Ministry of Communications
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	380	12.57022427	42.79917282	ITA	Italy	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	90	93	91.5	2015	93	Ministry of Economic Development
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	27.27	33	30.135	2015	33	Autorité de Régulation des Télécommunications/TIC
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	388	-77.31068409	18.15616857	JAM	Jamaica	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	392	139.2716103	36.6554539	JPN	Japan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	99	99	99	2015	99	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	43.3	65.5	54.4	2015	65.5	The Committee for Communication, informatization and information of the Ministry for Investment and Development of the Republic of Kazakhstan
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	400	37.13024774	30.65365973	JOR	Jordan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	80	80	80	2015	80	Telecommunications Regulatory Commission
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	404	37.86096816	0.534797278	KEN	Kenya	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	7	3.5	2015	7	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	99	99	99	2015	99	Ministry of Science, ICT and Future Planning
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	414	47.49305029	29.53949468	KWT	Kuwait	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	99	96.6	97.8	2015	96.6	Communication and Information Technology Regulatory Authority
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.5	1.6	1.05	2015	1.6	State Communications Agency under the Governmet of the Kyrgyz Republic
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	2	5	3.5	2015	5	Ministry of Post and Telecommunication
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	422	35.89391711	33.92152458	LBN	Lebanon	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	55	48	51.5	2015	48	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	426	28.25362195	-29.58041814	LSO	Lesotho	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	62.7	70	66.35	2015	70	Lesotho Communications Authority
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	428	26.42461876	56.64196636	LVA	Latvia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	75	90	82.5	2015	90	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	430	-9.311879038	6.448381009	LBR	Liberia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	434	18.0295985	27.04042819	LBY	Libya	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	96	48	2015	96	Office for Communications
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	440	23.90517807	55.33680309	LTU	Lithuania	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	80	91	85.5	2015	91	Communications Regulatory Authority of the Republic of Lithuania
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	442	6.092656563	49.77679538	LUX	Luxembourg	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	93	96	94.5	2015	96	Institut Luxembourgeois de Régulation
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	95	99	97	2015	99	Bureau of Telecommunications Regulation
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	450	46.6982339	-19.38514785	MDG	Madagascar	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP		21	21	2015	21	Autorité de Régulation des Technologies de Communication
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	454	33.4884625	-13.40819859	MWI	Malawi	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	6	3	2015	6	Malawi Communications Regulatory Authority
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	458	116.8346314	5.452415309	MYS	Malaysia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	33	71	52	2015	71	Malaysian Communications and Multimedia Commission
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	462	73.09672546	-0.614385021	MDV	Maldives	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	44	58	51	2015	58	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	466	-3.522016039	17.35311254	MLI	Mali	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	470	14.44617519	35.89194275	MLT	Malta	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP		100	100	2015	100	Malta Communications Authority
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	474	-60.91544135	14.56086108	MTQ	Martinique	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	478	-10.33187259	20.26089546	MRT	Mauritania	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	480	57.568022	-20.28581998	MUS	Mauritius	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	60	35.3	47.65	2015	35.3	Information and Communication Technologies Authority of Mauritius
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	484	-102.5148166	23.93378032	MEX	Mexico	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	30	58	44	2015	58	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	492	7.424214814	43.73532918	MCO	Monaco	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	45	100	72.5	2015	100	Direction des Communications Electroniques
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	496	103.0728057	46.83892054	MNG	Mongolia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP		90	90	2015	90	Communications Regulatory Commission of Mongolia
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	33	84	58.5	2015	84	National Regulatory Agency for Electronic Communications and Information Technology
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	499	19.25214024	42.78717043	MNE	Montenegro	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	62	65	63.5	2015	65	Agency for Electronic Communications and Postal Services
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	500	-62.19261223	16.73558313	MSR	Montserrat	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	504	-6.281942841	31.8440131	MAR	Morocco	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	45.44	22.72	2015	45.44	Agence Nationale de Réglementation des Télécommunications
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	512	57.87743482	21.98805614	OMN	Oman	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	76	86	81	2015	86	Telecommunication Regulatory Authority
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	516	17.21907885	-22.13817068	NAM	Namibia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	40	40	40	2015	40	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	520	166.92313	-0.528742623	NRU	Nauru	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	524	83.94678863	28.25866332	NPL	Nepal	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	Nepal Telecommunications Authority
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	528	5.331480568	51.86728884	NLD	Netherlands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	99	99	99	2015	99	Authority for Consumers and Markets
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	531	-68.95033464	12.15058042	CUW	Curaçao	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	533	-69.97050586	12.50878756	ABW	Aruba	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	21.44	41	31.22	2015	41	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	79.5	39.75	2015	79.5	Office des Postes et Télécommunications
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP		18	18	2015	18	Office of the Telecommunications & Radiocommunications Regulator
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	554	170.4755673	-43.98721568	NZL	New Zealand	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	50	88	69	2015	88	Ministry of Business, Innovation and Employment
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	558	-85.03060315	12.84210839	NIC	Nicaragua	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP		4	4	2015	4	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	562	9.400167877	17.42143036	NER	Niger	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	566	8.097363256	9.585789025	NGA	Nigeria	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	20	35	27.5	2015	35	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	570	-169.8601693	-19.05000475	NIU	Niue	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	578	11.47846389	61.34311134	NOR	Norway	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	85	99	92	2015	99	Norwegian Communications Authority
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	10	25	17.5	2015	25	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	584	171.0839119	7.110213497	MHL	Marshall Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	40	65	52.5	2015	65	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	585	134.5733878	7.502307591	PLW	Palau	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	586	68.80479684	29.36491634	PAK	Pakistan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	7	16	11.5	2015	16	Pakistan Telecommunication Authority
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	591	-81.26616623	8.450965746	PAN	Panama	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	10	5	2015	10	Autoridad Nacional de los Servicios Públicos (ASEP)
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	7	35	21	2015	35	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	600	-60.54854225	-21.70216237	PRY	Paraguay	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	40	65	52.5	2015	65	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	604	-71.82093277	-13.58939705	PER	Peru	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	35	70.12	52.56	2015	70.12	Ministerio de Transportes y Comunicaciones
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	608	120.8601418	14.16591706	PHL	Philippines	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	48	39	43.5	2015	39	ICTO
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	616	19.40660158	52.1226733	POL	Poland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	80	100	90	2015	100	Office of Electronic Communications
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	620	-7.961599811	39.68509315	PRT	Portugal	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	95	94.3	94.65	2015	94.3	Autoridade Nacional de Comunicaçoes
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	Autoridade Reguladora Nacional das TIC
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP		75	75	2015	75	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	634	51.19152467	25.28355379	QAT	Qatar	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	58	63	60.5	2015	63	Ministry of Transport and Communications
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	638	55.53171398	-21.13183266	REU	Réunion	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	642	24.98481009	45.83893563	ROU	Romania	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	68	72	70	2015	72	National Authority for Management and Regulation in Communications of Romania
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	643	99.01404926	61.61899849	RUS	Russian Federation	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	50	50	50	2015	50	Ministry of Telecom and Mass Communications of the Russian Federation
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	646	29.92310194	-1.999842114	RWA	Rwanda	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	8	20	14	2015	20	Rwanda Utilities Regulatory Authority (RURA)
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP		90	90	2015	90	Sure South Atlantic Ltd.
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	660	-63.05651612	18.21525315	AIA	Anguilla	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	674	12.46329038	43.93841766	SMR	San Marino	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP		10	10	2015	10	TELECOMMUNICATION SECTOR- Department of Economy
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	82	85	83.5	2015	85	Communication and Information Technology Commission
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	686	-14.46636926	14.35920905	SEN	Senegal	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	688	20.805876	44.03145697	SRB	Serbia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	56.74	28.37	2015	56.74	Regulatory  Agency for Electronic Communications and Postal Services (RATEL)
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	690	55.46561591	-4.678053059	SYC	Seychelles	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	702	103.8107883	1.361009155	SGP	Singapore	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	99	100	99.5	2015	100	Infocomm Development Authority of Singapore
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	703	19.48495604	48.70741446	SVK	Slovakia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	52	75	63.5	2015	75	Ministry of Transport, Construction and Regional Development of the Slovak Republic
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	704	105.802499	10.09643079	VNM	Viet Nam	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	2015	0	ITU estimate
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	705	14.82209486	46.11958061	SVN	Slovenia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	89.7	97.7	93.7	2015	97.7	Agency for Communication Networks and Services of the Republic of Slovenia
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	706	46.20367477	4.406485729	SOM	Somalia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	50		50	2014	50	Ministry of Posts and Telecommunications
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	710	24.67184355	-29.99957544	ZAF	South Africa	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	34	54	44	2015	54	Independent Communications Authority of South Africa
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	2	11	6.5	2015	11	Postal and Telecommunications Regulatory Authority
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	724	-3.554078296	40.39211472	ESP	Spain	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	75	91.3	83.15	2015	91.3	Comisión Nacional de los Mercados y la Competencia
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	728	30.32618773	7.290839152	SSD	South Sudan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP		0	0	2015	0	Ministry of Telecommunications & Postal Services
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
2017.Q2.G.01	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	736	29.95650159	16.02643066	SDN	Sudan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP						
