geoAreaCode	years	Age	Freq	Units	sliceId	series.release	series.code	series.description	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source
214	2002	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-70.49847576	18.89832088	65	DOM	Dominican Republic	8313	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
214	2003	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-70.49847576	18.89832088	65	DOM	Dominican Republic	8307	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
214	2004	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-70.49847576	18.89832088	65	DOM	Dominican Republic	8276	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
214	2005	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-70.49847576	18.89832088	65	DOM	Dominican Republic	8206	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
214	2006	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-70.49847576	18.89832088	65	DOM	Dominican Republic	8076	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
214	2007	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-70.49847576	18.89832088	65	DOM	Dominican Republic	7908	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
214	2008	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-70.49847576	18.89832088	65	DOM	Dominican Republic	7707	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
214	2009	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-70.49847576	18.89832088	65	DOM	Dominican Republic	7504	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
214	2010	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-70.49847576	18.89832088	65	DOM	Dominican Republic	7348	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
214	2011	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-70.49847576	18.89832088	65	DOM	Dominican Republic	7221	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
214	2012	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-70.49847576	18.89832088	65	DOM	Dominican Republic	7094	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
214	2013	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-70.49847576	18.89832088	65	DOM	Dominican Republic	7000	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
214	2014	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-70.49847576	18.89832088	65	DOM	Dominican Republic	6854	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
214	2015	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-70.49847576	18.89832088	65	DOM	Dominican Republic	6710	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2000	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-78.37005241	-1.447785891	67	ECU	Ecuador	10853	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2001	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-78.37005241	-1.447785891	67	ECU	Ecuador	10416	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2002	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-78.37005241	-1.447785891	67	ECU	Ecuador	9972	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2003	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-78.37005241	-1.447785891	67	ECU	Ecuador	9585	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2004	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-78.37005241	-1.447785891	67	ECU	Ecuador	9265	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2005	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-78.37005241	-1.447785891	67	ECU	Ecuador	9003	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2006	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-78.37005241	-1.447785891	67	ECU	Ecuador	8829	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2007	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-78.37005241	-1.447785891	67	ECU	Ecuador	8706	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2008	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-78.37005241	-1.447785891	67	ECU	Ecuador	8634	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2009	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-78.37005241	-1.447785891	67	ECU	Ecuador	8508	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2010	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-78.37005241	-1.447785891	67	ECU	Ecuador	8332	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2011	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-78.37005241	-1.447785891	67	ECU	Ecuador	8139	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2012	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-78.37005241	-1.447785891	67	ECU	Ecuador	7868	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2013	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-78.37005241	-1.447785891	67	ECU	Ecuador	7602	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2014	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-78.37005241	-1.447785891	67	ECU	Ecuador	7333	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2015	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-78.37005241	-1.447785891	67	ECU	Ecuador	7079	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2000	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-88.86862995	13.73603564	206	SLV	El Salvador	4590	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2001	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-88.86862995	13.73603564	206	SLV	El Salvador	4190	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2002	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-88.86862995	13.73603564	206	SLV	El Salvador	3830	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2003	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-88.86862995	13.73603564	206	SLV	El Salvador	3501	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2004	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-88.86862995	13.73603564	206	SLV	El Salvador	3216	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2005	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-88.86862995	13.73603564	206	SLV	El Salvador	2977	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2006	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-88.86862995	13.73603564	206	SLV	El Salvador	2777	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2007	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-88.86862995	13.73603564	206	SLV	El Salvador	2633	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2008	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-88.86862995	13.73603564	206	SLV	El Salvador	2505	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2009	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-88.86862995	13.73603564	206	SLV	El Salvador	2402	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2010	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-88.86862995	13.73603564	206	SLV	El Salvador	2291	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2011	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-88.86862995	13.73603564	206	SLV	El Salvador	2179	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2012	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-88.86862995	13.73603564	206	SLV	El Salvador	2059	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2013	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-88.86862995	13.73603564	206	SLV	El Salvador	1949	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2014	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-88.86862995	13.73603564	206	SLV	El Salvador	1848	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2015	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	-88.86862995	13.73603564	206	SLV	El Salvador	1763	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2000	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	3095	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2001	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	3071	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2002	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	3037	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2003	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2995	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2004	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2957	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2005	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2927	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2006	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2907	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2007	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2891	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2008	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2873	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2009	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2860	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2010	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2841	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2011	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2815	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2012	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2776	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2013	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2734	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2014	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2701	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2015	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2655	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2000	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	39.63505296	8.631223181	73	ETH	Ethiopia	413279	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2001	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	39.63505296	8.631223181	73	ETH	Ethiopia	402199	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2002	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	39.63505296	8.631223181	73	ETH	Ethiopia	385318	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2003	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	39.63505296	8.631223181	73	ETH	Ethiopia	364278	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2004	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	39.63505296	8.631223181	73	ETH	Ethiopia	341273	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2005	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	39.63505296	8.631223181	73	ETH	Ethiopia	318258	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2006	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	39.63505296	8.631223181	73	ETH	Ethiopia	295245	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2007	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	39.63505296	8.631223181	73	ETH	Ethiopia	273403	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2008	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	39.63505296	8.631223181	73	ETH	Ethiopia	253765	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2009	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	39.63505296	8.631223181	73	ETH	Ethiopia	236894	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2010	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	39.63505296	8.631223181	73	ETH	Ethiopia	223370	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2011	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	39.63505296	8.631223181	73	ETH	Ethiopia	211988	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2012	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	39.63505296	8.631223181	73	ETH	Ethiopia	203358	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2013	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	39.63505296	8.631223181	73	ETH	Ethiopia	196372	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2014	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	39.63505296	8.631223181	73	ETH	Ethiopia	190132	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2015	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	39.63505296	8.631223181	73	ETH	Ethiopia	184186	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2000	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	38.11074289	16.12894644	69	ERI	Eritrea	10899	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2001	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	38.11074289	16.12894644	69	ERI	Eritrea	10753	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2002	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	38.11074289	16.12894644	69	ERI	Eritrea	10716	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2003	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	38.11074289	16.12894644	69	ERI	Eritrea	10716	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2004	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	38.11074289	16.12894644	69	ERI	Eritrea	10677	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2005	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	38.11074289	16.12894644	69	ERI	Eritrea	10535	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2006	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	38.11074289	16.12894644	69	ERI	Eritrea	10434	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2007	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	38.11074289	16.12894644	69	ERI	Eritrea	10197	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2008	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	38.11074289	16.12894644	69	ERI	Eritrea	9892	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2009	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	38.11074289	16.12894644	69	ERI	Eritrea	9569	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2010	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	38.11074289	16.12894644	69	ERI	Eritrea	9248	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2011	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	38.11074289	16.12894644	69	ERI	Eritrea	8927	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2012	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	38.11074289	16.12894644	69	ERI	Eritrea	8601	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2013	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	38.11074289	16.12894644	69	ERI	Eritrea	8266	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2014	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	38.11074289	16.12894644	69	ERI	Eritrea	7998	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2015	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	38.11074289	16.12894644	69	ERI	Eritrea	7764	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2000	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	25.84093481	58.68487172	72	EST	Estonia	135	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2001	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	25.84093481	58.68487172	72	EST	Estonia	131	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2002	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	25.84093481	58.68487172	72	EST	Estonia	126	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2003	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	25.84093481	58.68487172	72	EST	Estonia	120	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2004	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	25.84093481	58.68487172	72	EST	Estonia	114	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2005	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	25.84093481	58.68487172	72	EST	Estonia	110	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2006	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	25.84093481	58.68487172	72	EST	Estonia	104	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2007	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	25.84093481	58.68487172	72	EST	Estonia	98	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2008	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	25.84093481	58.68487172	72	EST	Estonia	90	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2009	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	25.84093481	58.68487172	72	EST	Estonia	83	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2010	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	25.84093481	58.68487172	72	EST	Estonia	74	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2011	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	25.84093481	58.68487172	72	EST	Estonia	66	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2012	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	25.84093481	58.68487172	72	EST	Estonia	57	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2013	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	25.84093481	58.68487172	72	EST	Estonia	49	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2014	<5Y	ANNUAL	NUMBER	1	2017.Q2.G.01	SH_DYN_MORTN	Under-five deaths, total (number)	25.84093481	58.68487172	72	EST	Estonia	42	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
