series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	PERCENT	10.7	10.8	11.2	11.7	11.6	11.5	11.6	12.3	13.6	14.9	16.3	16.7	16.5	15.6	14.8	14.1	13.9	14.1	14.5	14.7	14.5	14.1	13.7	13.4	13.3	13.8	2014	13.3	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	PERCENT	10.4	10.5	9.6	8.9	8.4	8.4	8.4	8.5	8.2	7.8	7.3	6.8	6.6	6.6	6.8	7	7.3	7.6	8	8.2	8.3	8.5	8.8	8.7	8.1	8.48	2014	8.1	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	PERCENT													5.1	5.4	5.5	5											2005	5	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	PERCENT	5.5	5.8	6.7	7.5	8.3	8.4	8.1	7.7	7.4	7	6																2000	6	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	PERCENT	32.4	35.3	37.5	37.8	35.3	33.6	33	33.4	33	32.3	32.3	33.1	34.4	34	31.8	28.2	26.3	25.7	25.7	24.8	23.8	22.8	22.1	21.5	21.2	22.28	2014	21.2	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	PERCENT	23.3	24.7	26.7	28.5	31.4	34.6	36.9	37.7	37.6	37.9	37.7	37.2	35.6	34.5	34.2	35.5	37.5	39.5	41	41.8	42	41.9	41.8	41.8	41.6	41.82	2014	41.6	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	PERCENT	39.4	43.6	31.5	21.8	10.8	5.4																					1995	5.4	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	PERCENT	15.9	15.9	15.9	15.9	15.7	15.8	14.2	13.2	13.9	15.2	16.7	16.5	15	12.4	10.4	9.4	9.2	9.1	8.7	7.9	7.2	6.6	6.2	6	6	6.4	2014	6	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	PERCENT	42.8	43.6	44.1	44.5	44	43	41.7	41	39.9	39.2	37.9	36.7	34.8	32.2	29.5	26.9	25.6	24.7	24.2	22.8	21.4	20.1	19.4	18.9	18.5	19.66	2014	18.5	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	PERCENT	15.6	15.2	15.3	15.6	16	16.6	16.1	15.2	13.9	13	12.3	11.9	11.6	11.3	11	10.8	10.8	11.2	11.4	11.4	11.2	11.1	11.2	11.2	11.2	11.18	2014	11.2	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	PERCENT	29	27.6	30.7	34.2	38.4	40.2	39.2	37.1	35.9	36.5	37.8	39.6	40.4	40.5	39.7	38.8	37.8	36.6	35.5	34.9	34.7	34.2	33.4	32.5	31.9	33.34	2014	31.9	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	440	23.90517807	55.33680309	LTU	Lithuania	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	450	46.6982339	-19.38514785	MDG	Madagascar	1	ANNUAL	PERCENT	27.3	29.1	29.7	31.2	32.7	33.8	34.4	34.7	34.7	34.8	35.6	36.9	38.4	38.6	37.4	34.9	33	31.9	31.7	31.6	31.7	32	32.5	32.8	33	32.4	2014	33	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	454	33.4884625	-13.40819859	MWI	Malawi	1	ANNUAL	PERCENT	44.7	45.7	46.9	45.7	43.2	39.5	36.7	34	31.2	28.6	27	26.6	27.3	27.9	27.7	26.4	24.6	23.1	22.2	21.8	21.3	21	20.8	20.8	20.7	20.92	2014	20.7	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	458	116.8346314	5.452415309	MYS	Malaysia	1	ANNUAL	PERCENT	5.1																										1990	5.1	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	462	73.09672546	-0.614385021	MDV	Maldives	1	ANNUAL	PERCENT	12.2	11.4	11.1	10.3	10	10.5	11.2	11.7	11.8	11.8	11.9	12.3	13.2	14.4	15.3	15.4	14.7	13.3	11.7	10	8.7	7.7	6.7	5.9	5.2	6.84	2014	5.2	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	466	-3.522016039	17.35311254	MLI	Mali	1	ANNUAL	PERCENT	16.7	17.3	17.7	18.2	18.3	18.1	17.5	16.7	15.3	13.9	12.6	11.9	11.4	10.9	10.1	9	7.7	6.3	5.3								2008	5.3	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	470	14.44617519	35.89194275	MLT	Malta	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	474	-60.91544135	14.56086108	MTQ	Martinique	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	478	-10.33187259	20.26089546	MRT	Mauritania	1	ANNUAL	PERCENT	14.6	14.4	14.1	13.9	14.1	13.9	13.4	12.7	12	11.5	11.2	11.1	11	11	11.4	11.1	10.5	9.2	8.3	7.9	7.6	7.1	6.4	5.8	5.6	6.5	2014	5.6	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	480	57.568022	-20.28581998	MUS	Mauritius	1	ANNUAL	PERCENT	8.1	8	7.9	7.6	7.1	6.8	6.8	7	7.2	7.1	6.7	6.4	6.1	5.8	5.6	5.4	5.3	5.2	5.1								2008	5.1	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	484	-102.5148166	23.93378032	MEX	Mexico	1	ANNUAL	PERCENT	6.9	6.8	6.7	6.6	6.4	6.1	5.8	5.5	5				5.4	5.5	5.3												2004	5.3	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	492	7.424214814	43.73532918	MCO	Monaco	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	496	103.0728057	46.83892054	MNG	Mongolia	1	ANNUAL	PERCENT	29.9	37.1	46.1	51.4	51.7	47.6	44.6	42.4	40.5	38.2	36.1	35	34.7	34.9	34.9	34	32.4	30.1	27.9	25.9	24.5	23.4	22.5	21.5	20.5	22.48	2014	20.5	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	499	19.25214024	42.78717043	MNE	Montenegro	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	500	-62.19261223	16.73558313	MSR	Montserrat	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	504	-6.281942841	31.8440131	MAR	Morocco	1	ANNUAL	PERCENT	5.9	6.7	7.5	8	7.7	7.2	6.5	6.2	6.2	6.5	6.6	6.5	6.1	5.8	5.5	5.5	5.4	5.4	5.4	5.3	5.2					5.2	2010	5.2	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ANNUAL	PERCENT	56.1	58.8	59.4	59.2	56.1	50.7	45.9	42.7	41.9	42	42.1	41.3	39.7	38.2	37.3	36.9	36	35	33.3	31.8	29.9	28.5	27.2	26.2	25.3	27.42	2014	25.3	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	512	57.87743482	21.98805614	OMN	Oman	1	ANNUAL	PERCENT	18.2	19	19.3	20.3	20.4	20.7	19.7	18.2	15.5	13.2	12	11.5	11.6	11.4	11	10.2	9.2	7.9	6.7	5.9	5.4	5.3	5.1			5.26666666666667	2012	5.1	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	516	17.21907885	-22.13817068	NAM	Namibia	1	ANNUAL	PERCENT	35.9	36.7	38.3	39.5	39.9	39.2	38.2	36.7	34.2	30.4	27.3	25.6	25.3	25.3	25.4	26	27.6	30.5	34.3	37.6	39.4	40.2	41.4	42.3	42.3	41.12	2014	42.3	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	520	166.92313	-0.528742623	NRU	Nauru	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	524	83.94678863	28.25866332	NPL	Nepal	1	ANNUAL	PERCENT	22.8	23.4	24.2	24.8	24.9	24.8	24.4	23.7	23.1	22.2	21.9	21.1	20.1	18.4	17	15.8	14.8	13.3	11.6	10.2	9.2	8.5	7.9	7.7	7.8	8.22	2014	7.8	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	528	5.331480568	51.86728884	NLD	Netherlands	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	531	-68.95033464	12.15058042	CUW	Curaçao	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	533	-69.97050586	12.50878756	ABW	Aruba	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ANNUAL	PERCENT	11.2	11.6	11.9	12.2	12	11.3	10.1	9.1	8.3	8.1	8.2	8.3	8.2	7.8	7.4	7	6.5	6.1	5.9	6	6.1	6.3	6.4	6.4	6.4	6.32	2014	6.4	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	554	170.4755673	-43.98721568	NZL	New Zealand	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	ANNUAL	PERCENT	54.4	52.7	51.5	48.3	45.1	42.9	41.4	40.2	37.8	34.8	31.3	28.3	26.4	25.1	24.3	23.2	22.3	21.5	21	20.3	19.5	18.5	17.7	17.1	16.6	17.88	2014	16.6	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	562	9.400167877	17.42143036	NER	Niger	1	ANNUAL	PERCENT	27.7	31	32.4	34.7	34.9	33.2	30.6	28	25.4	22.8	20.5	19.1	17.9	16.6	15.4	14.5	13.7	12.8	11.8	11.1	10.5	10.2	10	9.7	9.5	9.98	2014	9.5	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	566	8.097363256	9.585789025	NGA	Nigeria	1	ANNUAL	PERCENT	21.3	17.9	16.1	13.7	12.7	11.9	11.2	10.5	9.7	9.2	8.9	9	8.7	8.1	7.2	6.5	6	5.9	6	6.1	6.2	6.3	6.5	6.7	7	6.54	2014	7	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	570	-169.8601693	-19.05000475	NIU	Niue	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	578	11.47846389	61.34311134	NOR	Norway	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	585	134.5733878	7.502307591	PLW	Palau	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	586	68.80479684	29.36491634	PAK	Pakistan	1	ANNUAL	PERCENT	25.1	25.7	24	23.1	22.1	21.8	21.8	22	22.1	22.4	23.4	24.8	25.9	25.6	24.7	23.7	22.9	22.2	21.8	21.7	21.8	21.9	22	22	22	21.94	2014	22	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	591	-81.26616623	8.450965746	PAN	Panama	1	ANNUAL	PERCENT	26.4	25.9	23.9	23.2	23.5	25.6	26.2	26.5	26	27.4	27.6	26.3	24.4	23.4	23.8	22.9	21.1	18.4	16.4	14.8	13.4	12	10.8	10	9.5	11.14	2014	9.5	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	ANNUAL	PERCENT	19.5	19.9	19.2	18	16.5	15.6	15	14.5	13.9	13.3	12.9	12.1	11.1	10.5	10.7	11.2	11.4	11.9	12.3	12.4	12.1	11.8	11.6	11.1	10.4	11.4	2014	10.4	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	604	-71.82093277	-13.58939705	PER	Peru	1	ANNUAL	PERCENT	31.6	28.1	28.6	27.5	26.5	25.1	23.7	22.9	22.3	21.6	20.7	20.6	20.9	21.2	20.3	18.9	17	15.4	13.7	12.2	10.7	9.6	8.8	8.1	7.5	8.94	2014	7.5	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	608	120.8601418	14.16591706	PHL	Philippines	1	ANNUAL	PERCENT	26.3	27	26.4	26	24.6	23.6	22.7	22.6	22.1	21.3	20.3	19.7	19.2	18.6	17.6	16.4	15	13.8	13	13	13.4	13.9	14	13.9	13.5	13.74	2014	13.5	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	616	19.40660158	52.1226733	POL	Poland	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	620	-7.961599811	39.68509315	PRT	Portugal	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	ANNUAL	PERCENT	23.1	21.8	21.4	21	21.3	22.5	25	27.8	29	28.4	26.6	25.5	25.1	25.1	25.4	25.7	25.7	25.1	23.8	23	22.4	22.4	22.6	22	20.7	22.02	2014	20.7	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	ANNUAL	PERCENT	45.2	40.7	38.5	35.5	35.3	36.2	39.2	41.8	44.1	43.9	41.6	38.1	35	33.8	33.8	34	33.7	33.1	32.6	32.1	31.2	30.2	29	27.9	26.9	29.04	2014	26.9	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	634	51.19152467	25.28355379	QAT	Qatar	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	638	55.53171398	-21.13183266	REU	Réunion	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	642	24.98481009	45.83893563	ROU	Romania	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	643	99.01404926	61.61899849	RUS	Russian Federation	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	646	29.92310194	-1.999842114	RWA	Rwanda	1	ANNUAL	PERCENT	55.6	53.9	56.1	57.6	60.8	63.9	65.8	66.4	64.5	60.6	54.3	49	46	46	46.7	46.4	45.2	42.8	40.1	37.3	35.4	34.3	33.6	32.7	31.6	33.52	2014	31.6	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	660	-63.05651612	18.21525315	AIA	Anguilla	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	ANNUAL	PERCENT	20.7	20.1	20.2	20.1	21.6	23	23.9	23.1	21.1	18.9	16.8	15	13	11.3	10	9.2	8.5	7.9	7.3	6.8	6.4	6.3	6.3	6.4	6.2	6.32	2014	6.2	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	674	12.46329038	43.93841766	SMR	San Marino	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	ANNUAL	PERCENT	22.9	23.3	24	24.9	26	27.4	27.7	27.3	24.6	21.5	17.6	15	12.8	11.3	10	8.9	7.9	7.2	6.7	6.2	5.9	5.9	6.1	6.4	6.6	6.18	2014	6.6	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	686	-14.46636926	14.35920905	SEN	Senegal	1	ANNUAL	PERCENT	24.5	25.5	27.1	27.5	28.6	29.4	31	31.5	30.9	29.4	28.2	27.4	26.4	24.7	22.9	21.1	18.9	16.6	14.6	13.6	12.9	12.3	11.3	10.6	10	11.42	2014	10	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	688	20.805876	44.03145697	SRB	Serbia	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	690	55.46561591	-4.678053059	SYC	Seychelles	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ANNUAL	PERCENT	42.8	41.7	40.7	38.9	36.7	34.9	33.6	33.7	35.3	38	40.2	41	40.9	40.5	39.3	37.1	34.4	32.4	30.7	29	27	25	23.5	22.7	22.3	24.1	2014	22.3	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	702	103.8107883	1.361009155	SGP	Singapore	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	703	19.48495604	48.70741446	SVK	Slovakia	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	704	105.802499	10.09643079	VNM	Viet Nam	1	ANNUAL	PERCENT	45.6	44.8	41.3	37.9	35.4	35	35	34.1	31.3	28.1	25.4	23.3	21.4	19.9	19	18.5	17.8	16.8	15.6	14.5	13.6	13	12.5	11.8	11	12.38	2014	11	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	705	14.82209486	46.11958061	SVN	Slovenia	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	706	46.20367477	4.406485729	SOM	Somalia	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	710	24.67184355	-29.99957544	ZAF	South Africa	1	ANNUAL	PERCENT			5	5.1	5.2	5.4	5.6	5.5	5.3																		1998	5.3	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ANNUAL	PERCENT	42.7	44.4	45.1	46.1	46.3	45.8	44.7	43.8	43.6	43.7	43.7	43.2	42.8	42.5	41.6	40.4	38.6	37.3	36	34.7	33.5	33.2	33.5	34	33.4	33.52	2014	33.4	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	724	-3.554078296	40.39211472	ESP	Spain	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	728	30.32618773	7.290839152	SSD	South Sudan	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	736	29.95650159	16.02643066	SDN	Sudan	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	740	-55.90626394	4.132603197	SUR	Suriname	1	ANNUAL	PERCENT	15.5	14.5	14.8	14.4	14.2	13.6	13.2	13.3	13.5	14.1	13.9	13.8	13.2	12.8	12.2	11.5	10.9	10.1	9.5	8.7	8.3	8.3	8.4	8.3	8	8.26	2014	8	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	ANNUAL	PERCENT	15.9	16.6	16.8	18	19.4	21.7	23.8	25.1	23.9	21.7	19.2	17.7	16.3	15.6	15.8	17.4	19.4	21.3	22.6	23.6	24.4	25.1	26.1	26.5	26.8	25.78	2014	26.8	FAO. Statistics Division	E
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	752	14.3775338	60.60103109	SWE	Sweden	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	756	8.223158	46.96617097	CHE	Switzerland	1	ANNUAL	PERCENT																														
2017.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment, total (%)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	ANNUAL	PERCENT																														
