series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Units	2011	2014	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	404	37.86096816	0.534797278	KEN	Kenya	1	15+	ANNUAL	PERCENT	56.85931	68.0905	62.474905	2014	68.0905		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	410	127.8610254	36.45201023	KOR	Republic of Korea	1	15+	ANNUAL	PERCENT	94.77083	95.73846	95.254645	2014	95.73846		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	414	47.49305029	29.53949468	KWT	Kuwait	1	15+	ANNUAL	PERCENT	88.15759	77.75893	82.95826	2014	77.75893		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	15+	ANNUAL	PERCENT	5.989451	20.9148	13.4521255	2014	20.9148		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	15+	ANNUAL	PERCENT	31.22476		31.22476	2011	31.22476		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	422	35.89391711	33.92152458	LBN	Lebanon	1	15+	ANNUAL	PERCENT	51.12113	59.73268	55.426905	2014	59.73268		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	426	28.25362195	-29.58041814	LSO	Lesotho	1	15+	ANNUAL	PERCENT	24.64527		24.64527	2011	24.64527		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	428	26.42461876	56.64196636	LVA	Latvia	1	15+	ANNUAL	PERCENT	91.11272	93.35513	92.233925	2014	93.35513		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	430	-9.311879038	6.448381009	LBR	Liberia	1	15+	ANNUAL	PERCENT	25.96332		25.96332	2011	25.96332		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	434	18.0295985	27.04042819	LBY	Libya	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	438	9.552985019	47.14167005	LIE	Liechtenstein	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	440	23.90517807	55.33680309	LTU	Lithuania	1	15+	ANNUAL	PERCENT	77.37737	85.49795	81.43766	2014	85.49795		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	442	6.092656563	49.77679538	LUX	Luxembourg	1	15+	ANNUAL	PERCENT	94.50935	97.82767	96.16851	2014	97.82767		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	450	46.6982339	-19.38514785	MDG	Madagascar	1	15+	ANNUAL	PERCENT	7.586153	7.964291	7.775222	2014	7.964291		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	454	33.4884625	-13.40819859	MWI	Malawi	1	15+	ANNUAL	PERCENT	20.46393	20.58052	20.522225	2014	20.58052		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	458	116.8346314	5.452415309	MYS	Malaysia	1	15+	ANNUAL	PERCENT	77.12287	84.07769	80.60028	2014	84.07769		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	462	73.09672546	-0.614385021	MDV	Maldives	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	466	-3.522016039	17.35311254	MLI	Mali	1	15+	ANNUAL	PERCENT	10.43252	18.77757	14.605045	2014	18.77757		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	470	14.44617519	35.89194275	MLT	Malta	1	15+	ANNUAL	PERCENT	95.59288	98.28197	96.937425	2014	98.28197		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	474	-60.91544135	14.56086108	MTQ	Martinique	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	478	-10.33187259	20.26089546	MRT	Mauritania	1	15+	ANNUAL	PERCENT	23.24857	27.65903	25.4538	2014	27.65903		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	480	57.568022	-20.28581998	MUS	Mauritius	1	15+	ANNUAL	PERCENT	86.90236	89.33015	88.116255	2014	89.33015		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	484	-102.5148166	23.93378032	MEX	Mexico	1	15+	ANNUAL	PERCENT	37.79191	45.59197	41.69194	2014	45.59197		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	492	7.424214814	43.73532918	MCO	Monaco	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	496	103.0728057	46.83892054	MNG	Mongolia	1	15+	ANNUAL	PERCENT	81.18865	93.69614	87.442395	2014	93.69614		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	15+	ANNUAL	PERCENT	24.08648	21.33896	22.71272	2014	21.33896		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	499	19.25214024	42.78717043	MNE	Montenegro	1	15+	ANNUAL	PERCENT	57.77328	67.46294	62.61811	2014	67.46294		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	500	-62.19261223	16.73558313	MSR	Montserrat	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	504	-6.281942841	31.8440131	MAR	Morocco	1	15+	ANNUAL	PERCENT	47.40149		47.40149	2011	47.40149		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	508	38.18479941	-14.27963886	MOZ	Mozambique	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	512	57.87743482	21.98805614	OMN	Oman	1	15+	ANNUAL	PERCENT	78.59926		78.59926	2011	78.59926		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	516	17.21907885	-22.13817068	NAM	Namibia	1	15+	ANNUAL	PERCENT		69.39218	69.39218	2014	69.39218		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	520	166.92313	-0.528742623	NRU	Nauru	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	524	83.94678863	28.25866332	NPL	Nepal	1	15+	ANNUAL	PERCENT	32.58932	41.05188	36.8206	2014	41.05188		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	528	5.331480568	51.86728884	NLD	Netherlands	1	15+	ANNUAL	PERCENT	98.67329	99.76398	99.218635	2014	99.76398		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	531	-68.95033464	12.15058042	CUW	Curaçao	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	533	-69.97050586	12.50878756	ABW	Aruba	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	540	165.5067368	-21.41742531	NCL	New Caledonia	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	548	167.0679779	-15.34445547	VUT	Vanuatu	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	554	170.4755673	-43.98721568	NZL	New Zealand	1	15+	ANNUAL	PERCENT	99.39815	99.89178	99.644965	2014	99.89178		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	558	-85.03060315	12.84210839	NIC	Nicaragua	1	15+	ANNUAL	PERCENT	19.91883	25.87858	22.898705	2014	25.87858		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	562	9.400167877	17.42143036	NER	Niger	1	15+	ANNUAL	PERCENT	2.546068	3.373135	2.9596015	2014	3.373135		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	566	8.097363256	9.585789025	NGA	Nigeria	1	15+	ANNUAL	PERCENT	40.90872	51.45628	46.1825	2014	51.45628		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	570	-169.8601693	-19.05000475	NIU	Niue	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	578	11.47846389	61.34311134	NOR	Norway	1	15+	ANNUAL	PERCENT		100	100	2014	100		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	584	171.0839119	7.110213497	MHL	Marshall Islands	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	585	134.5733878	7.502307591	PLW	Palau	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	586	68.80479684	29.36491634	PAK	Pakistan	1	15+	ANNUAL	PERCENT	13.05536	10.3714	11.71338	2014	10.3714		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	591	-81.26616623	8.450965746	PAN	Panama	1	15+	ANNUAL	PERCENT	28.56614	50.91878	39.74246	2014	50.91878		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	600	-60.54854225	-21.70216237	PRY	Paraguay	1	15+	ANNUAL	PERCENT	32.69204		32.69204	2011	32.69204		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	604	-71.82093277	-13.58939705	PER	Peru	1	15+	ANNUAL	PERCENT	30.5942	36.3582	33.4762	2014	36.3582		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	608	120.8601418	14.16591706	PHL	Philippines	1	15+	ANNUAL	PERCENT	37.13245	37.13251	37.13248	2014	37.13251		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	616	19.40660158	52.1226733	POL	Poland	1	15+	ANNUAL	PERCENT	75.74534	82.79757	79.271455	2014	82.79757		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	620	-7.961599811	39.68509315	PRT	Portugal	1	15+	ANNUAL	PERCENT	85.50849	93.23577	89.37213	2014	93.23577		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	15+	ANNUAL	PERCENT		78.94514	78.94514	2014	78.94514		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	634	51.19152467	25.28355379	QAT	Qatar	1	15+	ANNUAL	PERCENT	76.78517		76.78517	2011	76.78517		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	638	55.53171398	-21.13183266	REU	Réunion	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	642	24.98481009	45.83893563	ROU	Romania	1	15+	ANNUAL	PERCENT	52.89214	70.72015	61.806145	2014	70.72015		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	643	99.01404926	61.61899849	RUS	Russian Federation	1	15+	ANNUAL	PERCENT	54.66928	71.20042	62.93485	2014	71.20042		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	646	29.92310194	-1.999842114	RWA	Rwanda	1	15+	ANNUAL	PERCENT	33.24662	54.85006	44.04834	2014	54.85006		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	660	-63.05651612	18.21525315	AIA	Anguilla	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	674	12.46329038	43.93841766	SMR	San Marino	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	15+	ANNUAL	PERCENT	52.33892	73.83423	63.086575	2014	73.83423		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	686	-14.46636926	14.35920905	SEN	Senegal	1	15+	ANNUAL	PERCENT	7.324259	19.21604	13.2701495	2014	19.21604		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	688	20.805876	44.03145697	SRB	Serbia	1	15+	ANNUAL	PERCENT	69.91573	85.52194	77.718835	2014	85.52194		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	690	55.46561591	-4.678053059	SYC	Seychelles	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	15+	ANNUAL	PERCENT	21.44774	19.66026	20.554	2014	19.66026		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	702	103.8107883	1.361009155	SGP	Singapore	1	15+	ANNUAL	PERCENT	99.2888	96.47256	97.88068	2014	96.47256		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	703	19.48495604	48.70741446	SVK	Slovakia	1	15+	ANNUAL	PERCENT	83.51584	83.27209	83.393965	2014	83.27209		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	704	105.802499	10.09643079	VNM	Viet Nam	1	15+	ANNUAL	PERCENT	29.45946	39.45628	34.45787	2014	39.45628		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	705	14.82209486	46.11958061	SVN	Slovenia	1	15+	ANNUAL	PERCENT	98.67054	97.79662	98.23358	2014	97.79662		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	706	46.20367477	4.406485729	SOM	Somalia	1	15+	ANNUAL	PERCENT		10.07265	10.07265	2014	10.07265		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	710	24.67184355	-29.99957544	ZAF	South Africa	1	15+	ANNUAL	PERCENT	63.64462	77.32275	70.483685	2014	77.32275		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	15+	ANNUAL	PERCENT	49.48062	23.80457	36.642595	2014	23.80457		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	724	-3.554078296	40.39211472	ESP	Spain	1	15+	ANNUAL	PERCENT	93.94045	98.21655	96.0785	2014	98.21655		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	728	30.32618773	7.290839152	SSD	South Sudan	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	732	-13.13515523	24.66265342	ESH	Western Sahara	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	736	29.95650159	16.02643066	SDN	Sudan	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	740	-55.90626394	4.132603197	SUR	Suriname	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	748	31.50149288	-26.56471011	SWZ	Swaziland	1	15+	ANNUAL	PERCENT	36.65733		36.65733	2011	36.65733		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	752	14.3775338	60.60103109	SWE	Sweden	1	15+	ANNUAL	PERCENT	99.09257	100	99.546285	2014	100		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	756	8.223158	46.96617097	CHE	Switzerland	1	15+	ANNUAL	PERCENT		98.90076	98.90076	2014	98.90076		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	15+	ANNUAL	PERCENT	22.69979		22.69979	2011	22.69979		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	762	69.294998	38.43069666	TJK	Tajikistan	1	15+	ANNUAL	PERCENT	3.635498	16.02753	9.831514	2014	16.02753		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	764	101.0202951	15.13089239	THA	Thailand	1	15+	ANNUAL	PERCENT	78.46632	82.33849	80.402405	2014	82.33849		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	768	0.97835765	8.532096072	TGO	Togo	1	15+	ANNUAL	PERCENT	13.66932	22.04474	17.85703	2014	22.04474		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	772	-171.8154473	-9.214545558	TKL	Tokelau	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	776	-175.1959991	-21.19511329	TON	Tonga	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	15+	ANNUAL	PERCENT	78.9861		78.9861	2011	78.9861		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	15+	ANNUAL	PERCENT	62.65759	86.29528	74.476435	2014	86.29528		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	788	9.572737411	34.11439971	TUN	Tunisia	1	15+	ANNUAL	PERCENT		33.90689	33.90689	2014	33.90689		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	792	35.42890329	38.9899684	TUR	Turkey	1	15+	ANNUAL	PERCENT	64.90588	60.81166	62.85877	2014	60.81166		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	795	58.9787665	40.0912346	TKM	Turkmenistan	1	15+	ANNUAL	PERCENT	0.686236	2.16624	1.426238	2014	2.16624		
