series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Location	Units	2012	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	ALLAREA	mgr/m^3	38.568038077838	2012	38.568038077838	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	140	20.93559492	7.003720791	CAF	Central African Republic	2	ANNUAL	URBAN	mgr/m^3	55.8850763947166	2012	55.8850763947166	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ANNUAL	ALLAREA	mgr/m^3	26.6747839372698	2012	26.6747839372698	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	144	80.70489654	7.614693343	LKA	Sri Lanka	2	ANNUAL	URBAN	mgr/m^3	28.4623116787239	2012	28.4623116787239	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	148	18.66618401	15.36279341	TCD	Chad	1	ANNUAL	ALLAREA	mgr/m^3	39.4859425459644	2012	39.4859425459644	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	148	18.66618401	15.36279341	TCD	Chad	2	ANNUAL	URBAN	mgr/m^3	61.2778928879102	2012	61.2778928879102	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	152	-71.23029019	-35.2652885	CHL	Chile	1	ANNUAL	ALLAREA	mgr/m^3	19.8209824379585	2012	19.8209824379585	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	152	-71.23029019	-35.2652885	CHL	Chile	2	ANNUAL	URBAN	mgr/m^3	24.9937825030266	2012	24.9937825030266	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	156	104.1403375	32.30955217	CHN	China	1	ANNUAL	ALLAREA	mgr/m^3	54.2830012745294	2012	54.2830012745294	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	156	104.1403375	32.30955217	CHN	China	2	ANNUAL	URBAN	mgr/m^3	59.4747067548997	2012	59.4747067548997	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ANNUAL	ALLAREA	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	162	105.6426067	-10.4882473	CXR	Christmas Island	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	ALLAREA	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	ALLAREA	mgr/m^3	16.8629901200179	2012	16.8629901200179	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	170	-73.07446751	3.888209046	COL	Colombia	2	ANNUAL	URBAN	mgr/m^3	18.0624871843794	2012	18.0624871843794	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	ALLAREA	mgr/m^3	16.0665850689711	2012	16.0665850689711	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	174	43.34234565	-11.66121732	COM	Comoros	2	ANNUAL	URBAN	mgr/m^3	16.0000001218979	2012	16.0000001218979	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	ALLAREA	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	175	45.14015057	-12.82217691	MYT	Mayotte	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	ALLAREA	mgr/m^3	39.9990980493483	2012	39.9990980493483	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	178	15.22052612	-0.840544119	COG	Congo	2	ANNUAL	URBAN	mgr/m^3	56.8774020084641	2012	56.8774020084641	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	ALLAREA	mgr/m^3	37.5078791441756	2012	37.5078791441756	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	ANNUAL	URBAN	mgr/m^3	60.7408804596331	2012	60.7408804596331	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	ALLAREA	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	184	-159.7711391	-21.22696458	COK	Cook Islands	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	ALLAREA	mgr/m^3	17.8809833883411	2012	17.8809833883411	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	188	-84.19712782	9.970998683	CRI	Costa Rica	2	ANNUAL	URBAN	mgr/m^3	19.1375477008234	2012	19.1375477008234	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	ALLAREA	mgr/m^3	19.178637605988	2012	19.178637605988	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	191	17.95874553	45.45172212	HRV	Croatia	2	ANNUAL	URBAN	mgr/m^3	20.315420291829	2012	20.315420291829	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	ALLAREA	mgr/m^3	16.6039382339855	2012	16.6039382339855	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	192	-79.54460144	22.10030366	CUB	Cuba	2	ANNUAL	URBAN	mgr/m^3	16.4537813252796	2012	16.4537813252796	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	ALLAREA	mgr/m^3	16.7467913558463	2012	16.7467913558463	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	196	33.22285964	35.05659437	CYP	Cyprus	2	ANNUAL	URBAN	mgr/m^3	17.1523301364699	2012	17.1523301364699	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	ALLAREA	mgr/m^3	20.0688907256506	2012	20.0688907256506	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	203	15.33151382	49.73913871	CZE	Czechia	2	ANNUAL	URBAN	mgr/m^3	20.7078385818852	2012	20.7078385818852	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	ALLAREA	mgr/m^3	31.0028741788577	2012	31.0028741788577	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	204	2.339933594	9.65401646	BEN	Benin	2	ANNUAL	URBAN	mgr/m^3	27.8576411631554	2012	27.8576411631554	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	ALLAREA	mgr/m^3	10.3018267001645	2012	10.3018267001645	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	208	9.326571283	56.03829721	DNK	Denmark	2	ANNUAL	URBAN	mgr/m^3	10.505268410401	2012	10.505268410401	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	ALLAREA	mgr/m^3	13.4562855832658	2012	13.4562855832658	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	212	-61.3493756	15.43391378	DMA	Dominica	2	ANNUAL	URBAN	mgr/m^3	12.9999989158205	2012	12.9999989158205	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	ALLAREA	mgr/m^3	16.2117322891838	2012	16.2117322891838	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	ANNUAL	URBAN	mgr/m^3	16.9952871357027	2012	16.9952871357027	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	ALLAREA	mgr/m^3	13.2773020013024	2012	13.2773020013024	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	218	-78.37005241	-1.447785891	ECU	Ecuador	2	ANNUAL	URBAN	mgr/m^3	13.2761230527113	2012	13.2761230527113	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	ALLAREA	mgr/m^3	35.0754798973486	2012	35.0754798973486	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	222	-88.86862995	13.73603564	SLV	El Salvador	2	ANNUAL	URBAN	mgr/m^3	37.0146537432282	2012	37.0146537432282	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	ALLAREA	mgr/m^3	32.8537251566113	2012	32.8537251566113	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	ANNUAL	URBAN	mgr/m^3	32.0000003047447	2012	32.0000003047447	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	ALLAREA	mgr/m^3	29.725707066329	2012	29.725707066329	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	231	39.63505296	8.631223181	ETH	Ethiopia	2	ANNUAL	URBAN	mgr/m^3	36.2442002092129	2012	36.2442002092129	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	ALLAREA	mgr/m^3	35.4420528216547	2012	35.4420528216547	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	232	38.11074289	16.12894644	ERI	Eritrea	2	ANNUAL	URBAN	mgr/m^3	35.6896097939907	2012	35.6896097939907	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	ALLAREA	mgr/m^3	8.39457830257317	2012	8.39457830257317	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	233	25.84093481	58.68487172	EST	Estonia	2	ANNUAL	URBAN	mgr/m^3	8.42346974802458	2012	8.42346974802458	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	ALLAREA	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	ALLAREA	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	ALLAREA	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	ALLAREA	mgr/m^3	5.9154372001222	2012	5.9154372001222	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	242	177.9660884	-17.83301566	FJI	Fiji	2	ANNUAL	URBAN	mgr/m^3	6.00000013043245	2012	6.00000013043245	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	ALLAREA	mgr/m^3	6.9327370021526	2012	6.9327370021526	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	246	23.308447	61.91586738	FIN	Finland	2	ANNUAL	URBAN	mgr/m^3	7.07861650158731	2012	7.07861650158731	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	ALLAREA	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	248	19.80945969	60.1544901	ALA	Åland Islands	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	ALLAREA	mgr/m^3	11.9521569085655	2012	11.9521569085655	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	250	2.457288129	46.62660861	FRA	France	2	ANNUAL	URBAN	mgr/m^3	12.56245470585	2012	12.56245470585	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	ALLAREA	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	254	-53.23619089	3.922673437	GUF	French Guiana	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	ALLAREA	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	ALLAREA	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	ALLAREA	mgr/m^3	38.9628444887302	2012	38.9628444887302	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	262	42.18274707	11.56004161	DJI	Djibouti	2	ANNUAL	URBAN	mgr/m^3	46.000000835049	2012	46.000000835049	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	ALLAREA	mgr/m^3	30.1455784918707	2012	30.1455784918707	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	266	11.78727747	-0.60687619	GAB	Gabon	2	ANNUAL	URBAN	mgr/m^3	35.8276727103799	2012	35.8276727103799	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
