series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Sex	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	MALE	PERCENT	11.180556										10.763889							2010	10.763889	Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	233	25.84093481	58.68487172	EST	Estonia	2	ANNUAL	FEMALE	PERCENT	19.930556										17.222222							2010	17.222222	Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	242	177.9660884	-17.83301566	FJI	Fiji	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	MALE	PERCENT	9.444444										10.069444							2010	10.069444	Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	246	23.308447	61.91586738	FIN	Finland	2	ANNUAL	FEMALE	PERCENT	16.388889										15.555556							2010	15.555556	Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	248	19.80945969	60.1544901	ALA	Åland Islands	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	MALE	PERCENT											9.652778							2010	9.652778	Survey on the use of time 2009-2010 / EDT	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	250	2.457288129	46.62660861	FRA	France	2	ANNUAL	FEMALE	PERCENT											16.388889							2010	16.388889	Survey on the use of time 2009-2010 / EDT	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	254	-53.23619089	3.922673437	GUF	French Guiana	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	262	42.18274707	11.56004161	DJI	Djibouti	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	266	11.78727747	-0.60687619	GAB	Gabon	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	268	43.3713615	42.04813028	GEO	Georgia	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	270	-15.39944785	13.45295927	GMB	Gambia	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	MALE	PERCENT	3.055556													3.055556			3.055556	2013	3.055556	Time Use Survey 2012/2013	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	275	35.25694122	31.94347933	PSE	State of Palestine	2	ANNUAL	FEMALE	PERCENT	20.208333													19.166667			19.166667	2013	19.166667	Time Use Survey 2012/2013	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	MALE	PERCENT			9.861111											10			10	2013	10	Time use survey in Germany	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	276	10.3806066	51.08862743	DEU	Germany	2	ANNUAL	FEMALE	PERCENT			17.638889											15.902778			15.902778	2013	15.902778	Time use survey in Germany	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	MALE	PERCENT										4.583333								2009	4.583333	Ghana Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	288	-1.205623522	7.964825185	GHA	Ghana	2	ANNUAL	FEMALE	PERCENT										15.486111								2009	15.486111	Ghana Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	292	-5.347561686	36.13895036	GIB	Gibraltar	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	296	-157.5643005	1.768837732	KIR	Kiribati	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	MALE	PERCENT															6.319444		6.319444	2014	6.319444	Time use survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	300	22.58307827	39.47301873	GRC	Greece	2	ANNUAL	FEMALE	PERCENT															19.166667		19.166667	2014	19.166667	Time use survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	304	-41.39371316	74.75625681	GRL	Greenland	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	308	-61.68248568	12.11238395	GRD	Grenada	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	312	-61.64762115	16.14416917	GLP	Guadeloupe	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	316	144.7029305	13.35485404	GUM	Guam	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	MALE	PERCENT							3.263889					4.722222					4.722222	2011	4.722222	Time-Use Module in the National Survey of Living Conditions (ENCOVI)	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	320	-91.2312746	15.00273719	GTM	Guatemala	2	ANNUAL	FEMALE	PERCENT							25.763889					27.430556					27.430556	2011	27.430556	Time-Use Module in the National Survey of Living Conditions (ENCOVI)	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	324	-11.28173419	11.00210343	GIN	Guinea	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	328	-58.97322037	4.788012784	GUY	Guyana	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	332	-72.33640958	18.40426539	HTI	Haiti	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	336	12.45315803	41.90343751	VAT	Holy See	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	MALE	PERCENT										4.375								2009	4.375	Time-use Module in Permanent Multipurpose Household Survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	340	-86.59974381	14.82243161	HND	Honduras	2	ANNUAL	FEMALE	PERCENT										13.541667								2009	13.541667	Time-use Module in Permanent Multipurpose Household Survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	MALE	PERCENT			4.583333											3.333333			3.333333	2013	3.333333	Thematic Household Survey (Time use)	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	2	ANNUAL	FEMALE	PERCENT			13.75											10.833333			10.833333	2013	10.833333	Thematic Household Survey (Time use)	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	MALE	PERCENT	11.041667										10.625							2010	10.625	Time use survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	348	19.41221519	47.1651448	HUN	Hungary	2	ANNUAL	FEMALE	PERCENT	19.513889										19.791667							2010	19.791667	Time use survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	352	-19.02116966	64.79134763	ISL	Iceland	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	356	79.3608464	22.34642074	IND	India	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	356	79.3608464	22.34642074	IND	India	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	360	113.9174	-0.994582204	IDN	Indonesia	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	MALE	PERCENT										5.208333								2009	5.208333	Time Use Survey in Urban Areas	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	2	ANNUAL	FEMALE	PERCENT										21.041667								2009	21.041667	Time Use Survey in Urban Areas	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	MALE	PERCENT								4.166667										2007	4.166667	Time use survey in Iraq as Module of Iraq Household Socio-Economic Survey - HSES	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	368	43.76606267	33.05013795	IRQ	Iraq	2	ANNUAL	FEMALE	PERCENT								24.097222										2007	24.097222	Time use survey in Iraq as Module of Iraq Household Socio-Economic Survey - HSES	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	MALE	PERCENT						8.958333												2005	8.958333	The Irish National Time-Use Survey 2005	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	372	-7.121425272	53.25274054	IRL	Ireland	2	ANNUAL	FEMALE	PERCENT						20.555556												2005	20.555556	The Irish National Time-Use Survey 2005	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	376	34.62277992	31.06164552	ISR	Israel	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	MALE	PERCENT				6.388889						6.736111								2009	6.736111	National Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	380	12.57022427	42.79917282	ITA	Italy	2	ANNUAL	FEMALE	PERCENT				20.625						19.861111								2009	19.861111	National Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	388	-77.31068409	18.15616857	JAM	Jamaica	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	MALE	PERCENT		3.125					2.638889					2.916667					2.916667	2011	2.916667	2011 Survey on Time Use and Leisure Activities	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	392	139.2716103	36.6554539	JPN	Japan	2	ANNUAL	FEMALE	PERCENT		14.861111					14.930556					14.930556					14.930556	2011	14.930556	2011 Survey on Time Use and Leisure Activities	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	MALE	PERCENT	13.819444			17.361111			15.069444						7.708333				7.708333	2012	7.708333	Time use survey in Kazakhstan	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	398	66.65359159	48.01963494	KAZ	Kazakhstan	2	ANNUAL	FEMALE	PERCENT	27.708333			28.472222			26.111111						17.083333				17.083333	2012	17.083333	Time use survey in Kazakhstan	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	400	37.13024774	30.65365973	JOR	Jordan	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	404	37.86096816	0.534797278	KEN	Kenya	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	MALE	PERCENT					2.708333					3.055556					3.263889		3.263889	2014	3.263889	Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	410	127.8610254	36.45201023	KOR	Republic of Korea	2	ANNUAL	FEMALE	PERCENT					14.375					14.236111					14.444444		14.444444	2014	14.444444	Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	414	47.49305029	29.53949468	KWT	Kuwait	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	MALE	PERCENT	13.819444					9.652778					6.319444					9.513889	9.513889	2015	9.513889	Time Budget Survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	2	ANNUAL	FEMALE	PERCENT	27.708333					23.75					18.75					16.805556	16.805556	2015	16.805556	Time Budget Survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	MALE	PERCENT				2.5					2.083333					2.5			2.5	2013	2.5	Lao expenditure and consumption survey 2012/13	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	2	ANNUAL	FEMALE	PERCENT				10.416667					10					10.416667			10.416667	2013	10.416667	Lao expenditure and consumption survey 2012/13	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	422	35.89391711	33.92152458	LBN	Lebanon	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	MALE	PERCENT				6.180556														2003	6.180556	Household Budget Survey (HBS)	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	426	28.25362195	-29.58041814	LSO	Lesotho	2	ANNUAL	FEMALE	PERCENT				15.555556														2003	15.555556	Household Budget Survey (HBS)	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	MALE	PERCENT				6.875														2003	6.875	HETUS	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	428	26.42461876	56.64196636	LVA	Latvia	2	ANNUAL	FEMALE	PERCENT				15.625														2003	15.625	HETUS	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	430	-9.311879038	6.448381009	LBR	Liberia	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	434	18.0295985	27.04042819	LBY	Libya	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	438	9.552985019	47.14167005	LIE	Liechtenstein	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	440	23.90517807	55.33680309	LTU	Lithuania	1	ANNUAL	MALE	PERCENT				8.958333														2003	8.958333	Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	440	23.90517807	55.33680309	LTU	Lithuania	2	ANNUAL	FEMALE	PERCENT				18.680556														2003	18.680556	Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	MALE	PERCENT															7.083333		7.083333	2014	7.083333	Time use of Luxembourg residents	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	442	6.092656563	49.77679538	LUX	Luxembourg	2	ANNUAL	FEMALE	PERCENT															14.444444		14.444444	2014	14.444444	Time use of Luxembourg residents	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	450	46.6982339	-19.38514785	MDG	Madagascar	1	ANNUAL	MALE	PERCENT		3.819444																2001	3.819444	Module on the use of time	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	450	46.6982339	-19.38514785	MDG	Madagascar	2	ANNUAL	FEMALE	PERCENT		15.625																2001	15.625	Module on the use of time	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	454	33.4884625	-13.40819859	MWI	Malawi	1	ANNUAL	MALE	PERCENT						1.25												2005	1.25	2nd Malawi Integrated household survey (IHS2)	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	454	33.4884625	-13.40819859	MWI	Malawi	2	ANNUAL	FEMALE	PERCENT						8.680556												2005	8.680556	2nd Malawi Integrated household survey (IHS2)	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	458	116.8346314	5.452415309	MYS	Malaysia	1	ANNUAL	MALE	PERCENT				5.972222														2003	5.972222	Unpaid work survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	458	116.8346314	5.452415309	MYS	Malaysia	2	ANNUAL	FEMALE	PERCENT				19.097222														2003	19.097222	Unpaid work survey	CA
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	462	73.09672546	-0.614385021	MDV	Maldives	1	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	462	73.09672546	-0.614385021	MDV	Maldives	2	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPD	Proportion of time spent on unpaid domestic and care work	466	-3.522016039	17.35311254	MLI	Mali	1	ANNUAL	MALE	PERCENT									2.5									2008	2.5	Malian Survey on Time Use	CA
