series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	PERCENT	95.3	94.5		97.6	96.2	96.2	96.3	96.2	96.7	96.4	96.9	98.4	96.9	96.7	97	97.2	99.3	99	98.8	99.8	99.7	99.6	99.3	99.7				99.5	2013	99.7	Ministry of Health. Annual Report 2013. Suva, Fiji; 2014	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	PERCENT	98.8		98.6	98.6	98.5	98.5	98.4	98.4	98.3	98.4	98.4	98.5	99.8	99.8	99.8	99.8	99.8	99.8	99.8	99.8	99.8	99.7	99.8		99.7	99.9		99.8	2015	99.9	Perinataalitilasto - synnyttäjät, synnytykset ja vastasyntyneet 2015 -Perinatalstatistik - föderskor, förlossningar och nyfödda 2015 -Perinatal statistics: parturients, deliveries and newborns 2015. Statistical report 16/2016 Official Statistics of Finland, Health; 2016.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	PERCENT				99								99.6			98	97.9	98.3	98.1	98	97.9	97.5	96.2	97.1	98.3				97.7	2013	98.3	National Institute of Statistics and Economic Studies (Institut National de la Statistique et des Études Économiques: INSEE). Conditions d'accouchement selon le groupe d'âges de la mère  (website accessed 18 Oct. 2016 - http://www.insee.fr/en/insee-statistique-publique/default.asp).	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	PERCENT														60.6			78.4						87.4					87.4	2012	87.4	Ministry of Health (Djibouti), Institute of Statistics and Demographic Studies, and League of Arab States. Second Djibouti Survey of Family Health EDSF/PAPFAM
2-2012: Final Report (French). Cairo; 2012.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	PERCENT											85.5												89.3					89.3	2012	89.3	Direction Générale de la Statistique (DGS) et ICF International. Enquête Démographique et de Santé du Gabon 2012. Calverton, Maryland, et Libreville, Gabon: DGS et ICF International, 2013.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	PERCENT	96.6	91.3	91.1	90.8					96	96.4	95.5	96.6	97.4	97.2	97.5	98.3	98.8	99.4	99.6	99.7	99.6	99.8	99.8	99.9	99.9			99.8666666666667	2014	99.9	Ministry of Labour, Health and Social Affairs. Health Care, Statistical Yearbook 2014 Georgia. Tbilisi: National Centre for Disease Control and Public Health; 2015.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	PERCENT	44.1										51.6						52.1				56.1			57.2				57.2	2013	57.2	Gambia Bureau of Statistics, MEASURE DHS ICF International. Gambia Demographic and Health Survey 2013. Preliminary Report. ICF International Calverton, Maryland, USA, 2013.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	PERCENT							94.9				97.4				98.3		96.6				99				99.6			99.6	2014	99.6	Palestinian Central Bureau of Statistics. Palestinian Multiple Indicator Cluster Survey 2014, Final Report, Ramallah, Palestine; 2015.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	PERCENT										98.7	98.6	98.6	98.6	98.6	98.2	98.2	98.4	98.4	98.5	98.3	98.3	98.3	98.5	98.5	98.5			98.5	2014	98.5	Gesellschaft für Qualität in der außerklinischen Geburtshilfe QUAG e.V. Qualitätsbericht 2014. Außerklinische Geburtshilfe in Deutschland. QUAG e.V. – Geschäftsstelle, Storkow; 2016.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	PERCENT				43.8					44.3					47.1			49.7	55.2	54.7			67.2			70.8			70.8	2014	70.8	Ghana Statistical Service (GSS), Ghana Health Service (GHS), ICF International. Ghana Demographic and Health Survey 2014. Rockville, Maryland, USA: GSS, GHS, ICF International; 2015.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	PERCENT	60				72				85		85		76			63			65	79.8	98.3								2010	98.3	Western Pacific Country Health Information Profiles 2011 Revision. World Health Organization, Regional Office for the Western Pacific, 2011.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	PERCENT									99	99	100			100		100		98.8		100		100	99	99	99			99	2014	99	Pan American Health Organization/World Health Organization, Communicable Diseases and Health Analysis/Health Information and Analysis. Health Situation in the Americas: Basic Indicators 2015. Washington, D.C., United States of America; 2015.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	PERCENT						34.8				40.6			41.4							51.5	52.3			62.8		65.5		64.15	2015	65.5	Ministerio de Salud Pública y Asistencia Social (MSPAS), Instituto Nacional de Estadística (INE), ICF International. Encuesta Nacional de Salud Materno Infantil 2014-2015. Ciudad de Guatemala, Guatemala; 2015.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	PERCENT			30.5							34.8				48.7		38		46.1					45.3					45.3	2012	45.3	Institut National de la Statistique, Ministère du Plan Ministère d’Etat de la Santé et de l’Hygiène Publique Conakry, Guinée Measure DHS. Enquête Démographique et de Santé et à Indicateurs Multiples (EDS-MICS-IV) Guinée 2012. ICF International Calverton, Maryland, U.S.A; 2013.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	PERCENT											82.9				95.9	96.7	80.9	93.3	96	87.4					85.7			85.7	2014	85.7	Bureau of Statistics, Ministry of Health, UNICEF. Guyana Multiple Indicator Cluster Survey 2014. Georgetown, Guyana: Bureau of Statistics, Ministry of Health, UNICEF; 2015.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	PERCENT						20.6					23.8						26.1						37.3	48.6				42.95	2013	48.6	Republique d'Haiti, Ministère de la Sante Publique et de la population, Unite d'Etudes et de Programmation. Rapport Statistique 2013. Ministère de la Sante Publique et de la population; 2014.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	PERCENT			46.9				54.9					55.7					66.3						82.8					82.8	2012	82.8	Secretaría de Salud [Honduras], Instituto Nacional de Estadística (INE) e ICF International. Encuesta Nacional de Salud y Demografía 2011-2012. Tegucigalpa, Honduras: SS, INE e ICF International; 2013.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	PERCENT	99.4	99.4	99.5	99.4	99.4	99.4	99.5	99.5	99.5	99.5	99.5	99.6	99.6	99.6	99.6	99.6	99.7	99.6	99.5	99.6	99.1	99	99	99.1	99.2			99.1	2014	99.2	UNICEF Regional Office for CEE/CIS. Transformative Monitoring for Enhanced Equity (TransMonEE) 2016 Database. (Data downloaded from www.transmonee.org on  17.10.2016)	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	356	79.3608464	22.34642074	IND	India	1	ANNUAL	PERCENT				34.2						42.3	42.5						46.6		52.3						81.4			81.4	2014	81.4	Ministry of Women and Child Development, UNICEF. Rapid Survey on Children (RSOC) 2013-14. National Report. India; 2016.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	PERCENT		31.7			36.5			43.2						66.3				73					83.1	87.4				85.25	2013	87.4	Ministry of Health Indonesia. Basic Health Research RISKESDAS 2013. National Institute of Health Research and Development Ministry of Health, Government of Indonesia; 2013.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	PERCENT								86.1			89.6					97.3					96.4								2010	96.4	Rashidian A, Khosravi A, Khabiri R, Khodayari-Moez E, Elahi E, Arab M and Radaie Z. Islamic Republic of Iran’s Multiple Indicator Demographic and Health Survey (IrMIDHS) 2010. Tehran: Ministry of Health and Medical Education; 2012.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	PERCENT											65.2						88.5	79.7				90.9							2011	90.9	Central Statistical Organization (CSO), Kurdistan Regional Statistics Office (KRSO), Ministry of Health, United Nations Children’s Fund. Iraq Multiple Indicator Cluster Survey 2011 -  Iraq, 2012.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	PERCENT										99.5	99.6	99.6	99.5	99.6	99.7	99.7	99.7	99.7	99.8	99.8	99.8	99.8	99.8	99.8	99.7			99.7666666666667	2014	99.7	Health Research and Information Division, the Economic and Social Research Institute. Perinatal Statistics Report 2014. Dublin, Ireland; 2016.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	PERCENT											99.8		99.6	99.6	99.8	99.8	99.8	99.6	99.8	99.8	99.9	99.9		99.9				99.9	2013	99.9	Ministero della Salute - Direzione Generale del Sistema Informativ - Ufficio di Direzione Statistica. Certificato di assistenza al parto (CeDAP) - Analisi dell’evento nascita - Anno 2013. Roma, Italy; 2014.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	PERCENT					45.4					47.1	62.8				68	55.1	56.8						59.4					59.4	2012	59.4	Institut National de la Statistique (INS) et ICF International. Enquête Démographique et de Santé et à Indicateurs Multiples de Côte d’Ivoire 2011-2012. Calverton, Maryland, USA: INS et ICF International, 2012.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	PERCENT				93.4				94.6					96.9			96.7				98.3		99.1							2011	99.1	Statistical Institute of Jamaica (STATIN), UNICEF. Jamaica Multiple Indicator Cluster Survey 2011. Final Report. Kingston, Jamaica: STATIN; UNICEF; 2013.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	PERCENT	99.9					99.9					99.8	99.8	99.8	99.8	99.8	99.8	99.8	99.8	99.8	99.8	99.8	99.8	99.8		99.8			99.8	2014	99.8	Ministry of Health, Labour and Welfare. Vital Statistics. Japan; 2014. [cited 2016 January 26].	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	PERCENT	99	98.1	98.9	98.6	98.3	99.6	98.1	97.6	98	99.1	98.3	98.5	98.9	99.4	99.4	99.4	99.8		99.3	99.4	99.4	99.9	100	100	100			100	2014	100	UNICEF Regional Office for CEE/CIS. Transformative Monitoring for Enhanced Equity (TransMonEE) 2016 Database. (Data downloaded from www.transmonee.org on  17.10.2016)	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	PERCENT	87.2							96.7					99.5					99.1					99.6					99.6	2012	99.6	Department of Statistics [Jordan] and ICF International. Jordan Population and Family Health Survey 2012. Calverton, Maryland, USA: Department of Statistics and ICF International; 2013.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	PERCENT				45.4					44.3		42.6			41.6						43.8					61.8			61.8	2014	61.8	Kenya National Bureau of Statistics, Ministry of Health, National AIDS Control Council, Kenya Medical Research Institute, National Council for Population and Development, Nairobi, Kenya, The DHS Program. Kenya Demographic and Health Survey 2014. Rockville, Maryland, USA: ICF International; 2015.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	PERCENT											96.7				97.1					100									2009	100	Central Bureau of Statistics, UNICEF. Multiple Indicator Cluster Survey 2009. Final Report. Democratic People's Republic of Korea, 2010.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	PERCENT		97.9			98.4			99.6			99.9			99.9						99.9			99.8			100		99.9	2015	100	Korea Institute for Health and Social Affairs. The 2015 National Survey on Fertility, Family Health and Welfare in Korea. Republic of Korea; 2016.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	PERCENT							98.1								98.3	98.6	98.7	98.7	98.7	98.7	98.6	98.8	98.8	98.7	98.7			98.7333333333333	2014	98.7	Central Statistical Office. Annual Bulletin for Vital Statistics - Birth and Deaths 2014. Kuwait; 2015.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	PERCENT	98.9	98.9	98.7	98.3	98.2	98	98.1	98.1	98.5	98.5	98.6	98.7	98.8	98.9	98.2	97.9	97.6	98.4	98.5	98.5	98.3	98.6	99.1	99	98.4			98.8333333333333	2014	98.4	National Statistical Committee of the Kyrgyz Republic and UNICEF. Kyrgyzstan Multiple Indicator Cluster Survey 2014, Final Report. Bishkek, Kyrgyzstan: National Statistical Committee of the Kyrgyz Republic and UNICEF; 2016.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	PERCENT											16.7					14.6	18.9						40.1					40.1	2012	40.1	Ministry of Health (MoH), Lao Statistics Bureau (LSB). The Lao Social Indicator Survey LSIS (MICS/DHS) 2011-12 (Multiple Indicator Cluster Survey/Demographic and Health Survey). Ministry of Health and Lao Statistics Bureau; 2012.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	PERCENT							89				99.9				98.2														2004	98.2	Central Administration of Statistics, The Arab League (The Pan Arab Project for Family Health). Lebanon Family Health Survey 2004. Principal Report. Lebanon, 2006.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	PERCENT					37.6						48.1				55.4					61.5					77.9			77.9	2014	77.9	Ministry of Health [Lesotho] and ICF International. Lesotho Demographic and Health Survey 2014. Maseru, Lesotho: Ministry of Health and ICF International; 2016.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	PERCENT																		99.4	99.1	98.9	98.8	98.6	98.6	98.4	98.1			98.3666666666667	2014	98.1	Centre of Health Economics. Statistical Yearbook of Health Care in Latvia 16th edition, 2014. Riga, Latvia; 2015.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	PERCENT											50.9							46.3						61.1				61.1	2013	61.1	Liberia Institute of Statistics and Geo-Information Services (LISGIS), Ministry of Health and Social Welfare [Liberia], National AIDS Control Program [Liberia], and ICF International. Liberia Demographic and Health Survey 2013. Monrovia, Liberia: Liberia Institute of Statistics and Geo- Information Services (LISGIS) and ICF International; 2014.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	PERCENT						94.4												98.3			99.9								2010	99.9	Vital Statistics 2010. Bureau of Statistics and Census, Libya, 2011.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	440	23.90517807	55.33680309	LTU	Lithuania	1	ANNUAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100			100	2014	100	UNICEF Regional Office for CEE/CIS. Transformative Monitoring for Enhanced Equity (TransMonEE) 2016 Database. (Data downloaded from www.transmonee.org on 17.10.2016)	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	PERCENT														99.9						99.9									2009	99.9	Ministère de la Santé – Centre de Recherche Public de la Santé. Surveillance de la santé périnatale au Luxembourg. Évolution de 2001 à 2011. Luxembourg, 2013.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	450	46.6982339	-19.38514785	MDG	Madagascar	1	ANNUAL	PERCENT			57					47.3			47				51.3					43.9				44.3				44.3	2013	44.3	l’Institut National de la Statistique, l’Office National de Nutrition (ONN). L’Enquête Nationale sur le Suivi des indicateurs des Objectifs du Millénaire pour le Développement 2012-2013 (ENSOMD). Madagascar; 2014.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	454	33.4884625	-13.40819859	MWI	Malawi	1	ANNUAL	PERCENT			54.8								55.6				56.1		53.6				71.4				87.4		89.8	88.6	2016	89.8	National Statistical Office (NSO) [Malawi] and ICF International. Malawi Demographic and Health Survey 2015-16: Key Indicators Report. Zomba, Malawi, and Rockville, Maryland, USA. NSO and ICF International; 2016.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	458	116.8346314	5.452415309	MYS	Malaysia	1	ANNUAL	PERCENT	92.8					95.1			96.2		96.6	96.8	97	97.6	98	98.1	98.4	98.6	98.6	98.6	98.6	98.6	98.7	98.8	99			98.8333333333333	2014	99	Ministry of Health. Health Indicators 2015: Indicators for Monitoring and Evaluation of Strategy Health for All. Malaysia; 2015.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	462	73.09672546	-0.614385021	MDV	Maldives	1	ANNUAL	PERCENT															84	91.6	94.2	96.3	98.3	94.8	98.2	98.8	95.5					95.5	2012	95.5	Ministry of Health. The Maldives Health Statistics 2013. Male', Republic of Maldives; 2014.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	466	-3.522016039	17.35311254	MLI	Mali	1	ANNUAL	PERCENT							40					40.6					49												2006	49	Cellule de Planification et de Statistique du Ministère de la Santé (CPS/MS), Direction Nationale de la Statistique et de l’Informatique du Ministère de l’Économie, de l’Industrie et du Commerce (DNSI/MEIC) et Macro International Inc. Enquête Démographique et de Santé du Mali 2006. Calverton, Maryland, USA: CPS/DNSI et Macro International Inc., 2007.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	470	14.44617519	35.89194275	MLT	Malta	1	ANNUAL	PERCENT												99.9	99.5	99.5	99.9	99.7	98.8	99.8	99.9	99.8	99.8	99.8	99.5	99.9				99.7	2013	99.9	Department of Health Information and Research (DHIR). National Obstetric Information System (NOIS). Annual Report – 2014. Malta; 2015.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	474	-60.91544135	14.56086108	MTQ	Martinique	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	478	-10.33187259	20.26089546	MRT	Mauritania	1	ANNUAL	PERCENT		40										53.4						57.1				65.1							2011	65.1	Office National de la Statistique, UNICEF.  Mauritanie  Enquête par grappes à indicateurs multiples 2011. Rapport Final. Mauritanie; 2014.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	480	57.568022	-20.28581998	MUS	Mauritius	1	ANNUAL	PERCENT	91.1	94.5	96.5	96.3	97.7	98.1	97.5	97.8	98.5	99.8	99.7			98.4		99.2			99.5	99.4	99.5		99.5		99.8			99.65	2014	99.8	Health Statistics Unit, Ministry of Health and Quality of Life. Health Statistics Report 2014. Island of Mauritius and Island of Rodrigues; 2015.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	484	-102.5148166	23.93378032	MEX	Mexico	1	ANNUAL	PERCENT											88.6						93.4			95.3			99.6		95.6			97.6	2014	95.6	Instituto Nacional de Estadística y Geografía (INEGI), Consejo Nacional de Poblacion (CONAPO). Encuesta Nacional de la Dinámica Demográfica 2014 Principales Resultados. 2015.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	492	7.424214814	43.73532918	MCO	Monaco	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	496	103.0728057	46.83892054	MNG	Mongolia	1	ANNUAL	PERCENT									97.1		96.6			98.6	99.7	99.2			99.4		98.8			98.9				98.9	2013	98.9	National Statistical Office. Social Indicator Sample Survey 2013. Ulaanbaatar, Mongolia: National Statistical Office; 2015.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ANNUAL	PERCENT	100	100	100	100	100	100	100	99.1	98	98	98	99	99.6	99.4	99.3	99.5	99.6	99.6	99.5	99.7	99.2	99.4	99.2	99.8	99.7			99.5666666666667	2014	99.7	UNICEF Regional Office for CEE/CIS. Transformative Monitoring for Enhanced Equity (TransMonEE) 2016 Database. (Data downloaded from www.transmonee.org on 17.10.2016)	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	499	19.25214024	42.78717043	MNE	Montenegro	1	ANNUAL	PERCENT											99.1	96.6	98	98.9	98.3	99	87.2	99.7	99.9	99.5				99				99	2013	99	Statistical Office of Montenegro (MONSTAT), UNICEF. 2013 Montenegro Multiple Indicator Cluster Survey and 2013 Montenegro Roma Settlements Multiple Indicator Cluster Survey, Final Report. Podgorica, Montenegro: Statistical Office of Montenegro (MONSTAT), UNICEF; 2014.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	500	-62.19261223	16.73558313	MSR	Montserrat	1	ANNUAL	PERCENT																																
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	504	-6.281942841	31.8440131	MAR	Morocco	1	ANNUAL	PERCENT			31			39.6		45.6							62.6						74.1	73.6							2011	73.6	Ministère de la Santé (MS). Enquête Nationale sur la Population et la Santé Familiale (ENPSF) 2011 - rapport préliminaire. Maroc, 2012.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ANNUAL	PERCENT								44.2						47.7					55.3			54.3							2011	54.3	Instituto Nacional de Estatística, Ministério da Saúde, ICF International/Measure DHS. Moçambique Inquérito Demográfico e de Saúde 2011 - relatório preliminar. Calverton, MD USA, 2012.	C
2017.Q2.G.01	SH_STA_BRTC	Proportion of births attended by skilled health personnel, total (%)	512	57.87743482	21.98805614	OMN	Oman	1	ANNUAL	PERCENT						91.1					94.7					98	98	99	98.6	98.6	98.6	98.6	98.6	98.6	99.1			98.7666666666667	2014	99.1	National Centre for Statistics and Information. Multiple Indicator Cluster Survey 2014, Key Findings, Muscat, Oman: National Centre for Statistics and Information; 2015.	C
