series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	PERCENT		2.837601	2.744789	4.084437	2.755669	2.388758	2.215388	2.282395	2.32176	2.156966	2.229361	2.086884	2.530108	3.965612	3.714467	3.647798	3.703026	3.377728	3.035559	3.09468	2.892142	2.611456	2.457507	2.44988	2.236548	3.665095	2.6840972	2015	3.665095		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	PERCENT	0.014715	0.029522	0.041381	0.069275	0.08954	0.090175	0.10059	0.115371	0.124083	0.091083	0.119395	0.106876	0.053603	0.092182	0.088346	0.11659	0	0	0	0	0	0	0	0	0	0	0	2015	0		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	PERCENT								8.089922	10.319634	12.885602	6.73534	6.791104	6.665008	6.224765	6.996507	6.956941	8.099624	8.680593	8.323701	10.324505	10.172548	10.719191	11.170404	12.052535	12.032456	10.445406	11.2839984	2015	10.445406		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	PERCENT														11.101751	10.495904	9.5012	9.735394	6.967652	6.710875	8.860496	12.147788	11.933527	15.449894	19.993012	21.279931	19.247308	17.5807344	2015	19.247308		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	PERCENT						17.731814	15.905091	16.578009	26.571278	26.124922	20.025226	20.124946	21.704683	7.814465	9.206283	7.830151	9.451056	10.871144	11.099489	10.390962	10.401986	10.9152	15.400195	12.014207	14.191563	13.247696	13.1537722	2015	13.247696		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	PERCENT	0.276269	0.25904	0.231743	0.212404	0.199863	0.174508	0.173521	0.173878	0.190075	0.196792	0.184836	0.198962	0.223594	0.229253	0.230948	0.239944	0.249206	0.284013	0.292455	0.360832	0.37432	0.442026	0.448603	0.435531	0.439544	0.456736	0.444488	2015	0.456736		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	PERCENT	0.101882	0.093989	0.113815	0.169285	0.288361	0.266191	0.39654	0.377287	0.394334	0.397702	0.650143	0.86378	0.705768	0.852943	0.927461	0.924226	0.515713	0.474028	0.442056	0.44059	0.422232	5.395094	5.139506	3.899147	5.199409	13.271168	6.5808648	2015	13.271168		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	PERCENT																															
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	PERCENT	12.920045	12.749619	12.618013	13.004701	12.583119											0	11.141377	9.889088	9.564354	10.10489	9.737316	9.177816	8.989877	9.191436	8.59228	9.984513	9.1871844	2015	9.984513		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	PERCENT	1.856144	2.066705	2.177679	2.440054	2.47509	2.400672	2.110905	2.138901	1.850782	1.602419	1.685803	1.478802	1.078413	0.774446	0.516336	0.492409	0.564406	0.779823	0.75795	0.612219	0.50077	0.412188	0.277293	0.335506	0.311213	0.22007	0.311254	2015	0.22007		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	PERCENT																															
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	PERCENT	8.130476	3.426653	3.425982	7.336096	9.992926	13.664879	14.009	13.55819	12.43534	11.71708	4.659859	4.671224	4.581504	4.277083	8.030315	3.859255	4.071931	3.773795	3.493089	3.585295	3.693193	3.717827	3.662334	3.518502	3.252495	3.012566	3.4327448	2015	3.012566		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	PERCENT																															
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	PERCENT																															
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	PERCENT	1.551609	1.901958	2.208634	2.112291	2.191287	2.439359	2.394919	2.293411	2.353643	2.541691	3.090893	3.388545	7.701881	9.795604	10.963772	11.269549	12.239366	12.418103	11.395396	10.651859	10.236867	9.492785	9.983742	9.988782	9.941701	10.303115	9.942025	2015	10.303115		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	PERCENT	0.673888	0.451094	0.281006	0.148213	0.014483	0.020034	0.027707	0.039114	0.138781	0.173805	0.038942	0.307607	0.514979	3.222048	1.135735	1.415355	1.006268	0.364523	1.36232	1.128652	0.976783	1.272852	1.169884	1.492524	1.404122	1.388374	1.3455512	2015	1.388374		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	PERCENT			0.276962	0.273586	0.247747	0.273476	2.06973	2.002301	1.951136	2.950681	3.830676	3.202728	7.059206	13.384024	19.468806	24.4022	14.952619	16.002438	14.24614	12.937913	16.279701	15.997811	16.458543	10.974981	10.71332	9.270461	12.6830232	2015	9.270461		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	PERCENT									8.789164	10.160757	14.618701	17.338774	19.459166	27.395815	26.331641	22.878712	22.347002	20.765033	20.916962	20.890228	22.254372	20.638574	20.434499	21.07059	22.487762	25.048233	21.9359316	2015	25.048233		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	PERCENT																															
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	PERCENT																															
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	PERCENT	2.063052	2.691917	3.275345	1.832285	2.592971	3.170502	3.89932	4.074461	4.32508	6.110699	6.679753	8.068351	10.307282	10.630946	13.327421	18.66408	21.557383	21.291564	20.459753	17.101447	16.64314	15.980083	15.87111	16.86376	17.385695	17.953123	16.8107542	2015	17.953123		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	PERCENT									0.090973	0.078697	0.078954	0.090226	0.072456	0.074165	0.141843	0.163442	0.151927	0.14975	0.162052	0.162485	0.148519	0.141497	0.13967	0.130682	0.127889	0.125067	0.132961	2015	0.125067		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	PERCENT						0.327463	0.362355	0.45202	0.452924	0.434532	0.467072	0.451143	0.342784	0.292644	1.595791	1.69906	1.806057	1.658633	1.603494	1.344579	1.588468	1.988073	2.772417	3.4147	3.382292	3.629395	3.0373754	2015	3.629395		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	PERCENT	0.954672	0.937656	0.894037	0.92302	0.737495	0.871741	0.980467	0.917211	0.894748	0.95428	0.399662	0.483007	0.704057	0.433303	0.444889	0.393899	0.470928	0.516477	0.680529	0.729275	1.021937	1.027671	1.075096	1.310936	1.238176	1.22986	1.1763478	2015	1.22986		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	356	79.3608464	22.34642074	IND	India	1	ANNUAL	PERCENT	0.729847	1.196727	0.987997	1.239572	1.758688	1.697488	2.192589	2.44138	2.210964	2.382753	2.703151	2.889543	3.003184	3.395962	2.598499	2.652206	2.985264	3.098628	4.210693	3.716598	3.22837	3.428384	3.76277	3.75537	3.446304	3.28862	3.5362896	2015	3.28862		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	PERCENT	0.156396	0.111471	0.178869	0.218978	0.253827	0.322067	0.350091	0.336039	1.003892	0.792135	0.721241	0.651929	0.643419	0.634107	0.726654	1.895843	1.569616	1.428529	1.331599	1.258925	0.915919	0.775387	0.785754	0.834435	0.960279	1.120639	0.8952988	2015	1.120639		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	PERCENT				2.353177	1.670345	1.65942	0.546494	0.351126	0.61663	0.446207	0.489088	0.537521	0.661603	0.767203	0.561794	0.46942	0.399001	0.330395	0.280722	0.268686	0.252464	0.224648	0.226495	0.259958	0.312701		0.2559505	2014	0.312701		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	PERCENT																1.423484	0.597019	0.003489	0.05387	0.136126	0.127566	0.120054	0.124311	0.309825	0.31889	0.557843	0.2861846	2015	0.557843		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	PERCENT	0.578821	0.557045	0.575831	0.566664	0.566231	0.501326	0.4777	0.379344	0.303695	0.298823	0.252274	0.223608	0.24707	0.205211	0.213497	0.242139	0.232219	0.218306	0.230354	0.242943	0.297332	0.314036	0.310153	0.30027	0.28067	0.211897	0.2834052	2015	0.211897		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	PERCENT	1.546761	1.481825	1.763993	1.916252	2.14585	0.701419	0.582287	0.580388	0.384675	0.414803	0.137768	0.149597	0.137581	0.135069	0.219837	0.263866	0.316352	0.322837	0.289905	0.243669	0.244487	0.227489	0.265834	0.260744	0.278201	0.284922	0.263438	2015	0.284922		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	PERCENT	0.43102	0.297795	0.225728	0.251601	0.220828	0.20189	0.197464	0.184278	0.167058	0.160069	0.163765	0.18644	0.17189	0.128321	0.11632	0.125123	0.131566	0.139029	0.30766	0.321969	0.375358	0.383349	0.442366	0.437813	0.469189	0.522483	0.45104	2015	0.522483		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	PERCENT	0.411658	0.395265	0.443997	0.521142	1.328068	1.37323	1.210978	1.163427	1.130409	1.111454	1.113343	1.036446	0.972651	0.925114	0.961665	0.955075	0.936816	0.907864	0.821123	1.29782	1.500844	1.562563	1.357617	1.230383	1.124182	1.211204	1.2971898	2015	1.211204		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	PERCENT	4.980158	4.453212	6.106105	4.922047	10.638034	11.300705	10.978644	9.795546	8.689767	8.981595	9.829355	11.516388	12.807709	14.67745	15.773831	15.722629	16.15834	16.547686	15.766212	15.69478	15.360905	14.581302	14.647167	15.212962	16.325059	16.555899	15.4644778	2015	16.555899		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	PERCENT		0.014366	0.015106	0.017589	0.017814	0.021122	0.0254	0.030475	0.030726	0.024313	0.015824	0.029035	0.027384	0.018246	0.016065	0.019031	0.02598	0.03065	0.034387	0.03048	0.029552	0.03462	0.04094	0.045849	0.077008	0.083737	0.0564308	2015	0.083737		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	PERCENT						0.569835	0.423573	0.26843	0.326628	0.379353	0.368863	0.383878	0.451557	0.136856	0.132967	0.108575	0.103192	0.136377	0.094101	0.171888	0.152354	0.093294	0.085644	0.087461	0.103215	0.105482	0.0950192	2015	0.105482		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	PERCENT	12.001601	10.31032	15.884152	18.554753	17.536855	21.422946	24.563299	25.107658	20.527294	21.498903	21.815448	22.414898	22.284831	21.593889	20.052016	19.230589	18.5558	19.440431	15.975726	14.548511	13.710145	12.773613	12.439071	15.904155	17.779137	14.255541	14.6303034	2015	14.255541		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	PERCENT	1.624524	1.522178	1.39893	2.053969	1.920498	3.297692	2.39435	2.682114	2.467859	3.347081	4.233647	0.392071	0.434626	0.441781	2.334908	2.268083	2.208897	2.018912	1.859074	1.705659	1.714408	2.226633	2.402336	2.367076	2.34683	2.461308	2.3608366	2015	2.461308		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	PERCENT																															
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	PERCENT	0.847389	0.805718	0.821834	0.736498	0.673005	0.624051	0.602158	0.778629	1.487402	0.967521	0.802392	0.844439	0.840843	0.861061	0.773519	0.576571	0.476973	0.456916	0.693701	0.663274	0.533184	0.547376	0.53737	0.494437	0.464135	0.468367	0.502337	2015	0.468367		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	PERCENT																					0.004166	0.003659	0.001502	0.002426	0.002361	0.030047	0.007999	2015	0.030047		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	PERCENT				0.088005	0.059607	0.074834	0.133511	0.154989	1.500398	1.479294	0.163812	0.297285	1.886674	3.66479	8.096522	12.732467	16.691733	18.513936	23.799275	20.937121	26.410116	27.569514	30.754446	31.056436	30.032114	25.68076	29.018654	2015	25.68076		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	PERCENT	1.259301	1.011587	0.957611	0.911317	0.647834	1.253164	2.42305	2.335416	3.905707	0.041253	0.038124	0.039272	0.041481	0.037847	0.033978	0.030341	0.122716	0.146905	0.326504	0.644212	0.586075	1.335115	0.625431	0.532878	0.341712	0.751862	0.7173996	2015	0.751862		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	PERCENT													13.2854	23.617083	26.682779	23.132337	23.86747	23.474033	24.906789	21.50887	18.190119	17.249639	15.440867	17.060151	15.724133	15.887999	16.2725578	2015	15.887999		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	PERCENT	71.741616	62.056026	54.803042	47.960587	36.39639	40.975599	40.972806	37.950704	31.733705	30.230742	53.825856	48.595814	50.102125	48.095845	41.499538	35.62595	34.101588	34.959811	30.69794	29.3007	25.505318	23.226185	20.799437	18.521117	14.975279	16.048219	18.7140474	2015	16.048219		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	PERCENT							0.682926	0.700448	0.688503	0.645145	3.176917	3.276684	4.21782	6.155965	6.841605	2.24073	2.237794	1.781727	5.394839	6.057834	5.292032	5.294643	5.340289	5.303007	4.981203	5.015235	5.1868754	2015	5.015235		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	PERCENT															12.312382	5.79181	13.048207	8.386319	6.837584	2.174346	2.432339	23.294541	29.719965	19.697534	25.119975	31.211887	25.8087804	2015	31.211887		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	PERCENT											0.023517	0.029317	0.034177	0.030458	0.030191	0.03169	0.029111	0	0	0	0	0					0	2011	0		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ANNUAL	PERCENT																															
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	440	23.90517807	55.33680309	LTU	Lithuania	1	ANNUAL	PERCENT						0.013912	0.030709	0.028927	0.030471	0.027295	0.432807	0.645991	0.76513	0.610735	2.547685	2.853251	3.289718	3.607012	3.271461	3.3094	4.506557	4.489984	3.516822	4.433481	4.351703	3.314759	4.0213498	2015	3.314759		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	PERCENT						3.389941	3.26855	3.295419	3.248067	2.934789	2.706545	2.738286	3.546762	3.581756	3.427667	3.242462	3.213118	2.926972	2.956029	3.289227	3.124684	2.975937	2.980252	3.053099	2.84485	2.879227	2.946673	2015	2.879227		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ANNUAL	PERCENT													0.636654	0.58256	0.503844	0.439538	0.375026	0.296534	0.246679	0.225288	0.166598	0.131552	0.109014	0.094394	0.086686	0.123572	0.1090436	2015	0.123572		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	450	46.6982339	-19.38514785	MDG	Madagascar	1	ANNUAL	PERCENT	0.25542	0.49492	0.503061	0.401794	0.428075	0.436903	0.283455	0.343635	0.30658	0.312628	0.29064	0.240007	0.666861	0.296519	0.263676	2.285391	3.171406	4.101998	3.980753	3.947207	6.266195	4.026919	3.999291	4.032196	4.005062	4.389529	4.0905994	2015	4.389529		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	454	33.4884625	-13.40819859	MWI	Malawi	1	ANNUAL	PERCENT					0.064893	0.037456	0.02838	0.027971	0.042665	0.042056	0.042838	0.043512	0.024136	0.433513	0.527021	0.616318	0.36993	0.474188	0.313359	0.268861	0.312866	0.317156	0.473254	0.628334	0.635601	0.534365	0.517742	2015	0.534365		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	458	116.8346314	5.452415309	MYS	Malaysia	1	ANNUAL	PERCENT	0.420726	0.264899	0.258756	0.262497	0.160144	0.130541	0.162762	0.194431	0.2627	0.407958	0.365038	0.395656	0.431354	0.518185	0.642782	0.778193	0.839307	0.804058	0.57582	0.559125	0.432492	0.406608	0.41146	0.440295	0.467218	0.554372	0.4559906	2015	0.554372		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	462	73.09672546	-0.614385021	MDV	Maldives	1	ANNUAL	PERCENT	0.790371	0.736292	0.561693	0.403318	0.610755	0.592943	0.601213	0.48248	0.453623	0.372829	0.35187	0.206171	0.22091	0.192849	0.241224	0.201575	0.189869	0.45442	0.296956	0.209872	0.135973	0.12237	0.124981	0.118233	0.112146	0.106063	0.1167586	2015	0.106063		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	466	-3.522016039	17.35311254	MLI	Mali	1	ANNUAL	PERCENT	3.986632	3.41446	4.117418	4.457217	4.956521	4.142399	3.982123	3.400863	2.892208	2.509356	2.476667	2.544285	3.538875	3.26988	2.855436	2.837232	3.070261	4.222122	4.420047	4.456728	4.426975	6.041775	6.650174	6.981126	6.571412	7.01758	6.6524134	2015	7.01758		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	470	14.44617519	35.89194275	MLT	Malta	1	ANNUAL	PERCENT	2.285342	1.527904	1.008967	0.939567	0.785282	0.556649	0.558013	0.446497	0.527171	0.658222	0.406323	0.298488	0.452077	0.472728	5.256248	3.474887	3.088829	2.91004	2.946252	3.04511	2.626938	2.375115	2.161249	1.979787	1.878838	2.056085	2.0902148	2015	2.056085		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	474	-60.91544135	14.56086108	MTQ	Martinique	1	ANNUAL	PERCENT																															
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	478	-10.33187259	20.26089546	MRT	Mauritania	1	ANNUAL	PERCENT	1.344462	0.813157	3.423537	0.181456	0.372041	0.384949	0.302593	0.192118	0.160509																			1998	0.160509		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	480	57.568022	-20.28581998	MUS	Mauritius	1	ANNUAL	PERCENT					3.316342	3.267047	3.618318	4.012067	4.316894	4.14805	3.862474	0.013575	0.013299	0.010227	0.011427	0.009695	0.010369	0.008633	0.006343	0.007235	0.008141	0.004506	0.007387	0.004558	0.006541	0.011235	0.0068454	2015	0.011235		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	484	-102.5148166	23.93378032	MEX	Mexico	1	ANNUAL	PERCENT	1.179248	0.963575	1.017576	0.789542	0.781656	1.270568	1.245332	1.154041	1.295042	1.147398	1.100675	1.400057	1.487331	2.33479	2.578552	2.62503	2.749749	2.576004	2.364667	2.466704	2.100624	2.001871	1.955898	1.837492	1.910533	2.293524	1.9998636	2015	2.293524		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	492	7.424214814	43.73532918	MCO	Monaco	1	ANNUAL	PERCENT																															
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	496	103.0728057	46.83892054	MNG	Mongolia	1	ANNUAL	PERCENT									0.489132	0.68091	1.055505	1.971612	4.032216	8.061193	10.165322	7.012106	4.545676	4.203771	3.994071	4.354826	3.703223	2.398151	2.634365	2.043651	2.086628	2.222155	2.27699	2015	2.222155		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ANNUAL	PERCENT						0.058187	5.142377	5.92776	7.582202	9.554273	13.782675	16.35828	19.411871	24.434329	26.994131	30.621699	34.499002	33.883385	31.182171	24.862016	30.160864	25.845426	27.268709	27.444509	26.003376	23.447812	26.0019664	2015	23.447812		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	499	19.25214024	42.78717043	MNE	Montenegro	1	ANNUAL	PERCENT																0	0	5.355128	6.595042	7.314765	7.273596	7.566266	8.136723	9.483685	9.40049	9.560727	8.8295782	2015	9.560727		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	500	-62.19261223	16.73558313	MSR	Montserrat	1	ANNUAL	PERCENT																															
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	504	-6.281942841	31.8440131	MAR	Morocco	1	ANNUAL	PERCENT	6.647913	6.164834	6.438379	6.188785	5.132537	5.046083	5.017147	4.83637	4.809672	4.655814	5.561285	8.26395	6.811951	6.941289	7.078849	7.361252	7.941879	8.515108	7.452699	6.748437	6.889901	7.158209	6.622723	6.441992	7.365757	6.862828	6.8903018	2015	6.862828		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ANNUAL	PERCENT	2.802426	1.703556	2.531451	2.488702	2.227035	2.343621	1.731065	1.504516	0.950086	0.716639	0.733584	0.877232	1.044514	1.241267	0.841922	0.762468	0.962846	1.06105	1.006921	1.018405	1.140186	0.987496	1.197909	0.951448	0.916596	1.320761	1.074842	2015	1.320761		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	512	57.87743482	21.98805614	OMN	Oman	1	ANNUAL	PERCENT	0.33386	0.343974	0.31329	0.312266	0.301975	0.28264	0.255273	0.246252	0.276883	0.248247	0.199924	0.200554	0.193676	0.180327	0.157537	0.125513	0.104825	0.092697	0.064053	0.080622	0.066526	0.057423	0.05087	0.04942	0.048142	0.055866	0.0523442	2015	0.055866		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	516	17.21907885	-22.13817068	NAM	Namibia	1	ANNUAL	PERCENT	0.479614	0.457981	0.455531	0.451643	0.409665	0.395812	0.342522	0.324255	0.293087	0.267855	0.23438	0.238375	0.224772	0.239108	0.220899	0.241876	0.205976	0.179645	0.159668	0.14897	0.134015	0.123238	0.103629	0.090288	0.079293	0.075815	0.0944526	2015	0.075815		
2017.Q2.G.01	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP	520	166.92313	-0.528742623	NRU	Nauru	1	ANNUAL	PERCENT																															
