series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Units	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	270	-15.39944785	13.45295927	GMB	Gambia	1	15+	ANNUAL	PER_100000_POP	4.260378	4.511943	5.25563	6.189411	7.408749	7.742141	9.472784	9.177738	8.78149	9.194557	8.98476	9.053321	9.0383732	2015	9.053321	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	275	35.25694122	31.94347933	PSE	State of Palestine	1	15+	ANNUAL	PER_100000_POP	8.778687	8.691128	9.068412	9.301484	10.41266	10.85687	10.48363	10.70091	10.50797	10.3225	10.77544	10.97056	10.655476	2015	10.97056	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	276	10.3806066	51.08862743	DEU	Germany	1	15+	ANNUAL	PER_100000_POP	21.26901	20.18391	16.678	16.30282	16.3147	15.85734	15.70429	15.53657	14.16187	14.59826	14.51899	14.05621	14.57438	2015	14.05621	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	288	-1.205623522	7.964825185	GHA	Ghana	1	15+	ANNUAL	PER_100000_POP	3.063165	3.229302	3.600889	4.564421	4.765185	5.091782	5.360789	5.37946	5.676336	5.847602	6.080887	7.167494	6.0303558	2015	7.167494	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	292	-5.347561686	36.13895036	GIB	Gibraltar	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	296	-157.5643005	1.768837732	KIR	Kiribati	1	15+	ANNUAL	PER_100000_POP								5.986232	5.848466	5.700686			5.845128	2013	5.700686	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	300	22.58307827	39.47301873	GRC	Greece	1	15+	ANNUAL	PER_100000_POP	34.05673	35.19951	38.01636	40.04375	42.46534	42.08702	41.11488	39.45996	37.5883	32.4762	28.16747	26.81967	32.90232	2015	26.81967	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	304	-41.39371316	74.75625681	GRL	Greenland	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	308	-61.68248568	12.11238395	GRD	Grenada	1	15+	ANNUAL	PER_100000_POP	38.07751	34.71017	34.20534	33.81897	33.51386	33.23319	32.94676	34.03097	35.07769	34.81311	34.57771	34.38001	34.575898	2015	34.38001	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	316	144.7029305	13.35485404	GUM	Guam	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	320	-91.2312746	15.00273719	GTM	Guatemala	1	15+	ANNUAL	PER_100000_POP	17.5665	17.35329	17.01887	27.12491	29.78323	32.21784	33.0005	33.80703	34.37614	34.68885	34.49718	34.40929	34.355698	2015	34.40929	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	324	-11.28173419	11.00210343	GIN	Guinea	1	15+	ANNUAL	PER_100000_POP	0.680649	0.665045	0.757098	0.824255	1.021652	1.189282	1.297682	1.431495	1.571056	1.627515	2.176754	2.346153	1.8305946	2015	2.346153	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	328	-58.97322037	4.788012784	GUY	Guyana	1	15+	ANNUAL	PER_100000_POP	6.180957	6.195086	6.345003	6.471681	6.585568	6.700644	6.820982	7.467893	7.720696	8.160802	8.392501	8.423196	8.0330176	2015	8.423196	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	332	-72.33640958	18.40426539	HTI	Haiti	1	15+	ANNUAL	PER_100000_POP	3.153636	3.134118	3.063109	2.929168	2.88242	2.868664	2.448745	2.597382	2.693512	2.682307			2.65773366666667	2013	2.682307	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	336	12.45315803	41.90343751	VAT	Holy See	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	340	-86.59974381	14.82243161	HND	Honduras	1	15+	ANNUAL	PER_100000_POP	16.24247	17.1012	19.21195	22.91117	24.35652	23.41717	20.58821	20.92644	23.00427	23.39713	23.28829	21.16078	22.355382	2015	21.16078	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	15+	ANNUAL	PER_100000_POP	23.53858	23.18291	22.99442	23.34495	23.72792	23.48563	23.87859	23.88035	23.36471	22.9708	22.74079	22.32626	23.056582	2015	22.32626	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	348	19.41221519	47.1651448	HUN	Hungary	1	15+	ANNUAL	PER_100000_POP	13.78843	14.80699	16.12747	17.29669	17.93918	17.60341	16.74163	16.41276	16.06626	15.41095	15.51295	15.14606	15.709796	2015	15.14606	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	352	-19.02116966	64.79134763	ISL	Iceland	1	15+	ANNUAL	PER_100000_POP	90.77838	86.03678	77.4706	73.26047	69.69951	60.9105	57.65242	52.27428	47.18684	43.15228	40.30167	37.17741	44.018496	2015	37.17741	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	356	79.3608464	22.34642074	IND	India	1	15+	ANNUAL	PER_100000_POP	8.962884	8.925328	8.895781	9.006096	9.312941	9.601979	10.03761	10.51198	11.18509	11.85445	12.87162	13.54871	11.99437	2015	13.54871	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	360	113.9174	-0.994582204	IDN	Indonesia	1	15+	ANNUAL	PER_100000_POP	5.166451	5.275983	5.720284	5.970075	6.583659	7.647267	8.124068	14.74011	16.92653	17.72089	17.93057	17.76273	17.016166	2015	17.76273	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	15+	ANNUAL	PER_100000_POP	28.42544	27.72493	27.50291	27.64126	28.44231	28.12855	25.93674	29.21778	26.81014	27.3718	27.31015	30.98028	28.33803	2015	30.98028	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	368	43.76606267	33.05013795	IRQ	Iraq	1	15+	ANNUAL	PER_100000_POP			3.365607	3.328951	3.322223	4.662581	5.098247	4.955439	5.409841	5.338483	5.236436	4.879959	5.1640316	2015	4.879959	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	372	-7.121425272	53.25274054	IRL	Ireland	1	15+	ANNUAL	PER_100000_POP	35.69547	34.38624	33.70988	32.9279	33.47318	34.12137	27.96387	26.99957	24.48083	22.90583	21.42278	20.13812	23.189426	2015	20.13812	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	376	34.62277992	31.06164552	ISR	Israel	1	15+	ANNUAL	PER_100000_POP	19.78914	19.6009	19.40493	19.45205	19.8186	19.67348	21.54289	21.8636	21.83883	21.4762	20.84644	20.05673	21.21636	2015	20.05673	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	380	12.57022427	42.79917282	ITA	Italy	1	15+	ANNUAL	PER_100000_POP	56.1823	56.73303	57.96762	59.13166	62.57224	59.66197	58.40362	57.95894	56.42706	53.2533	50.77759	49.49121	53.58162	2015	49.49121	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	15+	ANNUAL	PER_100000_POP	1.394745	1.479426	1.60501	1.855493	2.489977	2.765754	4.381248	4.402169	4.623214	4.549796	4.72795	4.831833	4.6269924	2015	4.831833	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	388	-77.31068409	18.15616857	JAM	Jamaica	1	15+	ANNUAL	PER_100000_POP	7.247162	7.010683	6.976277	6.946391	7.125194	6.774835	6.425751	6.296303	6.212626	5.884727	5.330809	5.424323	5.8297576	2015	5.424323	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	392	139.2716103	36.6554539	JPN	Japan	1	15+	ANNUAL	PER_100000_POP	34.58892	34.37392	34.11281	33.89569	33.84024	33.79883	33.793	33.87113	33.92434	33.88856	33.88086	34.13676	33.94033	2015	34.13676	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	15+	ANNUAL	PER_100000_POP	3.732429	3.959448	3.085081	3.298436	3.496892	3.371745	3.264565	3.329068	3.294145	3.278982	3.390387	2.963414	3.2511992	2015	2.963414	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	400	37.13024774	30.65365973	JOR	Jordan	1	15+	ANNUAL	PER_100000_POP	19.47341	19.01188	18.1791	18.25527	18.05276	17.82305	18.39412	18.54077	18.4959	18.35076	18.28691	18.25775	18.386418	2015	18.25775	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	404	37.86096816	0.534797278	KEN	Kenya	1	15+	ANNUAL	PER_100000_POP	2.975929	2.868759	2.987846	3.68064	4.252843	4.627394	4.782984	5.061733	5.372509	5.497061	5.727	5.853975	5.5024556	2015	5.853975	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	410	127.8610254	36.45201023	KOR	Republic of Korea	1	15+	ANNUAL	PER_100000_POP	16.80586	17.28818	17.82439	18.36036	18.78761	18.28889	18.26217	18.31289	18.41195	18.11816	17.33287	16.92456	17.820086	2015	16.92456	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	414	47.49305029	29.53949468	KWT	Kuwait	1	15+	ANNUAL	PER_100000_POP	13.018	13.83693	14.55294	15.2803	15.28789	15.59512	15.43916	15.68867	14.60856	15.20262	15.19202	14.78549	15.095472	2015	14.78549	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	15+	ANNUAL	PER_100000_POP	5.14595	5.311754	5.332289	6.425069	6.82618	6.919859	6.107048	7.156279	7.703209	7.842708	7.878528	8.271332	7.7704112	2015	8.271332	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	15+	ANNUAL	PER_100000_POP					2.145781	2.371389	2.55985	2.572695	2.727942	2.757599	2.902362	2.929917	2.778103	2015	2.929917	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	422	35.89391711	33.92152458	LBN	Lebanon	1	15+	ANNUAL	PER_100000_POP	30.81336	30.58184	29.92449	29.92082	29.77006	29.65605	29.19908	28.57288	27.04308	25.87616	25.22279	24.55603	26.254188	2015	24.55603	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	426	28.25362195	-29.58041814	LSO	Lesotho	1	15+	ANNUAL	PER_100000_POP	2.615489	2.496554	2.034629	2.172393	2.306159	2.352676	3.432413	3.452965	3.392324	3.635358	3.573636		3.51357075	2014	3.573636	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	428	26.42461876	56.64196636	LVA	Latvia	1	15+	ANNUAL	PER_100000_POP	31.59453	31.91566	33.44618	37.40458	36.6602	35.3943	34.20988	32.74849	24.58759	21.53201	20.32763	18.00127	23.439398	2015	18.00127	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	430	-9.311879038	6.448381009	LBR	Liberia	1	15+	ANNUAL	PER_100000_POP			0.834983	1.104216	1.637684	2.915683	3.612374	3.714401	3.648648	3.791962	3.725567		3.7201445	2014	3.725567	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	434	18.0295985	27.04042819	LBY	Libya	1	15+	ANNUAL	PER_100000_POP	8.709851	8.769543	10.51189	10.6002	10.54847	10.7163	11.05871	11.12611	11.44018				11.283145	2012	11.44018	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	438	9.552985019	47.14167005	LIE	Liechtenstein	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	440	23.90517807	55.33680309	LTU	Lithuania	1	15+	ANNUAL	PER_100000_POP	23.76899	25.58511	28.03354	30.04544	29.94193	29.77458	29.3948							2010	29.3948	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	442	6.092656563	49.77679538	LUX	Luxembourg	1	15+	ANNUAL	PER_100000_POP	110.9393	105.4068	100.6189	97.54416	94.57966	90.92638	88.62145	85.95332	82.98227	81.72977	79.59133	76.8815	81.427638	2015	76.8815	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	15+	ANNUAL	PER_100000_POP	35.45901	35.38424	37.11897	36.88093	36.81072	36.55586	36.21884	36.82494	36.69266	37.47356	38.49451	38.93182	37.683498	2015	38.93182	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	450	46.6982339	-19.38514785	MDG	Madagascar	1	15+	ANNUAL	PER_100000_POP	1.126996	1.119548	1.140444	1.270247	1.336485	1.413786	1.46699	1.531847	1.613842	1.680927	1.9031	2.066968	1.7593368	2015	2.066968	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	454	33.4884625	-13.40819859	MWI	Malawi	1	15+	ANNUAL	PER_100000_POP	0.999058	0.956196	0.941903	1.965437	2.20072	2.300967	2.893864	1.071138	3.280705	3.258101	3.233892	3.283428	2.8254528	2015	3.283428	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	458	116.8346314	5.452415309	MYS	Malaysia	1	15+	ANNUAL	PER_100000_POP	14.06401	12.63892	11.72652	11.43315	11.2325	11.07814	10.86363	11.20357	11.11633	10.91227	10.76383	10.65841	10.930882	2015	10.65841	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	462	73.09672546	-0.614385021	MDV	Maldives	1	15+	ANNUAL	PER_100000_POP	10.33155	10.30846	11.97953	12.07849	12.27033	12.58473	12.22796	12.19896	12.25249	11.96858	12.0523	12.13222	12.12091	2015	12.13222	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	466	-3.522016039	17.35311254	MLI	Mali	1	15+	ANNUAL	PER_100000_POP	2.418088	2.457546	2.612013	2.943439	2.825737	3.175149	3.6006	4.19817	4.746786	4.971924	5.54472	5.738893	5.0400986	2015	5.738893	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	470	14.44617519	35.89194275	MLT	Malta	1	15+	ANNUAL	PER_100000_POP	39.13749	39.54273	37.67834	38.8721	40.54766	40.69498	40.06623	42.00134	38.38253	38.40421	37.87913	40.09944	39.35333	2015	40.09944	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	474	-60.91544135	14.56086108	MTQ	Martinique	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	478	-10.33187259	20.26089546	MRT	Mauritania	1	15+	ANNUAL	PER_100000_POP				3.903201	4.094666	4.126632	4.15245	4.131006	4.641471	6.63756	6.915393	7.295468	5.9241796	2015	7.295468	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	480	57.568022	-20.28581998	MUS	Mauritius	1	15+	ANNUAL	PER_100000_POP	18.14095	18.27924	18.64496	18.95217	19.55308	21.0974	21.31137	21.61539	21.91406	22.23582	24.33835	23.95345	22.811414	2015	23.95345	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	484	-102.5148166	23.93378032	MEX	Mexico	1	15+	ANNUAL	PER_100000_POP	10.75875	10.81546	11.14959	12.24787	13.10007	13.67568	14.07214	14.08323	14.93024	14.86063	14.7499	14.00163	14.525126	2015	14.00163	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	492	7.424214814	43.73532918	MCO	Monaco	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	496	103.0728057	46.83892054	MNG	Mongolia	1	15+	ANNUAL	PER_100000_POP	40.00453	41.65859	46.11746	53.09393	57.27961	54.3733	54.70617	65.84585	68.40398	70.90678	71.49557	70.43868	69.418172	2015	70.43868	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	15+	ANNUAL	PER_100000_POP	7.263001	7.78286	8.223322	9.175296	10.63637	10.20759	10.35734	11.23547	11.40957	11.95999	12.08699	10.01682	11.341768	2015	10.01682	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	499	19.25214024	42.78717043	MNE	Montenegro	1	15+	ANNUAL	PER_100000_POP	21.09422	25.086	27.27274	34.73343	41.93839	43.81919	40.04699	40.52227	40.77063	42.58938	42.02256	43.05901	41.79277	2015	43.05901	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	500	-62.19261223	16.73558313	MSR	Montserrat	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	504	-6.281942841	31.8440131	MAR	Morocco	1	15+	ANNUAL	PER_100000_POP	9.87065	10.58935	11.46154	12.60947	14.14683	19.57699	20.81199	21.8584	22.89504	23.61081	24.07163	24.61305	23.409786	2015	24.61305	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	508	38.18479941	-14.27963886	MOZ	Mozambique	1	15+	ANNUAL	PER_100000_POP	1.779749	2.000132	2.035155	2.362732	2.500849	2.862179	3.282394	3.507601	3.728272	3.742157	3.978724	4.136469	3.8186446	2015	4.136469	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	512	57.87743482	21.98805614	OMN	Oman	1	15+	ANNUAL	PER_100000_POP	21.51471	20.68213	20.38227	20.9378	21.79799	22.27352	21.30504	19.77145	18.16446	16.69102	14.51292	13.56105	16.54018	2015	13.56105	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	516	17.21907885	-22.13817068	NAM	Namibia	1	15+	ANNUAL	PER_100000_POP	10.74199	10.73762	11.74346	12.3762	12.49755	12.51751	12.51899	12.54253	12.33928	12.34055	12.79912	12.7836	12.561016	2015	12.7836	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	520	166.92313	-0.528742623	NRU	Nauru	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	524	83.94678863	28.25866332	NPL	Nepal	1	15+	ANNUAL	PER_100000_POP	2.597594	2.554043	2.605535	3.584906	3.569736	4.700168	5.193811	7.372768	8.398216	8.312993	8.418873	8.864605	8.273491	2015	8.864605	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	528	5.331480568	51.86728884	NLD	Netherlands	1	15+	ANNUAL	PER_100000_POP	33.60374	28.05903	27.6726	28.62592	27.53638	25.18649	22.973	21.26097	19.60113	17.30536	14.69881	13.94817	17.362888	2015	13.94817	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	531	-68.95033464	12.15058042	CUW	Curaçao	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	533	-69.97050586	12.50878756	ABW	Aruba	1	15+	ANNUAL	PER_100000_POP								20.96022	21.9614	19.2864	19.05737	18.85925	20.024928	2015	18.85925	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	540	165.5067368	-21.41742531	NCL	New Caledonia	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	548	167.0679779	-15.34445547	VUT	Vanuatu	1	15+	ANNUAL	PER_100000_POP	19.58017	18.99621	19.11096	20.76751	20.2204	19.70208	20.54344	20.6915	22.03685	22.00441	22.60619	21.43214	21.754218	2015	21.43214	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	554	170.4755673	-43.98721568	NZL	New Zealand	1	15+	ANNUAL	PER_100000_POP	35.01938	35.15868	35.35889	35.14351	34.99354	35.70199	34.49563	33.92571	33.34915	30.8792	29.62819	29.04241	31.364932	2015	29.04241	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
