series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Sex	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	686	-14.46636926	14.35920905	SEN	Senegal	1	15-49	ANNUAL	FEMALE	PERCENT						23.5						28		34.2	43.1	43.7			40.3333333333333	2015	43.7	Senegal 2015 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	688	20.805876	44.03145697	SRB	Serbia	1	15-49	ANNUAL	FEMALE	PERCENT											33.1				25.1				25.1	2014	25.1	Serbia 2014 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	690	55.46561591	-4.678053059	SYC	Seychelles	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	15-49	ANNUAL	FEMALE	PERCENT									18.3		26			37.5					37.5	2013	37.5	Sierra Leone 2013 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	702	103.8107883	1.361009155	SGP	Singapore	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	703	19.48495604	48.70741446	SVK	Slovakia	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	704	105.802499	10.09643079	VNM	Viet Nam	1	15-49	ANNUAL	FEMALE	PERCENT			66.6									73.1			69.7				69.7	2014	69.7	Viet Nam 2013-2014 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	705	14.82209486	46.11958061	SVN	Slovenia	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	706	46.20367477	4.406485729	SOM	Somalia	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	710	24.67184355	-29.99957544	ZAF	South Africa	1	15-49	ANNUAL	FEMALE	PERCENT					81.1															2004	81.1	South Africa 2003 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	15-49	ANNUAL	FEMALE	PERCENT							77.1					78.4			86	85.2			85.6	2015	85.2	Zimbabwe 2015 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	724	-3.554078296	40.39211472	ESP	Spain	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	728	30.32618773	7.290839152	SSD	South Sudan	1	15-49	ANNUAL	FEMALE	PERCENT											5.6									2010	5.6	South Sudan 2010 Household Health Survey Second Round	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	732	-13.13515523	24.66265342	ESH	Western Sahara	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	736	29.95650159	16.02643066	SDN	Sudan	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	740	-55.90626394	4.132603197	SUR	Suriname	1	15-49	ANNUAL	FEMALE	PERCENT											73.2									2010	73.2	Suriname 2010 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	748	31.50149288	-26.56471011	SWZ	Swaziland	1	15-49	ANNUAL	FEMALE	PERCENT								63.3			80.7				80.6				80.6	2014	80.6	Swaziland 2014 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	752	14.3775338	60.60103109	SWE	Sweden	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	756	8.223158	46.96617097	CHE	Switzerland	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	15-49	ANNUAL	FEMALE	PERCENT											53.3									2010	53.3	Syrian Arab Republic 2009-2010 Family Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	762	69.294998	38.43069666	TJK	Tajikistan	1	15-49	ANNUAL	FEMALE	PERCENT													50.8							2012	50.8	Tajikistan 2012 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	764	101.0202951	15.13089239	THA	Thailand	1	15-49	ANNUAL	FEMALE	PERCENT							94.8						89.2							2012	89.2	Thailand 2012 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	768	0.97835765	8.532096072	TGO	Togo	1	15-49	ANNUAL	FEMALE	PERCENT											26.1				32.1				32.1	2014	32.1	Togo 2013-2014 Demographic and Health Survey and MICS	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	772	-171.8154473	-9.214545558	TKL	Tokelau	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	776	-175.1959991	-21.19511329	TON	Tonga	1	15-49	ANNUAL	FEMALE	PERCENT													47.9							2012	47.9	Tonga 2012 Demographic Health Survey (national)	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	15-49	ANNUAL	FEMALE	PERCENT							55.1													2006	55.1	Trinidad and Tobago 2006 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	788	9.572737411	34.11439971	TUN	Tunisia	1	15-49	ANNUAL	FEMALE	PERCENT		71.1											73.2							2012	73.2	Tunisia 2011-2012 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	792	35.42890329	38.9899684	TUR	Turkey	1	15-49	ANNUAL	FEMALE	PERCENT					53.5				58.1					59.7					59.7	2013	59.7	Turkey 2013 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	795	58.9787665	40.0912346	TKM	Turkmenistan	1	15-49	ANNUAL	FEMALE	PERCENT	70.9																75.6		75.6	2016	75.6	Turkmenistan 2015 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	798	178.6679611	-7.460048071	TUV	Tuvalu	1	15-49	ANNUAL	FEMALE	PERCENT								41												2007	41	Tuvalu 2007 Demographic Health Survey (national)	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	800	32.39100438	1.279557331	UGA	Uganda	1	15-49	ANNUAL	FEMALE	PERCENT		31.5					29					40.4			40.9	44.6	47.8		44.4333333333333	2016	47.8	Uganda 2016 PMA Round 4	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	804	31.40270802	49.00735945	UKR	Ukraine	1	15-49	ANNUAL	FEMALE	PERCENT								61.8					68							2012	68	Ukraine 2012 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	15-49	ANNUAL	FEMALE	PERCENT												22.3								2011	22.3	The former Yugoslav Republic of Macedonia 2011 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	818	29.77468534	26.57438204	EGY	Egypt	1	15-49	ANNUAL	FEMALE	PERCENT	77.2			78.8		79			80.1						80				80	2014	80	Egypt 2014 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	826	-2.23830539	53.27691757	GBR	United Kingdom	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	831	-2.200712402	49.71561166	GGY	Guernsey	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	832	-2.136773508	49.22353354	JEY	Jersey	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	833	-4.538190305	54.22880901	IMN	Isle of Man	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	15-49	ANNUAL	FEMALE	PERCENT						39.4					45.9						52.9		52.9	2016	52.9	United Republic of Tanzania 2015-2016 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	840	-99.13830311	39.5277871	USA	United States of America	1	15-49	ANNUAL	FEMALE	PERCENT			86.1						86.4		83.4									2010	83.4	United States of America 2006-2010 National Survey of Family Growth	E
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	15-49	ANNUAL	FEMALE	PERCENT				20								36.9			31.9	37.2	44.2		37.7666666666667	2016	44.2	Burkina Faso 2016 PMA2020 Round 3	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	858	-56.01387025	-32.8002838	URY	Uruguay	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	860	63.11944558	41.77560518	UZB	Uzbekistan	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	882	-172.4430749	-13.61541469	WSM	Samoa	1	15-49	ANNUAL	FEMALE	PERCENT										34.9					39.4				39.4	2014	39.4	Samoa 2014 Demographic and Health Survey (national)	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	887	45.22389143	15.22242099	YEM	Yemen	1	15-49	ANNUAL	FEMALE	PERCENT							48.7							46.9					46.9	2013	46.9	Yemen 2013 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	894	27.850329	-14.59701056	ZMB	Zambia	1	15-49	ANNUAL	FEMALE	PERCENT			41					48.5							63.8				63.8	2014	63.8	Zambia 2013-2014 Demographic and Health Survey	C
