geoAreaCode	years	Age	Freq	Location	Sex	Units	Bounds	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source	Nature
84	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	-88.70199554	17.19965901	31	BLZ	Belize	0.762987501980841	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
86	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	72.38715553	-7.299281071	107	IOT	British Indian Ocean Territory					
86	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	72.38715553	-7.299281071	107	IOT	British Indian Ocean Territory					
86	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	72.38715553	-7.299281071	107	IOT	British Indian Ocean Territory					
90	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	160.1584117	-9.622391719	204	SLB	Solomon Islands					
90	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	160.1584117	-9.622391719	204	SLB	Solomon Islands					
90	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	160.1584117	-9.622391719	204	SLB	Solomon Islands					
92	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	-64.63294223	18.42256578	254	VGB	British Virgin Islands	0.75053193490265	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
92	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	-64.63294223	18.42256578	254	VGB	British Virgin Islands	0.709246237904442	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
92	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	-64.63294223	18.42256578	254	VGB	British Virgin Islands	0.787652075501979	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
96	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	114.6288563	4.49736984	36	BRN	Brunei Darussalam	0.82843969544984	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
96	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	114.6288563	4.49736984	36	BRN	Brunei Darussalam	0.804816110237681	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
96	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	114.6288563	4.49736984	36	BRN	Brunei Darussalam	0.846040381079865	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
100	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	25.23763153	42.75731323	25	BGR	Bulgaria	0.94135092069504	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
100	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	25.23763153	42.75731323	25	BGR	Bulgaria	0.928791145909493	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
100	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	25.23763153	42.75731323	25	BGR	Bulgaria	0.945375171139761	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
104	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	96.51752295	21.19332882	149	MMR	Myanmar					
104	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	96.51752295	21.19332882	149	MMR	Myanmar					
104	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	96.51752295	21.19332882	149	MMR	Myanmar					
108	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	29.89080992	-3.366387428	20	BDI	Burundi	0.92126989079127	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
108	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	29.89080992	-3.366387428	20	BDI	Burundi	0.860399503990981	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
108	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	29.89080992	-3.366387428	20	BDI	Burundi	0.942022416914592	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
112	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	28.04940161	53.54193075	30	BLR	Belarus	0.96909450710744	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
112	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	28.04940161	53.54193075	30	BLR	Belarus	0.958880535312291	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
112	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	28.04940161	53.54193075	30	BLR	Belarus	0.980966789894133	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
116	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	104.922836	12.71163737	121	KHM	Cambodia	0.82048108580802	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
116	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	104.922836	12.71163737	121	KHM	Cambodia	0.789049594397030	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
116	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	104.922836	12.71163737	121	KHM	Cambodia	0.848024196046128	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
120	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	12.7419827	5.692387031	47	CMR	Cameroon	0.83580759867414	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
120	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	12.7419827	5.692387031	47	CMR	Cameroon	0.826733885303064	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
120	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	12.7419827	5.692387031	47	CMR	Cameroon	0.843763644984810	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
124	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	-101.6575058	57.72360191	41	CAN	Canada	0.97120111324985	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
124	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	-101.6575058	57.72360191	41	CAN	Canada	0.968722937761759	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
124	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	-101.6575058	57.72360191	41	CAN	Canada	0.972827099327436	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
132	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	-23.63544151	15.07791834	53	CPV	Cabo Verde	0.87742662687007	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
132	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	-23.63544151	15.07791834	53	CPV	Cabo Verde	0.805298296442766	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
132	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	-23.63544151	15.07791834	53	CPV	Cabo Verde	0.938262809101278	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
136	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	-81.16740559	19.32266656	58	CYM	Cayman Islands	0.81537114017271	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
136	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	-81.16740559	19.32266656	58	CYM	Cayman Islands	0.777981915106911	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
136	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	-81.16740559	19.32266656	58	CYM	Cayman Islands	0.846628537191721	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
140	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	20.93559492	7.003720791	40	CAF	Central African Republic	0.94375181713800	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
140	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	20.93559492	7.003720791	40	CAF	Central African Republic	0.933133939659515	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
140	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	20.93559492	7.003720791	40	CAF	Central African Republic	0.947760584033397	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
144	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	80.70489654	7.614693343	132	LKA	Sri Lanka					
144	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	80.70489654	7.614693343	132	LKA	Sri Lanka					
144	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	80.70489654	7.614693343	132	LKA	Sri Lanka					
148	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	18.66618401	15.36279341	222	TCD	Chad	0.92036358213073	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
148	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	18.66618401	15.36279341	222	TCD	Chad	0.913348514216695	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
148	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	18.66618401	15.36279341	222	TCD	Chad	0.923097028878477	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
152	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	-71.23029019	-35.2652885	44	CHL	Chile	0.76283449354841	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
152	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	-71.23029019	-35.2652885	44	CHL	Chile	0.727522422317304	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
152	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	-71.23029019	-35.2652885	44	CHL	Chile	0.793419081724867	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
156	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	104.1403375	32.30955217	45	CHN	China	0.74610393322876	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
156	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	104.1403375	32.30955217	45	CHN	China	0.713674417255567	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
156	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	104.1403375	32.30955217	45	CHN	China	0.773149720792637	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
162	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	105.6426067	-10.4882473	57	CXR	Christmas Island					
162	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	105.6426067	-10.4882473	57	CXR	Christmas Island					
162	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	105.6426067	-10.4882473	57	CXR	Christmas Island					
166	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	96.82633757	-12.18600682	42	CCK	Cocos (Keeling) Islands					
166	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	96.82633757	-12.18600682	42	CCK	Cocos (Keeling) Islands					
166	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	96.82633757	-12.18600682	42	CCK	Cocos (Keeling) Islands					
170	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	-73.07446751	3.888209046	51	COL	Colombia	0.73915962991405	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
170	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	-73.07446751	3.888209046	51	COL	Colombia	0.721726173718880	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
170	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	-73.07446751	3.888209046	51	COL	Colombia	0.754853690085978	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
174	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	43.34234565	-11.66121732	52	COM	Comoros	0.76515383618332	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
174	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	43.34234565	-11.66121732	52	COM	Comoros	0.688607861242564	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
174	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	43.34234565	-11.66121732	52	COM	Comoros	0.830018994211908	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
175	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	45.14015057	-12.82217691	160	MYT	Mayotte					
175	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	45.14015057	-12.82217691	160	MYT	Mayotte					
175	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	45.14015057	-12.82217691	160	MYT	Mayotte					
178	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	15.22052612	-0.840544119	49	COG	Congo	0.98366750133136	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
178	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	15.22052612	-0.840544119	49	COG	Congo	0.971214274964999	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
178	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	15.22052612	-0.840544119	49	COG	Congo	0.990222867249653	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
180	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	23.65496507	-2.877154732	48	COD	Democratic Republic of the Congo	0.89148121997303	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
180	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	23.65496507	-2.877154732	48	COD	Democratic Republic of the Congo	0.883761209490498	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
180	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	23.65496507	-2.877154732	48	COD	Democratic Republic of the Congo	0.897743115690309	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
184	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	-159.7711391	-21.22696458	50	COK	Cook Islands	0.76287806094611	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
184	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	-159.7711391	-21.22696458	50	COK	Cook Islands	0.711206257218497	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
184	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	-159.7711391	-21.22696458	50	COK	Cook Islands	0.817943866552813	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
188	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	-84.19712782	9.970998683	54	CRI	Costa Rica	0.81951521676693	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
188	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	-84.19712782	9.970998683	54	CRI	Costa Rica	0.749224710711466	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
188	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	-84.19712782	9.970998683	54	CRI	Costa Rica	0.838735776611692	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
191	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	17.95874553	45.45172212	101	HRV	Croatia	0.89937695973530	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
191	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	17.95874553	45.45172212	101	HRV	Croatia	0.898391053724372	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
191	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	17.95874553	45.45172212	101	HRV	Croatia	0.900424175929129	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
192	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	1	-79.54460144	22.10030366	55	CUB	Cuba	0.65078381031716	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
192	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	2	-79.54460144	22.10030366	55	CUB	Cuba	0.636579208694003	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
192	2017	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	3	-79.54460144	22.10030366	55	CUB	Cuba	0.661681128342801	Float		BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
