geoAreaCode	years	Age	Freq	Units	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	series	seriesDescription	value	valueType	time_detail	source
214	2013	<1Y	ANNUAL	NUMBER	1	-70.49847576	18.89832088	65	DOM	Dominican Republic	SH_DYN_IMRTN	Infant deaths, total (number)	5792	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
214	2014	<1Y	ANNUAL	NUMBER	1	-70.49847576	18.89832088	65	DOM	Dominican Republic	SH_DYN_IMRTN	Infant deaths, total (number)	5690	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
214	2015	<1Y	ANNUAL	NUMBER	1	-70.49847576	18.89832088	65	DOM	Dominican Republic	SH_DYN_IMRTN	Infant deaths, total (number)	5572	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2000	<1Y	ANNUAL	NUMBER	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_DYN_IMRTN	Infant deaths, total (number)	8976	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2001	<1Y	ANNUAL	NUMBER	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_DYN_IMRTN	Infant deaths, total (number)	8626	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2002	<1Y	ANNUAL	NUMBER	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_DYN_IMRTN	Infant deaths, total (number)	8276	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2003	<1Y	ANNUAL	NUMBER	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_DYN_IMRTN	Infant deaths, total (number)	7957	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2004	<1Y	ANNUAL	NUMBER	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_DYN_IMRTN	Infant deaths, total (number)	7703	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2005	<1Y	ANNUAL	NUMBER	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_DYN_IMRTN	Infant deaths, total (number)	7503	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2006	<1Y	ANNUAL	NUMBER	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_DYN_IMRTN	Infant deaths, total (number)	7396	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2007	<1Y	ANNUAL	NUMBER	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_DYN_IMRTN	Infant deaths, total (number)	7332	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2008	<1Y	ANNUAL	NUMBER	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_DYN_IMRTN	Infant deaths, total (number)	7281	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2009	<1Y	ANNUAL	NUMBER	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_DYN_IMRTN	Infant deaths, total (number)	7207	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2010	<1Y	ANNUAL	NUMBER	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_DYN_IMRTN	Infant deaths, total (number)	7085	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2011	<1Y	ANNUAL	NUMBER	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_DYN_IMRTN	Infant deaths, total (number)	6908	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2012	<1Y	ANNUAL	NUMBER	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_DYN_IMRTN	Infant deaths, total (number)	6693	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2013	<1Y	ANNUAL	NUMBER	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_DYN_IMRTN	Infant deaths, total (number)	6455	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2014	<1Y	ANNUAL	NUMBER	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_DYN_IMRTN	Infant deaths, total (number)	6251	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
218	2015	<1Y	ANNUAL	NUMBER	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_DYN_IMRTN	Infant deaths, total (number)	6027	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2000	<1Y	ANNUAL	NUMBER	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_DYN_IMRTN	Infant deaths, total (number)	3754	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2001	<1Y	ANNUAL	NUMBER	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_DYN_IMRTN	Infant deaths, total (number)	3448	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2002	<1Y	ANNUAL	NUMBER	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_DYN_IMRTN	Infant deaths, total (number)	3149	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2003	<1Y	ANNUAL	NUMBER	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_DYN_IMRTN	Infant deaths, total (number)	2895	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2004	<1Y	ANNUAL	NUMBER	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_DYN_IMRTN	Infant deaths, total (number)	2667	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2005	<1Y	ANNUAL	NUMBER	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_DYN_IMRTN	Infant deaths, total (number)	2470	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2006	<1Y	ANNUAL	NUMBER	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_DYN_IMRTN	Infant deaths, total (number)	2327	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2007	<1Y	ANNUAL	NUMBER	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_DYN_IMRTN	Infant deaths, total (number)	2220	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2008	<1Y	ANNUAL	NUMBER	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_DYN_IMRTN	Infant deaths, total (number)	2126	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2009	<1Y	ANNUAL	NUMBER	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_DYN_IMRTN	Infant deaths, total (number)	2042	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2010	<1Y	ANNUAL	NUMBER	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_DYN_IMRTN	Infant deaths, total (number)	1961	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2011	<1Y	ANNUAL	NUMBER	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_DYN_IMRTN	Infant deaths, total (number)	1863	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2012	<1Y	ANNUAL	NUMBER	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_DYN_IMRTN	Infant deaths, total (number)	1770	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2013	<1Y	ANNUAL	NUMBER	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_DYN_IMRTN	Infant deaths, total (number)	1665	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2014	<1Y	ANNUAL	NUMBER	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_DYN_IMRTN	Infant deaths, total (number)	1580	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
222	2015	<1Y	ANNUAL	NUMBER	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_DYN_IMRTN	Infant deaths, total (number)	1509	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2000	<1Y	ANNUAL	NUMBER	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	SH_DYN_IMRTN	Infant deaths, total (number)	2150	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2001	<1Y	ANNUAL	NUMBER	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	SH_DYN_IMRTN	Infant deaths, total (number)	2139	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2002	<1Y	ANNUAL	NUMBER	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	SH_DYN_IMRTN	Infant deaths, total (number)	2120	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2003	<1Y	ANNUAL	NUMBER	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	SH_DYN_IMRTN	Infant deaths, total (number)	2099	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2004	<1Y	ANNUAL	NUMBER	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	SH_DYN_IMRTN	Infant deaths, total (number)	2078	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2005	<1Y	ANNUAL	NUMBER	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	SH_DYN_IMRTN	Infant deaths, total (number)	2065	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2006	<1Y	ANNUAL	NUMBER	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	SH_DYN_IMRTN	Infant deaths, total (number)	2060	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2007	<1Y	ANNUAL	NUMBER	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	SH_DYN_IMRTN	Infant deaths, total (number)	2060	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2008	<1Y	ANNUAL	NUMBER	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	SH_DYN_IMRTN	Infant deaths, total (number)	2061	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2009	<1Y	ANNUAL	NUMBER	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	SH_DYN_IMRTN	Infant deaths, total (number)	2060	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2010	<1Y	ANNUAL	NUMBER	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	SH_DYN_IMRTN	Infant deaths, total (number)	2055	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2011	<1Y	ANNUAL	NUMBER	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	SH_DYN_IMRTN	Infant deaths, total (number)	2038	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2012	<1Y	ANNUAL	NUMBER	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	SH_DYN_IMRTN	Infant deaths, total (number)	2013	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2013	<1Y	ANNUAL	NUMBER	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	SH_DYN_IMRTN	Infant deaths, total (number)	1989	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2014	<1Y	ANNUAL	NUMBER	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	SH_DYN_IMRTN	Infant deaths, total (number)	1968	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
226	2015	<1Y	ANNUAL	NUMBER	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	SH_DYN_IMRTN	Infant deaths, total (number)	1940	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2000	<1Y	ANNUAL	NUMBER	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_DYN_IMRTN	Infant deaths, total (number)	259828	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2001	<1Y	ANNUAL	NUMBER	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_DYN_IMRTN	Infant deaths, total (number)	251897	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2002	<1Y	ANNUAL	NUMBER	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_DYN_IMRTN	Infant deaths, total (number)	241288	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2003	<1Y	ANNUAL	NUMBER	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_DYN_IMRTN	Infant deaths, total (number)	228587	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2004	<1Y	ANNUAL	NUMBER	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_DYN_IMRTN	Infant deaths, total (number)	215172	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2005	<1Y	ANNUAL	NUMBER	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_DYN_IMRTN	Infant deaths, total (number)	201578	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2006	<1Y	ANNUAL	NUMBER	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_DYN_IMRTN	Infant deaths, total (number)	188838	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2007	<1Y	ANNUAL	NUMBER	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_DYN_IMRTN	Infant deaths, total (number)	176483	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2008	<1Y	ANNUAL	NUMBER	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_DYN_IMRTN	Infant deaths, total (number)	165708	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2009	<1Y	ANNUAL	NUMBER	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_DYN_IMRTN	Infant deaths, total (number)	156463	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2010	<1Y	ANNUAL	NUMBER	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_DYN_IMRTN	Infant deaths, total (number)	149585	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2011	<1Y	ANNUAL	NUMBER	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_DYN_IMRTN	Infant deaths, total (number)	143719	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2012	<1Y	ANNUAL	NUMBER	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_DYN_IMRTN	Infant deaths, total (number)	139264	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2013	<1Y	ANNUAL	NUMBER	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_DYN_IMRTN	Infant deaths, total (number)	136073	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2014	<1Y	ANNUAL	NUMBER	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_DYN_IMRTN	Infant deaths, total (number)	133012	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
231	2015	<1Y	ANNUAL	NUMBER	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_DYN_IMRTN	Infant deaths, total (number)	129947	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2000	<1Y	ANNUAL	NUMBER	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_DYN_IMRTN	Infant deaths, total (number)	7223	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2001	<1Y	ANNUAL	NUMBER	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_DYN_IMRTN	Infant deaths, total (number)	7251	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2002	<1Y	ANNUAL	NUMBER	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_DYN_IMRTN	Infant deaths, total (number)	7335	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2003	<1Y	ANNUAL	NUMBER	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_DYN_IMRTN	Infant deaths, total (number)	7433	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2004	<1Y	ANNUAL	NUMBER	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_DYN_IMRTN	Infant deaths, total (number)	7488	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2005	<1Y	ANNUAL	NUMBER	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_DYN_IMRTN	Infant deaths, total (number)	7434	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2006	<1Y	ANNUAL	NUMBER	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_DYN_IMRTN	Infant deaths, total (number)	7368	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2007	<1Y	ANNUAL	NUMBER	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_DYN_IMRTN	Infant deaths, total (number)	7228	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2008	<1Y	ANNUAL	NUMBER	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_DYN_IMRTN	Infant deaths, total (number)	7034	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2009	<1Y	ANNUAL	NUMBER	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_DYN_IMRTN	Infant deaths, total (number)	6829	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2010	<1Y	ANNUAL	NUMBER	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_DYN_IMRTN	Infant deaths, total (number)	6619	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2011	<1Y	ANNUAL	NUMBER	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_DYN_IMRTN	Infant deaths, total (number)	6398	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2012	<1Y	ANNUAL	NUMBER	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_DYN_IMRTN	Infant deaths, total (number)	6161	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2013	<1Y	ANNUAL	NUMBER	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_DYN_IMRTN	Infant deaths, total (number)	5960	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2014	<1Y	ANNUAL	NUMBER	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_DYN_IMRTN	Infant deaths, total (number)	5781	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
232	2015	<1Y	ANNUAL	NUMBER	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_DYN_IMRTN	Infant deaths, total (number)	5652	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2000	<1Y	ANNUAL	NUMBER	1	25.84093481	58.68487172	72	EST	Estonia	SH_DYN_IMRTN	Infant deaths, total (number)	108	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2001	<1Y	ANNUAL	NUMBER	1	25.84093481	58.68487172	72	EST	Estonia	SH_DYN_IMRTN	Infant deaths, total (number)	107	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2002	<1Y	ANNUAL	NUMBER	1	25.84093481	58.68487172	72	EST	Estonia	SH_DYN_IMRTN	Infant deaths, total (number)	103	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2003	<1Y	ANNUAL	NUMBER	1	25.84093481	58.68487172	72	EST	Estonia	SH_DYN_IMRTN	Infant deaths, total (number)	99	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2004	<1Y	ANNUAL	NUMBER	1	25.84093481	58.68487172	72	EST	Estonia	SH_DYN_IMRTN	Infant deaths, total (number)	95	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2005	<1Y	ANNUAL	NUMBER	1	25.84093481	58.68487172	72	EST	Estonia	SH_DYN_IMRTN	Infant deaths, total (number)	90	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2006	<1Y	ANNUAL	NUMBER	1	25.84093481	58.68487172	72	EST	Estonia	SH_DYN_IMRTN	Infant deaths, total (number)	85	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2007	<1Y	ANNUAL	NUMBER	1	25.84093481	58.68487172	72	EST	Estonia	SH_DYN_IMRTN	Infant deaths, total (number)	79	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2008	<1Y	ANNUAL	NUMBER	1	25.84093481	58.68487172	72	EST	Estonia	SH_DYN_IMRTN	Infant deaths, total (number)	74	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2009	<1Y	ANNUAL	NUMBER	1	25.84093481	58.68487172	72	EST	Estonia	SH_DYN_IMRTN	Infant deaths, total (number)	67	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2010	<1Y	ANNUAL	NUMBER	1	25.84093481	58.68487172	72	EST	Estonia	SH_DYN_IMRTN	Infant deaths, total (number)	59	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2011	<1Y	ANNUAL	NUMBER	1	25.84093481	58.68487172	72	EST	Estonia	SH_DYN_IMRTN	Infant deaths, total (number)	50	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2012	<1Y	ANNUAL	NUMBER	1	25.84093481	58.68487172	72	EST	Estonia	SH_DYN_IMRTN	Infant deaths, total (number)	42	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2013	<1Y	ANNUAL	NUMBER	1	25.84093481	58.68487172	72	EST	Estonia	SH_DYN_IMRTN	Infant deaths, total (number)	36	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2014	<1Y	ANNUAL	NUMBER	1	25.84093481	58.68487172	72	EST	Estonia	SH_DYN_IMRTN	Infant deaths, total (number)	32	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
233	2015	<1Y	ANNUAL	NUMBER	1	25.84093481	58.68487172	72	EST	Estonia	SH_DYN_IMRTN	Infant deaths, total (number)	28	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
234	2000	<1Y	ANNUAL	NUMBER	1	-7.122044325	62.21228119	78	FRO	Faroe Islands						
234	2001	<1Y	ANNUAL	NUMBER	1	-7.122044325	62.21228119	78	FRO	Faroe Islands						
234	2002	<1Y	ANNUAL	NUMBER	1	-7.122044325	62.21228119	78	FRO	Faroe Islands						
234	2003	<1Y	ANNUAL	NUMBER	1	-7.122044325	62.21228119	78	FRO	Faroe Islands						
234	2004	<1Y	ANNUAL	NUMBER	1	-7.122044325	62.21228119	78	FRO	Faroe Islands						
234	2005	<1Y	ANNUAL	NUMBER	1	-7.122044325	62.21228119	78	FRO	Faroe Islands						
234	2006	<1Y	ANNUAL	NUMBER	1	-7.122044325	62.21228119	78	FRO	Faroe Islands						
234	2007	<1Y	ANNUAL	NUMBER	1	-7.122044325	62.21228119	78	FRO	Faroe Islands						
234	2008	<1Y	ANNUAL	NUMBER	1	-7.122044325	62.21228119	78	FRO	Faroe Islands						
234	2009	<1Y	ANNUAL	NUMBER	1	-7.122044325	62.21228119	78	FRO	Faroe Islands						
234	2010	<1Y	ANNUAL	NUMBER	1	-7.122044325	62.21228119	78	FRO	Faroe Islands						
234	2011	<1Y	ANNUAL	NUMBER	1	-7.122044325	62.21228119	78	FRO	Faroe Islands						
234	2012	<1Y	ANNUAL	NUMBER	1	-7.122044325	62.21228119	78	FRO	Faroe Islands						
234	2013	<1Y	ANNUAL	NUMBER	1	-7.122044325	62.21228119	78	FRO	Faroe Islands						
234	2014	<1Y	ANNUAL	NUMBER	1	-7.122044325	62.21228119	78	FRO	Faroe Islands						
234	2015	<1Y	ANNUAL	NUMBER	1	-7.122044325	62.21228119	78	FRO	Faroe Islands						
238	2000	<1Y	ANNUAL	NUMBER	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)						
238	2001	<1Y	ANNUAL	NUMBER	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)						
238	2002	<1Y	ANNUAL	NUMBER	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)						
238	2003	<1Y	ANNUAL	NUMBER	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)						
238	2004	<1Y	ANNUAL	NUMBER	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)						
238	2005	<1Y	ANNUAL	NUMBER	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)						
238	2006	<1Y	ANNUAL	NUMBER	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)						
238	2007	<1Y	ANNUAL	NUMBER	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)						
238	2008	<1Y	ANNUAL	NUMBER	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)						
238	2009	<1Y	ANNUAL	NUMBER	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)						
238	2010	<1Y	ANNUAL	NUMBER	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)						
238	2011	<1Y	ANNUAL	NUMBER	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)						
238	2012	<1Y	ANNUAL	NUMBER	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)						
238	2013	<1Y	ANNUAL	NUMBER	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)						
238	2014	<1Y	ANNUAL	NUMBER	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)						
238	2015	<1Y	ANNUAL	NUMBER	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)						
239	2000	<1Y	ANNUAL	NUMBER	1	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands						
239	2001	<1Y	ANNUAL	NUMBER	1	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands						
239	2002	<1Y	ANNUAL	NUMBER	1	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands						
239	2003	<1Y	ANNUAL	NUMBER	1	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands						
239	2004	<1Y	ANNUAL	NUMBER	1	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands						
239	2005	<1Y	ANNUAL	NUMBER	1	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands						
239	2006	<1Y	ANNUAL	NUMBER	1	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands						
239	2007	<1Y	ANNUAL	NUMBER	1	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands						
239	2008	<1Y	ANNUAL	NUMBER	1	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands						
