geoAreaCode	years	Age	Freq	Sex	Units	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	series	seriesDescription	value	valueType	time_detail	source	Nature
144	2015	15+	ANNUAL	MALE	PERCENT	2	80.70489654	7.614693343	132	LKA	Sri Lanka	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	27.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
144	2015	15+	ANNUAL	FEMALE	PERCENT	3	80.70489654	7.614693343	132	LKA	Sri Lanka	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	0.3	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
148	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	18.66618401	15.36279341	222	TCD	Chad							
148	2015	15+	ANNUAL	MALE	PERCENT	2	18.66618401	15.36279341	222	TCD	Chad							
148	2015	15+	ANNUAL	FEMALE	PERCENT	3	18.66618401	15.36279341	222	TCD	Chad							
152	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-71.23029019	-35.2652885	44	CHL	Chile	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	38.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
152	2015	15+	ANNUAL	MALE	PERCENT	2	-71.23029019	-35.2652885	44	CHL	Chile	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	42.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
152	2015	15+	ANNUAL	FEMALE	PERCENT	3	-71.23029019	-35.2652885	44	CHL	Chile	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	35.1	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
156	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	104.1403375	32.30955217	45	CHN	China	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	25.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
156	2015	15+	ANNUAL	MALE	PERCENT	2	104.1403375	32.30955217	45	CHN	China	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	48.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
156	2015	15+	ANNUAL	FEMALE	PERCENT	3	104.1403375	32.30955217	45	CHN	China	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	2.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
162	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	105.6426067	-10.4882473	57	CXR	Christmas Island							
162	2015	15+	ANNUAL	MALE	PERCENT	2	105.6426067	-10.4882473	57	CXR	Christmas Island							
162	2015	15+	ANNUAL	FEMALE	PERCENT	3	105.6426067	-10.4882473	57	CXR	Christmas Island							
166	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	96.82633757	-12.18600682	42	CCK	Cocos (Keeling) Islands							
166	2015	15+	ANNUAL	MALE	PERCENT	2	96.82633757	-12.18600682	42	CCK	Cocos (Keeling) Islands							
166	2015	15+	ANNUAL	FEMALE	PERCENT	3	96.82633757	-12.18600682	42	CCK	Cocos (Keeling) Islands							
170	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-73.07446751	3.888209046	51	COL	Colombia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	9.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
170	2015	15+	ANNUAL	MALE	PERCENT	2	-73.07446751	3.888209046	51	COL	Colombia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	14.2	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
170	2015	15+	ANNUAL	FEMALE	PERCENT	3	-73.07446751	3.888209046	51	COL	Colombia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	5.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
174	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	43.34234565	-11.66121732	52	COM	Comoros	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	14.4	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
174	2015	15+	ANNUAL	MALE	PERCENT	2	43.34234565	-11.66121732	52	COM	Comoros	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	24.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
174	2015	15+	ANNUAL	FEMALE	PERCENT	3	43.34234565	-11.66121732	52	COM	Comoros	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	4.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
175	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	45.14015057	-12.82217691	160	MYT	Mayotte							
175	2015	15+	ANNUAL	MALE	PERCENT	2	45.14015057	-12.82217691	160	MYT	Mayotte							
175	2015	15+	ANNUAL	FEMALE	PERCENT	3	45.14015057	-12.82217691	160	MYT	Mayotte							
178	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	15.22052612	-0.840544119	49	COG	Congo	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	24.2	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
178	2015	15+	ANNUAL	MALE	PERCENT	2	15.22052612	-0.840544119	49	COG	Congo	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	47.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
178	2015	15+	ANNUAL	FEMALE	PERCENT	3	15.22052612	-0.840544119	49	COG	Congo	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	1.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
180	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	23.65496507	-2.877154732	48	COD	Democratic Republic of the Congo							
180	2015	15+	ANNUAL	MALE	PERCENT	2	23.65496507	-2.877154732	48	COD	Democratic Republic of the Congo							
180	2015	15+	ANNUAL	FEMALE	PERCENT	3	23.65496507	-2.877154732	48	COD	Democratic Republic of the Congo							
184	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-159.7711391	-21.22696458	50	COK	Cook Islands	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	26.6	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
184	2015	15+	ANNUAL	MALE	PERCENT	2	-159.7711391	-21.22696458	50	COK	Cook Islands	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	30.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
184	2015	15+	ANNUAL	FEMALE	PERCENT	3	-159.7711391	-21.22696458	50	COK	Cook Islands	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	22.1	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
188	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-84.19712782	9.970998683	54	CRI	Costa Rica	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	12.1	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
188	2015	15+	ANNUAL	MALE	PERCENT	2	-84.19712782	9.970998683	54	CRI	Costa Rica	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	17.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
188	2015	15+	ANNUAL	FEMALE	PERCENT	3	-84.19712782	9.970998683	54	CRI	Costa Rica	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	6.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
191	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	17.95874553	45.45172212	101	HRV	Croatia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	36.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
191	2015	15+	ANNUAL	MALE	PERCENT	2	17.95874553	45.45172212	101	HRV	Croatia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	40.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
191	2015	15+	ANNUAL	FEMALE	PERCENT	3	17.95874553	45.45172212	101	HRV	Croatia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	33.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
192	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-79.54460144	22.10030366	55	CUB	Cuba	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	35.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
192	2015	15+	ANNUAL	MALE	PERCENT	2	-79.54460144	22.10030366	55	CUB	Cuba	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	54.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
192	2015	15+	ANNUAL	FEMALE	PERCENT	3	-79.54460144	22.10030366	55	CUB	Cuba	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	17.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
196	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	33.22285964	35.05659437	59	CYP	Cyprus	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	36.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
196	2015	15+	ANNUAL	MALE	PERCENT	2	33.22285964	35.05659437	59	CYP	Cyprus	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	53.1	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
196	2015	15+	ANNUAL	FEMALE	PERCENT	3	33.22285964	35.05659437	59	CYP	Cyprus	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	19.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
203	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	15.33151382	49.73913871	60	CZE	Czechia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	34.4	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
203	2015	15+	ANNUAL	MALE	PERCENT	2	15.33151382	49.73913871	60	CZE	Czechia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	38.6	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
203	2015	15+	ANNUAL	FEMALE	PERCENT	3	15.33151382	49.73913871	60	CZE	Czechia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	30.3	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
204	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	2.339933594	9.65401646	22	BEN	Benin	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	6.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
204	2015	15+	ANNUAL	MALE	PERCENT	2	2.339933594	9.65401646	22	BEN	Benin	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	12.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
204	2015	15+	ANNUAL	FEMALE	PERCENT	3	2.339933594	9.65401646	22	BEN	Benin	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	0.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
208	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	9.326571283	56.03829721	64	DNK	Denmark	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	19.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
208	2015	15+	ANNUAL	MALE	PERCENT	2	9.326571283	56.03829721	64	DNK	Denmark	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	19.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
208	2015	15+	ANNUAL	FEMALE	PERCENT	3	9.326571283	56.03829721	64	DNK	Denmark	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	19.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
212	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-61.3493756	15.43391378	63	DMA	Dominica							
212	2015	15+	ANNUAL	MALE	PERCENT	2	-61.3493756	15.43391378	63	DMA	Dominica							
212	2015	15+	ANNUAL	FEMALE	PERCENT	3	-61.3493756	15.43391378	63	DMA	Dominica							
214	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-70.49847576	18.89832088	65	DOM	Dominican Republic	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	13.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
214	2015	15+	ANNUAL	MALE	PERCENT	2	-70.49847576	18.89832088	65	DOM	Dominican Republic	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	19.1	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
214	2015	15+	ANNUAL	FEMALE	PERCENT	3	-70.49847576	18.89832088	65	DOM	Dominican Republic	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	8.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
218	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	7.4	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
218	2015	15+	ANNUAL	MALE	PERCENT	2	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	12.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
218	2015	15+	ANNUAL	FEMALE	PERCENT	3	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	2.1	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
222	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-88.86862995	13.73603564	206	SLV	El Salvador	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	10.1	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
222	2015	15+	ANNUAL	MALE	PERCENT	2	-88.86862995	13.73603564	206	SLV	El Salvador	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	19.2	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
222	2015	15+	ANNUAL	FEMALE	PERCENT	3	-88.86862995	13.73603564	206	SLV	El Salvador	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	2.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
226	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea							
226	2015	15+	ANNUAL	MALE	PERCENT	2	10.46535826	1.565792376	90	GNQ	Equatorial Guinea							
226	2015	15+	ANNUAL	FEMALE	PERCENT	3	10.46535826	1.565792376	90	GNQ	Equatorial Guinea							
231	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	39.63505296	8.631223181	73	ETH	Ethiopia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	4.4	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
231	2015	15+	ANNUAL	MALE	PERCENT	2	39.63505296	8.631223181	73	ETH	Ethiopia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	8.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
231	2015	15+	ANNUAL	FEMALE	PERCENT	3	39.63505296	8.631223181	73	ETH	Ethiopia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	0.4	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
232	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	38.11074289	16.12894644	69	ERI	Eritrea	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	5.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
232	2015	15+	ANNUAL	MALE	PERCENT	2	38.11074289	16.12894644	69	ERI	Eritrea	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	11.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
232	2015	15+	ANNUAL	FEMALE	PERCENT	3	38.11074289	16.12894644	69	ERI	Eritrea	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	0.2	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
233	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	25.84093481	58.68487172	72	EST	Estonia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	31.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
233	2015	15+	ANNUAL	MALE	PERCENT	2	25.84093481	58.68487172	72	EST	Estonia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	40.1	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
233	2015	15+	ANNUAL	FEMALE	PERCENT	3	25.84093481	58.68487172	72	EST	Estonia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	24.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
234	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-7.122044325	62.21228119	78	FRO	Faroe Islands							
234	2015	15+	ANNUAL	MALE	PERCENT	2	-7.122044325	62.21228119	78	FRO	Faroe Islands							
234	2015	15+	ANNUAL	FEMALE	PERCENT	3	-7.122044325	62.21228119	78	FRO	Faroe Islands							
238	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)							
238	2015	15+	ANNUAL	MALE	PERCENT	2	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)							
238	2015	15+	ANNUAL	FEMALE	PERCENT	3	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)							
239	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands							
239	2015	15+	ANNUAL	MALE	PERCENT	2	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands							
239	2015	15+	ANNUAL	FEMALE	PERCENT	3	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands							
242	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	177.9660884	-17.83301566	75	FJI	Fiji	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	23.2	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
242	2015	15+	ANNUAL	MALE	PERCENT	2	177.9660884	-17.83301566	75	FJI	Fiji	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	35.6	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
242	2015	15+	ANNUAL	FEMALE	PERCENT	3	177.9660884	-17.83301566	75	FJI	Fiji	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	10.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
246	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	23.308447	61.91586738	74	FIN	Finland	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	20.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
246	2015	15+	ANNUAL	MALE	PERCENT	2	23.308447	61.91586738	74	FIN	Finland	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	23.2	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
246	2015	15+	ANNUAL	FEMALE	PERCENT	3	23.308447	61.91586738	74	FIN	Finland	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	18.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
248	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	19.80945969	60.1544901	5	ALA	Åland Islands							
248	2015	15+	ANNUAL	MALE	PERCENT	2	19.80945969	60.1544901	5	ALA	Åland Islands							
248	2015	15+	ANNUAL	FEMALE	PERCENT	3	19.80945969	60.1544901	5	ALA	Åland Islands							
250	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	2.457288129	46.62660861	77	FRA	France	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	32.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
250	2015	15+	ANNUAL	MALE	PERCENT	2	2.457288129	46.62660861	77	FRA	France	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	35.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
250	2015	15+	ANNUAL	FEMALE	PERCENT	3	2.457288129	46.62660861	77	FRA	France	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	30.0	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
254	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-53.23619089	3.922673437	95	GUF	French Guiana							
254	2015	15+	ANNUAL	MALE	PERCENT	2	-53.23619089	3.922673437	95	GUF	French Guiana							
254	2015	15+	ANNUAL	FEMALE	PERCENT	3	-53.23619089	3.922673437	95	GUF	French Guiana							
258	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	-149.4052367	-17.67709294	191	PYF	French Polynesia							
258	2015	15+	ANNUAL	MALE	PERCENT	2	-149.4052367	-17.67709294	191	PYF	French Polynesia							
258	2015	15+	ANNUAL	FEMALE	PERCENT	3	-149.4052367	-17.67709294	191	PYF	French Polynesia							
260	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	69.64849091	-49.6068576	14	ATF	French Southern Territories							
260	2015	15+	ANNUAL	MALE	PERCENT	2	69.64849091	-49.6068576	14	ATF	French Southern Territories							
260	2015	15+	ANNUAL	FEMALE	PERCENT	3	69.64849091	-49.6068576	14	ATF	French Southern Territories							
262	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	42.18274707	11.56004161	62	DJI	Djibouti	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	13.3	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
262	2015	15+	ANNUAL	MALE	PERCENT	2	42.18274707	11.56004161	62	DJI	Djibouti	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	24.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
262	2015	15+	ANNUAL	FEMALE	PERCENT	3	42.18274707	11.56004161	62	DJI	Djibouti	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	1.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
266	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	11.78727747	-0.60687619	80	GAB	Gabon							
266	2015	15+	ANNUAL	MALE	PERCENT	2	11.78727747	-0.60687619	80	GAB	Gabon							
266	2015	15+	ANNUAL	FEMALE	PERCENT	3	11.78727747	-0.60687619	80	GAB	Gabon							
268	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	43.3713615	42.04813028	82	GEO	Georgia	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older	28.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
