series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Location	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	ANNUAL	RURAL	PERCENT	73.788668	76.371045	76.724339	78.599228	80.451235	80.801154	81.994386	91.847523	93.312888	93.900472	94.675536	94.013044	94.211009	95.226213	95.641568	94.753474	2014	95.641568		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	ANNUAL	URBAN	PERCENT	96.572861	96.949494	96.674673	95.037767	95.524705	95.184958	94.389301	99.606906	99.572317	99.732814	99.767161	99.719573	99.651703	99.88359	99.859908	99.776387	2014	99.859908		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	ALLAREA	PERCENT	93.335762	93.718613	94.094215	94.973044	94.839279	95.83265	96.315259	96.812618	97.206576	96.470862	97.462142	96.872699	97.194929	98.034674	98.976067	97.7081022	2014	98.976067		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	218	-78.37005241	-1.447785891	ECU	Ecuador	2	ANNUAL	RURAL	PERCENT	82.711067	83.623146	84.530983	85.869806	86.358231	87.718723	89.435963	90.696294	92.140953	91.159456	92.659412	91.161191	92.33289	94.733695	97.054058	93.5882492	2014	97.054058		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	218	-78.37005241	-1.447785891	ECU	Ecuador	3	ANNUAL	URBAN	PERCENT	100	100	100	99.291127	100	99.668752	99.525886	99.633543	99.586687	98.984382	99.715049	99.783081	99.628858	99.547373	99.83164	99.7012002	2014	99.83164		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	ALLAREA	PERCENT	84.519249	87.063829	87.54906	86.961151	87.357045	87.525839	89.201467	91.109558	91.000227	91.08402	91.580238	92.574686	93.680571	95.043105	95.125416	93.6008032	2014	95.125416		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	222	-88.86862995	13.73603564	SLV	El Salvador	2	ANNUAL	RURAL	PERCENT	65.170985	70.068712	71.064874	71.224688	71.896139	72.174217	75.653518	79.511198	79.393669	80.329462	81.498281	83.820242	85.670994	89.999795	90.262428	86.250348	2014	90.262428		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	222	-88.86862995	13.73603564	SLV	El Salvador	3	ANNUAL	URBAN	PERCENT	96.097903	97.114157	97.2748	96.49703	96.477373	96.455867	97.195509	97.084368	96.485463	96.567595	96.871589	97.229737	97.84601	97.761193	97.788212	97.4993482	2014	97.788212		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	ALLAREA	PERCENT	60.425022	60.91489	61.397518	61.876797	62.356628	62.840912	63.333549	63.83749	64.351936	64.875122	65.405319	66.1	66.479698	67.020386	67.561371	66.5133548	2014	67.561371		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	ANNUAL	RURAL	PERCENT	35.966358	36.529434	37.088272	37.648945	38.217514	38.800053	39.402622	40.029663	40.67907	41.347122	42.030087	43	43.425846	44.131184	44.837143	43.484852	2014	44.837143		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	ANNUAL	URBAN	PERCENT												93.1	100	100	100	98.275	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	ALLAREA	PERCENT	12.7	12.282632	13.330896	14.375816	15.421288	14	17.529486	18.59907	19.67915	20.767981	21.863811	23	24.069471	25.175802	27.2	24.2618168	2014	27.2		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	231	39.63505296	8.631223181	ETH	Ethiopia	2	ANNUAL	RURAL	PERCENT	0.4	0.345596	0.714453	1.393904	2.081256	1.9	3.503923	4.249741	5.01793	5.804761	6.606506	4.8	8.239825	9.063941	12.2	8.1820544	2014	12.2		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	231	39.63505296	8.631223181	ETH	Ethiopia	3	ANNUAL	URBAN	PERCENT	76.2	80.315019	84.167578	86.187578	88.123781	85.7	91.720555	93.287517	93.819991	94.292162	94.702267	85.2	95.40748	95.733446	91.982517	92.605142	2014	91.982517		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	ALLAREA	PERCENT	29.336962	30.495411	32.2	32.794476	33.942886	35.095749	36.256962	37.429485	38.612507	39.804279	41.003048	42.207069	43.414589	44.623856	45.83342	43.4163964	2014	45.83342		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	232	38.11074289	16.12894644	ERI	Eritrea	2	ANNUAL	RURAL	PERCENT	3.083302	3.305105	3	3.742078	3.969381	4.210649	4.471951	4.75772	5.065861	5.392643	5.73434	6.087223	6.447562	6.811629	7.176319	6.4514146	2014	7.176319		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	232	38.11074289	16.12894644	ERI	Eritrea	3	ANNUAL	URBAN	PERCENT	100	100	78.3	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	233	25.84093481	58.68487172	EST	Estonia	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	233	25.84093481	58.68487172	EST	Estonia	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	ALLAREA	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	ANNUAL	RURAL	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	ANNUAL	URBAN	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	ALLAREA	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	ANNUAL	RURAL	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	ANNUAL	URBAN	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	ALLAREA	PERCENT	74.835594	76.724991	78.60714	80	82.365295	84.2491	86.141258	88.9	89.958694	91.881409	93.811119	95.746086	97.684547	98.915909	100	97.2315322	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	242	177.9660884	-17.83301566	FJI	Fiji	2	ANNUAL	RURAL	PERCENT	67.320213	67.891869	68.459297	69	69.605713	70.196838	70.807999	71.443626	72.101624	72.778259	73.46981	74.172554	74.882751	75.596672	76.311218	74.886601	2014	76.311218		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	242	177.9660884	-17.83301566	FJI	Fiji	3	ANNUAL	URBAN	PERCENT	83.007312	86.179899	89.300193	92	95.393579	98.374048	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	246	23.308447	61.91586738	FIN	Finland	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	246	23.308447	61.91586738	FIN	Finland	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	ALLAREA	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	248	19.80945969	60.1544901	ALA	Åland Islands	2	ANNUAL	RURAL	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	248	19.80945969	60.1544901	ALA	Åland Islands	3	ANNUAL	URBAN	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	250	2.457288129	46.62660861	FRA	France	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	250	2.457288129	46.62660861	FRA	France	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	ALLAREA	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	254	-53.23619089	3.922673437	GUF	French Guiana	2	ANNUAL	RURAL	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	254	-53.23619089	3.922673437	GUF	French Guiana	3	ANNUAL	URBAN	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	258	-149.4052367	-17.67709294	PYF	French Polynesia	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	ALLAREA	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	ANNUAL	RURAL	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	260	69.64849091	-49.6068576	ATF	French Southern Territories	3	ANNUAL	URBAN	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	ALLAREA	PERCENT	56.717491	55.984047	49.7	54.499317	53.755833	53.0168	55.5	51.566742	50.857864	50.157742	49.464615	48.776737	48.092361	47.409733	46.727398	48.0941688	2014	46.727398		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	262	42.18274707	11.56004161	DJI	Djibouti	2	ANNUAL	RURAL	PERCENT	10.57107	10.489912	10.2	10.320962	10.245303	10.183611	9.9	10.12476	10.129938	10.153759	10.192495	10.242415	10.299793	10.3609	10.422628	10.3036462	2014	10.422628		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	262	42.18274707	11.56004161	DJI	Djibouti	3	ANNUAL	URBAN	PERCENT	70.867983	69.898786	56.9	67.942414	66.96165	65.98435	62.4	64.048456	63.092845	62.144831	61.197922	60.252543	59.306602	58.360296	57.411764	59.3058254	2014	57.411764		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	ALLAREA	PERCENT	73.6	75.877457	76.896255	77.911713	78.927719	81.6	80.976982	82.017097	83.067719	84.127083	85.193443	86.26506	89.3	86.4	89.494194	87.3305394	2014	89.494194		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	266	11.78727747	-0.60687619	GAB	Gabon	2	ANNUAL	RURAL	PERCENT	29.7	31.081047	31.864872	32.650532	33.444088	34.6	35.079174	35.931198	36.805592	37.698631	38.606583	39.525723	44.9	37.4	42.313587	40.5491786	2014	42.313587		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	266	11.78727747	-0.60687619	GAB	Gabon	3	ANNUAL	URBAN	PERCENT	90.2	86.487845	87.074095	87.692701	88.344856	93.2	89.75064	90.507533	91.298304	92.119943	92.968879	93.844089	98.1	94.3	96.594097	95.161413	2014	96.594097		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	ALLAREA	PERCENT	99.751114	99.759598	99.9	99.761902	99.762329	99.765541	99.775673	99.795532	99.825256	99.863411	99.9067	99.948158	100	99.994476	100	99.9698668	2014	100		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	268	43.3713615	42.04813028	GEO	Georgia	2	ANNUAL	RURAL	PERCENT	99.576073	99.556572	99.7	99.508499	99.497887	99.497887	99.507439	99.541145	99.597801	99.673546	99.762894	99.854691	100	99.977165	100	99.91895	2014	100		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	268	43.3713615	42.04813028	GEO	Georgia	3	ANNUAL	URBAN	PERCENT			100	99.992535	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	ALLAREA	PERCENT	34.3	30.971052	32.191597	33.408798	34.626556	35.848763	37.079319	38.321182	39.573547	40.83466	42.102772	43.376137	44.652996	44.5	47.210514	44.3684838	2014	47.210514		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	270	-15.39944785	13.45295927	GMB	Gambia	2	ANNUAL	RURAL	PERCENT	18.19	17.496454	17.06728	16.639938	16.220497	15.815022	15.429579	15.068603	14.729999	14.410037	14.104989	13.811127	13.524721	12.9	12.95999	13.4601654	2014	12.95999		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	270	-15.39944785	13.45295927	GMB	Gambia	3	ANNUAL	URBAN	PERCENT	51.16	45.12251	47.508899	49.785196	51.974973	54.089742	56.138358	58.131321	60.074039	61.974851	63.837288	65.666845	67.467582	66.4	70.996962	66.8737354	2014	70.996962		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	ALLAREA	PERCENT	99.7	98.961578	98.99762	99.1	99.081268	99.141014	99.7	99.325027	99.451645	99.596893	99.9	99.928421	100	100	99.9	99.9456842	2014	99.9		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	275	35.25694122	31.94347933	PSE	State of Palestine	2	ANNUAL	RURAL	PERCENT	99.3	98.961578	98.99762	97.7	99.081268	99.141014	99.4	99.325027	99.451645	99.596893	99.7	99.928421	100	100	100	99.9256842	2014	100		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	275	35.25694122	31.94347933	PSE	State of Palestine	3	ANNUAL	URBAN	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	276	10.3806066	51.08862743	DEU	Germany	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	276	10.3806066	51.08862743	DEU	Germany	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	ALLAREA	PERCENT	44.805561	46.829113	48.845421	48.3	52.871899	54.889862	56.91618	58.953804	60.5	63.0588	65.122673	64.06256	69.26442	70.7	78.3	69.4899306	2014	78.3		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	288	-1.205623522	7.964825185	GHA	Ghana	2	ANNUAL	RURAL	PERCENT	21.581207	23.784147	25.982853	24.1	30.391832	32.614239	34.856674	37.123581	38.2	41.720776	44.04361	40.9546	48.719105	48.6	63	49.063463	2014	63		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	288	-1.205623522	7.964825185	GHA	Ghana	3	ANNUAL	URBAN	PERCENT	74.449137	75.453313	76.479966	76.9	78.601281	79.700617	80.825471	81.978054	84.8	84.370381	85.609015	84.951494	88.176967	88.5	90.8	87.6074952	2014	90.8		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	292	-5.347561686	36.13895036	GIB	Gibraltar	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	292	-5.347561686	36.13895036	GIB	Gibraltar	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	ALLAREA	PERCENT	75.828102	73.826118	71.816895	69.804321	67.792297	69.676405	63.785515	61.797604	59.820194	46.4	63.167737	53.93346	51.980549	50.029388	48.078518	53.4379304	2014	48.078518		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	296	-157.5643005	1.768837732	KIR	Kiribati	2	ANNUAL	RURAL	PERCENT	64.421677	61.335606	58.245293	55.156815	52.076241	55.334704	45.963051	42.940937	39.941196	19.7	44.227886	31.038919	28.091377	25.147566	22.204374	30.1420244	2014	22.204374		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	296	-157.5643005	1.768837732	KIR	Kiribati	3	ANNUAL	URBAN	PERCENT						93.612965	86.867187	86.187247	85.485917	89.8	89.545116	83.24346	82.449605	81.626634	80.778837	83.5287304	2014	80.778837		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	300	22.58307827	39.47301873	GRC	Greece	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	300	22.58307827	39.47301873	GRC	Greece	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	304	-41.39371316	74.75625681	GRL	Greenland	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	304	-41.39371316	74.75625681	GRL	Greenland	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	ALLAREA	PERCENT	82.230743	82.823486	83.408989	83.991142	84.573845	85.161003	85.756516	86.363335	86.980652	87.606712	88.239784	88.8	89.519913	90.163475	90.807335	89.5061014	2014	90.807335		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	308	-61.68248568	12.11238395	GRD	Grenada	2	ANNUAL	RURAL	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	308	-61.68248568	12.11238395	GRD	Grenada	3	ANNUAL	URBAN	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	ALLAREA	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	312	-61.64762115	16.14416917	GLP	Guadeloupe	2	ANNUAL	RURAL	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	312	-61.64762115	16.14416917	GLP	Guadeloupe	3	ANNUAL	URBAN	PERCENT																				
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	ALLAREA	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	316	144.7029305	13.35485404	GUM	Guam	2	ANNUAL	RURAL	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	316	144.7029305	13.35485404	GUM	Guam	3	ANNUAL	URBAN	PERCENT	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2014	100		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	ALLAREA	PERCENT	73.318205	73.709229	78.667838	78.512204	77.187935	78.351212	83.730998	80.705772	81.8992	83.101387	84.310562	84.026414	86.742928	87.962608	85.494371	85.7073766	2014	85.494371		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	320	-91.2312746	15.00273719	GTM	Guatemala	2	ANNUAL	RURAL	PERCENT	56.376971	58.220119	67.08428	66.139352	62.992405	64.603012	71.347002	67.888756	69.566231	71.262352	72.973381	72.113698	76.425278	78.158684	74.816634	74.897535	2014	74.816634		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	320	-91.2312746	15.00273719	GTM	Guatemala	3	ANNUAL	URBAN	PERCENT	95.397837	92.238195	95.710971	96.030896	93.353276	93.747843	94.40666	94.58031	95.021801	95.480983	95.958968	94.603279	96.973454	97.510698	94.463137	95.9019072	2014	94.463137		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	ALLAREA	PERCENT	16.956766	17.700075	18.43614	19.168859	19.902132	20.2	21.385931	22.143312	22.911194	23.687826	24.471457	25.260336	26.2	26.846848	27.641268	26.0839818	2014	27.641268		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	324	-11.28173419	11.00210343	GIN	Guinea	2	ANNUAL	RURAL	PERCENT	1.79869	1.882832	1.96274	2.044481	2.134122	2.8	2.361369	2.509476	2.679954	2.869075	3.07311	3.288331	2.9	3.737414	3.964441	3.3926592	2014	3.964441		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	324	-11.28173419	11.00210343	GIN	Guinea	3	ANNUAL	URBAN	PERCENT	50.668909	52.328517	53.926028	55.458012	56.926307	63.8	59.671172	60.950469	62.174858	63.342993	64.463825	65.537269	74.2	67.559764	68.514136	68.0549988	2014	68.514136		M
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	ALLAREA	PERCENT	75.624352	76.199959	76.768318	77.333336	77.898911	77.5	79.04731	79.636986	80.237167	77.6	81.462029	82.083206	82.707886	83.33432	86.9	83.2974882	2014	86.9		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	328	-58.97322037	4.788012784	GUY	Guyana	2	ANNUAL	RURAL	PERCENT	68.478363	69.371994	70.261391	71.152618	72.05175	75.5	73.89798	74.855576	75.835541	72.3	77.847679	78.872383	79.904556	80.940445	84	80.3130126	2014	84		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	328	-58.97322037	4.788012784	GUY	Guyana	3	ANNUAL	URBAN	PERCENT	93.382488	93.241013	93.078332	92.891947	92.670865	81.6	92.12055	91.792318	91.434169	90.9	90.646814	90.229669	89.803674	89.374944	94.4	90.8910202	2014	94.4		G
2017.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	ALLAREA	PERCENT	33.7	31.542382	33.390446	33.735207	34.080524	34.430294	33.9	35.157841	35.537766	35.926445	36.322117	36.723045	37.9	37.533642	37.940109	37.2837826	2014	37.940109		M
