series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	328	-58.97322037	4.788012784	GUY	Guyana	1	<1M	ANNUAL	NUMBER	483	464	443	419	394	368	337	306	280	263	261	278	310	346	376	391	340.2	2015	391	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	332	-72.33640958	18.40426539	HTI	Haiti	1	<1M	ANNUAL	NUMBER	8146	8028	7951	7902	7845	7765	7693	7651	7590	7537	8161	7301	7125	6935	6733	6537	6926.2	2015	6537	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	336	12.45315803	41.90343751	VAT	Holy See	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	340	-86.59974381	14.82243161	HND	Honduras	1	<1M	ANNUAL	NUMBER	3443	3345	3244	3105	2989	2880	2778	2666	2557	2428	2294	2170	2059	1953	1861	1787	1966	2015	1787	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	348	19.41221519	47.1651448	HUN	Hungary	1	<1M	ANNUAL	NUMBER	601	574	552	543	529	515	500	479	452	423	393	374	353	333	316	304	336	2015	304	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	352	-19.02116966	64.79134763	ISL	Iceland	1	<1M	ANNUAL	NUMBER	8	8	7	7	7	7	6	6	6	6	6	5	5	5	4	4	4.6	2015	4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	356	79.3608464	22.34642074	IND	India	1	<1M	ANNUAL	NUMBER	1253657	1215523	1175504	1134014	1091529	1054134	1016659	981810	946336	909587	871304	831083	792589	752702	721743	695852	758793.8	2015	695852	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	360	113.9174	-0.994582204	IDN	Indonesia	1	<1M	ANNUAL	NUMBER	97002	93966	91461	89646	88245	86012	83548	81232	79020	77428	75790	75354	75957	76305	75977	73921	75502.8	2015	73921	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	<1M	ANNUAL	NUMBER	24636	23334	21841	20662	19554	18821	18337	18005	17552	17099	16440	15848	15114	14266	13486	12799	14302.6	2015	12799	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	368	43.76606267	33.05013795	IRQ	Iraq	1	<1M	ANNUAL	NUMBER	20579	20608	20495	20350	20226	20306	20781	21322	21935	22508	22959	23210	23254	23091	22866	22482	22980.6	2015	22482	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	372	-7.121425272	53.25274054	IRL	Ireland	1	<1M	ANNUAL	NUMBER	236	235	226	217	202	195	189	183	183	188	189	189	186	172	159	154	172	2015	154	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	376	34.62277992	31.06164552	ISR	Israel	1	<1M	ANNUAL	NUMBER	474	467	441	426	386	363	343	352	349	361	372	387	384	395	384	368	383.6	2015	368	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	380	12.57022427	42.79917282	ITA	Italy	1	<1M	ANNUAL	NUMBER	1749	1666	1650	1585	1566	1535	1493	1441	1435	1418	1335	1299	1200	1103	1018	998	1123.6	2015	998	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	<1M	ANNUAL	NUMBER	33147	33168	32987	32558	32138	31670	31286	30916	30786	30766	30841	30917	31068	31241	31362	31467	31211	2015	31467	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	388	-77.31068409	18.15616857	JAM	Jamaica	1	<1M	ANNUAL	NUMBER	979	917	849	781	727	685	668	661	655	645	632	595	551	512	480	464	520.4	2015	464	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	392	139.2716103	36.6554539	JPN	Japan	1	<1M	ANNUAL	NUMBER	2130	1987	1952	1799	1655	1523	1405	1403	1297	1299	1189	1078	1073	1065	1056	941	1042.6	2015	941	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	<1M	ANNUAL	NUMBER	4235	4255	4347	4514	4688	4746	4711	4619	4470	4265	4008	3773	3504	3230	2989	2744	3248	2015	2744	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	400	37.13024774	30.65365973	JOR	Jordan	1	<1M	ANNUAL	NUMBER	2481	2417	2342	2265	2228	2208	2200	2201	2247	2274	2288	2307	2312	2294	2266	2184	2272.6	2015	2184	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	404	37.86096816	0.534797278	KEN	Kenya	1	<1M	ANNUAL	NUMBER	33956	35326	36404	37413	38215	38793	38812	38748	38304	37827	37309	36539	35759	35103	34427	33741	35113.8	2015	33741	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	<1M	ANNUAL	NUMBER	10615	9475	8512	7771	7228	6793	6530	6308	6101	5845	5635	5461	5376	5321	5227	5091	5295.2	2015	5091	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	<1M	ANNUAL	NUMBER	1235	1320	1399	1419	1350	1270	1122	1021	966	910	851	839	824	806	791	733	798.6	2015	733	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	414	47.49305029	29.53949468	KWT	Kuwait	1	<1M	ANNUAL	NUMBER	298	293	274	254	248	260	279	309	333	348	335	313	282	261	240	222	263.6	2015	222	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	<1M	ANNUAL	NUMBER	2375	2268	2164	2082	2048	2075	2137	2214	2301	2322	2306	2257	2217	2169	2099	1985	2145.4	2015	1985	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	<1M	ANNUAL	NUMBER	6975	6701	6515	6366	6288	6251	6222	6261	6280	6287	6203	6017	5809	5573	5373	5220	5598.4	2015	5220	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	422	35.89391711	33.92152458	LBN	Lebanon	1	<1M	ANNUAL	NUMBER	720	678	641	613	572	513	443	375	315	284	289	318	376	439	482	491	421.2	2015	491	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	426	28.25362195	-29.58041814	LSO	Lesotho	1	<1M	ANNUAL	NUMBER	2224	2135	2034	1935	1858	1814	1796	1817	1866	1919	1980	2022	2051	2072	2073	2045	2052.6	2015	2045	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	428	26.42461876	56.64196636	LVA	Latvia	1	<1M	ANNUAL	NUMBER	190	189	189	191	192	192	184	176	165	152	139	123	109	97	87	82	99.6	2015	82	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	430	-9.311879038	6.448381009	LBR	Liberia	1	<1M	ANNUAL	NUMBER	5301	5260	5062	4812	4587	4420	4270	4161	4090	4011	3938	3893	3821	3749	3692	3644	3759.8	2015	3644	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	434	18.0295985	27.04042819	LBY	Libya	1	<1M	ANNUAL	NUMBER	1813	1795	1746	1690	1628	1567	1527	1466	1422	1369	1286	1218	1127	1042	962	894	1048.6	2015	894	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	440	23.90517807	55.33680309	LTU	Lithuania	1	<1M	ANNUAL	NUMBER	192	178	169	163	160	155	146	136	129	119	111	106	96	90	86	81	91.8	2015	81	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	442	6.092656563	49.77679538	LUX	Luxembourg	1	<1M	ANNUAL	NUMBER	13	12	12	11	10	10	9	8	8	7	7	7	7	6	7	6	6.6	2015	6	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	450	46.6982339	-19.38514785	MDG	Madagascar	1	<1M	ANNUAL	NUMBER	20421	19945	19347	18687	18109	17599	17234	16916	16631	16427	16363	16283	16199	16105	16155	16189	16186.2	2015	16189	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	454	33.4884625	-13.40819859	MWI	Malawi	1	<1M	ANNUAL	NUMBER	16982	16245	15461	14799	14333	14206	14250	14583	14990	15296	15383	15092	14655	14252	13885	13720	14320.8	2015	13720	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	458	116.8346314	5.452415309	MYS	Malaysia	1	<1M	ANNUAL	NUMBER	2937	2668	2448	2279	2160	2042	1965	1931	1907	1828	1839	1870	1940	2073	2134	2149	2033.2	2015	2149	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	462	73.09672546	-0.614385021	MDV	Maldives	1	<1M	ANNUAL	NUMBER	159	141	126	110	97	86	76	69	63	58	54	50	46	44	41	38	43.8	2015	38	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	466	-3.522016039	17.35311254	MLI	Mali	1	<1M	ANNUAL	NUMBER	28796	28297	27991	27927	28050	28110	28205	28310	28425	28612	28640	28416	28138	27871	27617	27439	27896.2	2015	27439	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	470	14.44617519	35.89194275	MLT	Malta	1	<1M	ANNUAL	NUMBER	24	22	20	18	16	16	15	16	17	17	18	18	18	17	16	16	17	2015	16	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	474	-60.91544135	14.56086108	MTQ	Martinique	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	478	-10.33187259	20.26089546	MRT	Mauritania	1	<1M	ANNUAL	NUMBER	4346	4421	4520	4619	4712	4773	4834	4838	4846	4847	4820	4786	4774	4733	4715	4695	4740.6	2015	4695	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	480	57.568022	-20.28581998	MUS	Mauritius	1	<1M	ANNUAL	NUMBER	207	186	181	188	196	201	197	183	161	142	129	124	122	122	122	119	121.8	2015	119	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	484	-102.5148166	23.93378032	MEX	Mexico	1	<1M	ANNUAL	NUMBER	25193	23032	21060	19578	18875	18490	17648	16171	15453	16173	18086	19329	19170	18284	17590	16596	18193.8	2015	16596	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	492	7.424214814	43.73532918	MCO	Monaco	1	<1M	ANNUAL	NUMBER	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0.8	2015	1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	496	103.0728057	46.83892054	MNG	Mongolia	1	<1M	ANNUAL	NUMBER	1234	1172	1103	1032	984	962	974	995	1018	1015	997	965	925	887	843	789	881.8	2015	789	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	<1M	ANNUAL	NUMBER	974	869	765	680	620	588	575	585	598	608	612	605	588	566	538	513	562	2015	513	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	499	19.25214024	42.78717043	MNE	Montenegro	1	<1M	ANNUAL	NUMBER	75	71	68	64	61	56	53	49	45	42	37	33	29	26	23	21	26.4	2015	21	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	500	-62.19261223	16.73558313	MSR	Montserrat	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	504	-6.281942841	31.8440131	MAR	Morocco	1	<1M	ANNUAL	NUMBER	16765	16102	15542	15133	14907	14776	14782	14798	14842	14798	14619	14336	14069	13715	13240	12706	13613.2	2015	12706	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	<1M	ANNUAL	NUMBER	35101	34027	33065	32423	31884	31333	30934	30544	30326	29991	29771	29491	29304	29132	29037	28799	29152.6	2015	28799	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	512	57.87743482	21.98805614	OMN	Oman	1	<1M	ANNUAL	NUMBER	412	370	340	315	306	302	301	308	321	339	370	383	401	419	430	422	411	2015	422	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	516	17.21907885	-22.13817068	NAM	Namibia	1	<1M	ANNUAL	NUMBER	1117	1082	1050	1024	1006	997	1001	1020	1038	1062	1095	1118	1148	1170	1183	1188	1161.4	2015	1188	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	520	166.92313	-0.528742623	NRU	Nauru	1	<1M	ANNUAL	NUMBER	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3.6	2015	3	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	524	83.94678863	28.25866332	NPL	Nepal	1	<1M	ANNUAL	NUMBER	30187	28629	27051	25328	23727	22249	21031	19927	18952	17901	16869	15679	14595	13580	12800	12252	13781.2	2015	12252	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	528	5.331480568	51.86728884	NLD	Netherlands	1	<1M	ANNUAL	NUMBER	729	738	733	726	713	690	655	613	550	510	479	459	445	435	426	432	439.4	2015	432	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	531	-68.95033464	12.15058042	CUW	Curaçao	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	533	-69.97050586	12.50878756	ABW	Aruba	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	<1M	ANNUAL	NUMBER	73	72	70	69	71	73	77	83	88	93	95	94	91	86	82	79	86.4	2015	79	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	554	170.4755673	-43.98721568	NZL	New Zealand	1	<1M	ANNUAL	NUMBER	187	182	184	183	182	182	183	189	202	213	222	226	215	208	195	184	205.6	2015	184	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	<1M	ANNUAL	NUMBER	2333	2238	2143	2050	1939	1852	1776	1721	1654	1608	1539	1469	1392	1313	1249	1170	1318.6	2015	1170	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	562	9.400167877	17.42143036	NER	Niger	1	<1M	ANNUAL	NUMBER	24846	24837	24738	24612	24478	24416	24359	24322	24297	24353	24403	24450	24590	24814	25023	25495	24874.4	2015	25495	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	566	8.097363256	9.585789025	NGA	Nigeria	1	<1M	ANNUAL	NUMBER	243837	244307	244828	245233	244723	244299	242743	242060	241224	241063	241117	241207	240810	241561	240955	240106	240927.8	2015	240106	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	570	-169.8601693	-19.05000475	NIU	Niue	1	<1M	ANNUAL	NUMBER	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2015	0	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	578	11.47846389	61.34311134	NOR	Norway	1	<1M	ANNUAL	NUMBER	156	148	141	134	134	129	127	125	123	121	122	116	108	99	97	91	102.2	2015	91	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	<1M	ANNUAL	NUMBER	84	80	76	71	67	63	60	58	55	54	52	51	49	48	47	46	48.2	2015	46	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	<1M	ANNUAL	NUMBER	41	41	39	38	36	35	33	31	30	29	28	27	26	25	24	23	25	2015	23	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	585	134.5733878	7.502307591	PLW	Palau	1	<1M	ANNUAL	NUMBER	4	4	4	5	5	5	4	4	3	3	2	2	2	3	3	3	2.6	2015	3	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	586	68.80479684	29.36491634	PAK	Pakistan	1	<1M	ANNUAL	NUMBER	270407	261938	252679	242226	234244	230530	233735	240970	250014	257989	263193	263319	261003	255837	251055	244746	255192	2015	244746	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	591	-81.26616623	8.450965746	PAN	Panama	1	<1M	ANNUAL	NUMBER	1071	1043	996	953	909	883	866	865	869	862	854	830	808	774	747	721	776	2015	721	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	<1M	ANNUAL	NUMBER	5618	5627	5628	5616	5594	5578	5598	5621	5649	5663	5606	5514	5418	5290	5189	5127	5307.6	2015	5127	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	<1M	ANNUAL	NUMBER	2595	2473	2331	2201	2077	1998	1954	1935	1925	1917	1871	1807	1725	1635	1552	1471	1638	2015	1471	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	604	-71.82093277	-13.58939705	PER	Peru	1	<1M	ANNUAL	NUMBER	9652	9162	8758	8362	8019	7719	7378	7085	6731	6459	6157	5942	5750	5498	5349	5104	5528.6	2015	5104	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	608	120.8601418	14.16591706	PHL	Philippines	1	<1M	ANNUAL	NUMBER	38356	38761	39119	39107	38875	38394	37369	36134	34625	33269	32392	31711	31258	30684	30080	29601	30666.8	2015	29601	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	616	19.40660158	52.1226733	POL	Poland	1	<1M	ANNUAL	NUMBER	2060	1845	1753	1703	1681	1676	1688	1710	1722	1699	1632	1516	1411	1290	1215	1122	1310.8	2015	1122	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	620	-7.961599811	39.68509315	PRT	Portugal	1	<1M	ANNUAL	NUMBER	368	348	332	315	295	261	245	227	218	209	201	194	189	184	171	167	181	2015	167	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	<1M	ANNUAL	NUMBER	2848	2821	2810	2799	2818	2825	2826	2804	2782	2752	2719	2686	2651	2626	2608	2586	2631.4	2015	2586	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	<1M	ANNUAL	NUMBER	1479	1351	1241	1139	1046	950	876	806	754	741	762	842	948	1058	1140	1162	1030	2015	1162	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	634	51.19152467	25.28355379	QAT	Qatar	1	<1M	ANNUAL	NUMBER	78	73	70	67	67	70	68	69	72	75	79	89	100	106	111	109	103	2015	109	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	638	55.53171398	-21.13183266	REU	Réunion	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	642	24.98481009	45.83893563	ROU	Romania	1	<1M	ANNUAL	NUMBER	3493	3465	3313	3025	2687	2421	2227	2074	1961	1847	1713	1550	1406	1256	1126	1047	1277	2015	1047	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	643	99.01404926	61.61899849	RUS	Russian Federation	1	<1M	ANNUAL	NUMBER	18482	18261	17450	16368	15066	13989	12925	12025	11322	10697	10316	10221	10185	10098	10032	9741	10055.4	2015	9741	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
